loan_id,customer_id,branch_id,loan_type,loan_start_date,loan_amount,interest_rate_pct,term_months,emi_amount,outstanding_balance,loan_status,default_status,days_past_due
L00275,C00113,B025,Personal,2023-05-22,259467.25,15.68,36,10597.8,0,Closed,No,6
L00276,C00990,B004,Personal,2022-08-11,269017.73,14.78,12,25731.55,0,Closed,No,8
L00277,C00611,B011,Auto,2023-10-25,96019.35,13.15,60,2652.53,42942.21,Active,No,9
L00278,C00336,B018,Auto,2022-06-03,646043.91,15.05,36,26048.13,411459.05,Defaulted,Yes,62
L00279,C00118,B019,Personal,2023-10-12,736446.82,18.36,24,41952.92,0,Closed,No,17
L00280,C00402,B009,Home,2025-09-06,318020.03,17.19,12,31057.31,290731.46,Active,No,19
L00281,C00307,B004,Business,2025-01-16,1189350.72,16.59,24,65999.05,0,Closed,No,17
L00282,C00891,B025,Home,2024-12-29,1065717.81,14.98,84,25990.83,0,Closed,No,12
L00283,C00269,B024,Personal,2025-04-09,107700.02,18.95,84,2982.91,0,Closed,No,13
L00284,C00607,B004,Education,2023-09-20,181098.96,13.9,60,5116.05,112920.44,Active,No,12
L00285,C00473,B005,Education,2022-08-28,1827165.8,14.67,36,73091.71,553615.61,Active,No,15
L00286,C00488,B001,Education,2025-09-03,83618.23,17.71,24,4718.16,0,Closed,No,1
L00287,C00580,B004,Home,2022-01-19,856818.49,15.72,24,46925.09,0,Closed,No,14
L00288,C00650,B021,Personal,2025-07-28,168068.74,13.01,36,6490.72,0,Closed,No,8
L00289,C00999,B012,Auto,2026-01-20,819302.9,14.15,36,32419.36,221542.36,Active,No,3
L00290,C00208,B014,Business,2023-04-28,934632.68,15.7,84,23354.69,647224.43,Defaulted,Yes,34
L00291,C00719,B005,Home,2024-02-24,1724527.1,13.32,24,90997.55,0,Closed,No,17
L00292,C00750,B022,Education,2025-08-10,177264.57,12.69,12,16646.62,0,Closed,No,16
L00293,C00242,B025,Home,2022-05-06,413109.15,13.27,24,21781.18,0,Closed,No,9
L00294,C00023,B008,Auto,2023-07-28,330362.82,17.84,48,11793.95,301888.94,Defaulted,Yes,106
L00295,C00888,B024,Personal,2024-11-21,328500.15,17.22,24,18401.48,0,Closed,No,18
L00296,C00791,B024,Home,2023-09-12,1214666.1,10.87,12,112225.03,1063851.89,Defaulted,Yes,31
L00297,C00270,B023,Auto,2023-04-28,1490529.88,15.06,24,80811.56,1342911.0,Active,No,4
L00298,C00258,B001,Auto,2024-06-12,1484829.07,16.58,48,51449.33,695300.23,Active,No,14
L00299,C00221,B024,Auto,2023-11-23,195505.05,10.73,24,9894.18,74385.85,Active,No,3
L00300,C00330,B010,Home,2023-11-27,232730.99,13.27,12,21967.87,0,Closed,No,4
L00301,C00458,B020,Auto,2022-05-22,435846.42,17.02,24,24342.02,289112.04,Defaulted,Yes,56
L00302,C00949,B001,Personal,2025-03-12,566101.3,13.42,24,29918.45,365126.33,Active,No,17
L00303,C00816,B023,Home,2024-08-27,751273.96,14.45,48,24698.13,0,Closed,No,2
L00304,C00277,B012,Education,2023-03-29,208241.69,12.21,12,19472.33,0,Closed,No,19
L00305,C00485,B010,Business,2023-05-12,128882.29,17.42,60,4018.98,51816.68,Active,No,2
L00306,C00541,B004,Education,2022-07-03,560408.24,12.35,84,12439.06,524777.11,Active,No,1
L00307,C00605,B015,Personal,2025-05-09,1142549.97,14.36,36,45410.01,826878.42,Defaulted,Yes,62
L00308,C00216,B005,Auto,2023-07-01,287264.88,14.65,48,9491.71,215161.1,Active,No,18
L00309,C00350,B024,Personal,2025-11-14,1035295.79,16.63,24,57484.8,676463.38,Active,No,5
L00310,C00024,B018,Education,2022-11-18,1438784.08,12.25,36,54653.81,0,Closed,No,16
L00311,C00353,B004,Personal,2022-08-06,1753044.43,14.21,48,57280.73,527112.44,Active,No,11
L00312,C00685,B001,Education,2022-05-03,244739.07,14.06,12,23262.45,103692.32,Active,No,13
L00313,C00948,B021,Auto,2024-04-04,1759096.34,15.73,36,71922.61,938561.21,Active,No,17
L00314,C00965,B002,Auto,2023-08-16,592785.4,16.79,24,32993.45,0,Closed,No,6
L00315,C00420,B011,Education,2023-12-26,262057.26,16.29,48,9016.95,0,Closed,No,9
L00316,C00033,B014,Auto,2023-02-16,140051.09,15.32,84,3455.26,56032.61,Defaulted,Yes,56
L00317,C00191,B024,Personal,2024-01-21,891860.23,16.57,60,27179.44,416237.09,Active,No,12
L00318,C00878,B017,Auto,2024-04-16,811090.69,14.12,60,23062.01,148770.27,Active,No,20
L00319,C00798,B008,Home,2022-11-11,324640.69,13.74,36,12734.93,240042.82,Active,No,16
L00320,C00414,B003,Home,2022-11-24,527485.52,16.71,60,16136.66,216719.62,Active,No,8
L00321,C00975,B003,Home,2024-01-25,705937.97,19.28,84,19746.09,235699.81,Active,No,12
L00322,C00482,B025,Auto,2024-05-29,818029.54,15.29,24,44507.62,243697.86,Defaulted,Yes,90
L00323,C00892,B013,Home,2022-11-14,101804.93,12.26,48,3161.04,25195.48,Active,No,19
L00324,C00444,B020,Home,2025-10-06,283404.44,12.4,36,10800.86,180212.47,Active,No,11
L00325,C00679,B001,Business,2023-09-18,83477.97,17.32,84,2198.65,49718.94,Active,No,0
L00326,C00062,B012,Auto,2025-04-26,1683156.51,18.86,84,46491.19,325771.87,Defaulted,Yes,99
L00327,C00493,B008,Education,2023-08-26,1523098.2,17.64,84,40521.66,0,Closed,No,19
L00328,C00088,B020,Auto,2022-11-16,82011.9,17.36,60,2553.3,76634.68,Active,No,12
L00329,C00652,B015,Business,2022-01-10,537566.6,11.37,84,11493.05,303420.0,Active,No,16
L00330,C00555,B003,Business,2022-02-03,230303.71,16.06,84,5823.94,0,Closed,No,5
L00331,C00123,B013,Home,2024-09-03,836138.9,14.81,60,24255.0,0,Closed,No,4
L00332,C00164,B024,Home,2024-07-06,336863.28,15.38,36,13674.78,0,Closed,No,9
L00333,C00852,B010,Home,2025-12-28,1168724.77,12.99,60,32130.19,855652.0,Active,No,8
L00334,C00187,B025,Auto,2023-05-09,1306101.44,14.54,84,31374.42,630781.77,Active,No,3
L00335,C00870,B009,Education,2025-05-12,94137.52,15.11,36,3800.28,17750.36,Defaulted,Yes,78
L00336,C00409,B025,Business,2024-03-01,1916684.47,18.63,60,61701.27,1732907.52,Active,No,19
L00337,C00098,B001,Home,2022-02-08,181747.13,13.58,36,7105.3,0,Closed,No,19
L00338,C00753,B023,Auto,2025-12-19,625015.42,14.67,60,18057.74,208529.11,Active,No,9
L00339,C00584,B003,Home,2023-04-12,409410.0,13.48,60,11422.54,0,Closed,No,7
L00340,C00788,B020,Auto,2023-01-26,1622127.44,14.86,84,39398.39,0,Closed,No,2
L00341,C00131,B021,Education,2024-10-08,211632.11,14.29,24,11338.19,138684.69,Active,No,19
L00342,C00193,B015,Home,2022-11-20,2245642.37,11.12,84,47543.46,474780.67,Active,No,6
L00343,C00504,B014,Home,2022-01-13,150070.45,13.38,12,14179.16,66188.56,Active,No,6
L00344,C00716,B008,Home,2025-07-28,175690.84,15.15,48,5878.32,134301.36,Active,No,18
L00345,C00907,B014,Home,2023-01-11,1741946.52,12.65,12,163525.23,1090185.82,Defaulted,Yes,84
L00346,C00993,B011,Auto,2025-06-28,1312378.65,16.68,24,72924.51,299414.68,Active,No,14
L00347,C00613,B005,Personal,2025-11-29,1581362.35,13.02,60,43513.82,244419.38,Defaulted,Yes,43
L00348,C00603,B007,Home,2023-03-12,177073.05,13.3,36,6881.26,101583.15,Active,No,8
L00349,C00534,B004,Auto,2022-08-21,334098.96,13.98,48,10852.65,126203.4,Active,No,15
L00350,C00305,B002,Personal,2025-07-06,487072.64,14.12,48,15878.57,0,Closed,No,17
L00351,C00105,B015,Personal,2023-01-17,1206476.89,13.17,60,33349.03,225936.48,Active,No,7
L00352,C00213,B019,Auto,2023-02-18,1607736.22,14.81,84,38981.86,0,Closed,No,20
L00353,C00255,B011,Personal,2024-02-19,130723.27,15.14,12,12542.9,109663.33,Defaulted,Yes,120
L00354,C00511,B016,Home,2023-04-24,261353.81,17.24,60,8110.68,78281.16,Active,No,14
L00355,C00422,B008,Personal,2022-12-02,864070.93,14.62,12,82533.17,197857.15,Defaulted,Yes,89
L00356,C00933,B016,Home,2023-03-17,817663.99,16.87,84,21229.09,567218.91,Active,No,3
L00357,C00457,B014,Education,2024-06-05,144053.48,15.97,12,13921.57,0,Closed,No,17
L00358,C00010,B002,Auto,2023-01-03,1094741.95,18.71,12,108297.35,329562.9,Defaulted,Yes,80
L00359,C00678,B016,Personal,2026-05-16,550802.48,13.67,24,29224.66,353523.42,Active,No,9
L00360,C00518,B013,Personal,2023-03-04,148999.65,13.97,36,5873.48,0,Closed,No,0
L00361,C00012,B013,Personal,2023-07-30,837582.26,13.06,60,23075.39,355280.65,Defaulted,Yes,87
L00362,C00909,B021,Auto,2024-10-24,838609.66,10.46,36,30604.59,402774.45,Active,No,15
L00363,C00593,B002,Education,2023-05-29,1237370.85,17.57,60,38740.02,234616.44,Active,No,0
L00364,C00068,B005,Education,2025-08-25,2124040.72,13.56,12,201005.05,0,Closed,No,9
L00365,C00729,B003,Personal,2023-11-03,93589.7,17.15,36,3937.27,81630.43,Defaulted,Yes,86
L00366,C00415,B016,Home,2023-05-12,196364.99,18.38,48,7098.59,0,Closed,No,0
L00367,C00655,B025,Personal,2022-09-25,170805.05,14.17,24,9133.8,128295.98,Active,No,2
L00368,C00980,B013,Business,2024-02-25,270674.27,15.38,24,14747.24,232410.66,Defaulted,Yes,106
L00369,C00782,B024,Auto,2024-04-01,94555.07,15.06,12,9066.26,65198.22,Defaulted,Yes,111
L00370,C00706,B015,Personal,2026-01-12,571172.2,13.17,12,53866.3,0,Closed,No,12
L00371,C00274,B007,Education,2025-03-06,508153.83,18.29,48,18331.65,0,Closed,No,12
L00372,C00042,B010,Education,2022-04-25,315690.63,12.77,36,12128.66,0,Closed,No,0
L00373,C00972,B012,Business,2023-05-20,526943.99,19.93,12,52663.66,0,Closed,No,3
L00374,C00864,B016,Education,2023-11-18,116556.56,12.65,36,4466.38,0,Closed,No,12
L00375,C00466,B020,Home,2023-11-24,1463386.87,18.73,60,47230.81,686745.07,Defaulted,Yes,33
L00376,C00680,B011,Education,2024-07-10,149036.35,15.28,12,14317.43,133475.29,Active,No,15
L00377,C00210,B016,Home,2025-09-24,1655029.43,11.35,24,84613.38,1180325.4,Active,No,11
L00378,C00551,B010,Education,2024-06-20,276640.04,14.49,24,14867.1,232275.33,Active,No,4
L00379,C00309,B014,Home,2025-08-12,104690.75,13.21,60,2897.32,0,Closed,No,18
L00380,C00833,B006,Education,2024-10-25,1979441.08,12.46,84,44117.97,1812877.87,Active,No,19
L00381,C00544,B001,Personal,2024-08-25,265795.24,14.22,84,6313.9,46251.11,Active,No,19
L00382,C00276,B017,Business,2023-02-05,309039.14,12.23,48,9587.94,235683.33,Active,No,9
L00383,C00525,B019,Business,2023-05-24,1828798.13,13.73,48,59024.46,1331857.29,Active,No,12
L00384,C00987,B011,Business,2025-02-06,639261.23,13.57,12,60500.75,303143.39,Active,No,4
L00385,C00011,B009,Auto,2023-04-26,1349357.03,17.82,24,76261.16,883309.32,Active,No,1
L00386,C00234,B002,Personal,2026-05-16,144660.68,12.91,36,5574.66,101685.64,Defaulted,Yes,47
L00387,C00261,B018,Auto,2025-11-12,142463.94,15.09,36,5748.82,45506.46,Active,No,5
L00388,C00530,B012,Auto,2023-02-04,2045283.81,15.42,24,111502.06,758289.8,Active,No,11
L00389,C00900,B019,Home,2023-09-20,839763.79,17.2,84,22033.8,321119.29,Defaulted,Yes,48
L00390,C00474,B024,Auto,2025-03-25,124649.77,14.18,36,4935.44,0,Closed,No,10
L00391,C00219,B011,Business,2025-07-17,1584927.01,13.18,12,149485.03,465501.72,Active,No,20
L00392,C00677,B019,Home,2022-06-02,475713.08,14.37,36,18910.92,443822.22,Active,No,13
L00393,C00337,B017,Education,2023-05-31,550486.22,17.38,24,30909.8,0,Closed,No,19
L00394,C00292,B002,Home,2026-01-31,2392557.75,13.6,48,76960.61,0,Closed,No,19
L00395,C00824,B020,Personal,2025-03-13,2305721.95,15.92,84,58038.32,458663.97,Active,No,10
L00396,C00765,B018,Business,2022-06-04,135665.43,14.42,84,3245.31,72456.95,Active,No,18
L00397,C00718,B005,Education,2023-11-27,233392.11,19.34,12,23210.85,0,Closed,No,5
L00398,C00861,B009,Business,2022-02-22,464856.37,12.41,12,43545.42,163069.41,Defaulted,Yes,68
L00399,C00931,B004,Home,2024-02-26,329134.37,13.18,84,7533.26,0,Closed,No,1
L00400,C00190,B014,Education,2024-05-21,175254.97,18.05,12,17240.71,0,Closed,No,12
L00401,C00527,B014,Education,2025-07-07,163523.63,16.38,60,4957.49,143983.82,Active,No,19
L00402,C00060,B016,Education,2024-11-28,172857.12,16.22,12,16741.21,0,Closed,No,20
L00403,C00806,B021,Auto,2026-05-02,95430.3,12.4,12,8938.64,58694.09,Active,No,3
L00404,C00813,B024,Home,2026-01-29,174023.51,16.21,24,9601.75,32243.07,Defaulted,Yes,62
L00405,C00121,B015,Business,2025-02-16,87489.86,15.37,24,4766.01,0,Closed,No,7
L00406,C00995,B022,Personal,2024-03-11,169025.61,11.84,60,4484.81,0,Closed,No,19
L00407,C00872,B008,Education,2025-06-20,1836285.43,16.49,48,63489.57,0,Closed,No,19
L00408,C00519,B025,Personal,2022-05-07,1503152.98,13.98,12,142774.48,1233364.21,Active,No,4
L00409,C00251,B002,Home,2024-09-27,478451.32,16.07,24,26342.73,0,Closed,No,13
L00410,C00400,B014,Business,2022-12-14,163104.17,15.46,36,6632.0,121006.02,Active,No,19
L00411,C00263,B005,Education,2025-11-29,-250000,14.47,48,16162.68,369928.02,Defaulted,Yes,92
L00412,C00252,B019,Education,2023-10-06,1736349.2,15.79,36,71079.38,1177352.29,Active,No,19
L00413,C00085,B012,Personal,2024-06-08,2278894.11,12.9,48,71975.07,0,Closed,No,20
L00414,C00439,B024,Business,2023-07-13,122421.67,16.31,60,3704.28,18798.28,Defaulted,Yes,65
L00415,C00906,B006,Personal,2024-06-07,308376.06,16.13,36,12711.09,0,Closed,No,11
L00416,C00532,B015,Personal,2024-05-21,2106138.7,17.08,48,73855.26,672244.16,Active,No,9
L00417,C00334,B012,Personal,2023-10-31,1744321.04,14.85,48,57925.99,341106.11,Active,No,16
L00418,C00515,B006,Auto,2024-02-17,425906.12,15.35,24,23194.14,375607.05,Active,No,16
L00419,C00630,B001,Business,2023-12-09,115057.97,13.39,36,4479.91,0,Closed,No,11
L00420,C00268,B007,Auto,2022-11-19,278598.04,16.32,36,11527.77,214048.54,Active,No,18
L00421,C00582,B014,Auto,2025-10-28,611420.2,17.44,48,21623.89,316102.97,Active,No,7
L00422,C00043,B025,Auto,2026-01-28,1725290.08,14.66,84,41616.46,0,Closed,No,4
L00423,C00565,B011,Business,2026-03-05,622814.56,14.74,36,24950.64,321604.09,Active,No,18
L00424,C00576,B012,Home,2026-05-02,83291.64,15.95,36,3420.74,51740.0,Active,No,20
L00425,C00324,B022,Home,2023-11-03,209693.25,13.54,48,6734.65,0,Closed,No,12
L00426,C00702,B006,Personal,2025-06-16,1352877.15,18.05,60,42897.48,1090346.1,Defaulted,Yes,115
L00427,C00859,B001,Business,2022-05-01,1871535.27,14.14,12,178014.2,414996.09,Defaulted,Yes,103
L00428,C00205,B023,Auto,2025-03-01,176480.69,16.05,48,6037.11,57727.0,Active,No,17
L00429,C00684,B017,Education,2025-05-30,620757.19,16.73,84,16044.36,258835.59,Active,No,19
L00430,C00035,B003,Home,2024-06-08,483446.12,14.11,84,11439.83,95548.6,Defaulted,Yes,75
L00431,C00688,B017,Education,2023-06-24,161793.76,16.85,24,9013.26,92508.5,Defaulted,Yes,93
L00432,C00978,B018,Education,2023-01-03,1996821.02,14.72,60,57774.69,0,Closed,No,6
L00433,C00730,B002,Business,2025-12-28,322985.23,12.25,12,30212.58,70418.24,Defaulted,Yes,79
L00434,C00924,B013,Home,2025-10-19,119695.32,14.68,84,2889.22,96014.98,Defaulted,Yes,67
L00435,C00351,B021,Education,2024-05-09,417367.44,14.93,24,22583.06,122951.23,Defaulted,Yes,32
L00436,C00159,B009,Personal,2025-01-11,250459.42,16.36,60,7588.92,0,Closed,No,2
L00437,C00434,B011,Education,2026-01-24,103214.07,12.74,48,3246.08,80145.51,Active,No,14
L00438,C00056,B015,Auto,2024-02-13,342397.4,11.88,48,10523.01,141978.28,Active,No,1
L00439,C00128,B008,Auto,2025-06-10,270023.29,14.74,12,25818.73,0,Closed,No,8
L00440,C00992,B014,Personal,2022-08-09,282987.38,13.27,12,26711.65,0,Closed,No,6
L00441,C00163,B016,Business,2025-01-05,711439.14,14.16,12,67681.58,216073.0,Active,No,7
L00442,C00212,B025,Personal,2024-01-18,318336.14,17.21,24,17829.48,0,Closed,No,16
L00443,C00755,B021,Home,2022-02-16,700908.35,16.86,48,24450.02,347462.5,Active,No,13
L00444,C00134,B023,Personal,2023-10-18,95420.29,17.09,12,9310.63,37649.77,Active,No,16
L00445,C00412,B007,Business,2023-08-09,1462187.66,11.85,48,44901.35,0,Closed,No,8
L00446,C00391,B023,Home,2024-07-17,196253.27,12.14,60,5256.32,120991.29,Defaulted,Yes,36
L00447,C00617,B015,Home,2023-12-08,1026714.22,16.53,24,56922.75,342010.67,Active,No,11
L00448,C00225,B011,Auto,2022-11-26,2096003.18,17.06,12,204465.11,0,Closed,No,8
L00449,C00734,B015,Business,2025-04-26,2389091.14,15.83,12,230607.02,1945009.44,Active,No,11
L00450,C00170,B011,Personal,2025-04-07,143045.58,10.73,60,3663.16,0,Closed,No,18
L00451,C00589,B016,Auto,2023-08-24,462713.46,15.62,84,11531.48,122852.14,Active,No,18
L00452,C00367,B012,Auto,2022-12-14,81206.89,14.99,36,3270.16,0,Closed,No,16
L00453,C00410,B006,Personal,2024-10-08,998206.01,15.57,36,40679.67,0,Closed,No,18
L00454,C00362,B008,Personal,2026-04-15,1657255.47,18.47,36,71542.8,1156572.97,Defaulted,Yes,78
L00455,C00880,B018,Home,2025-10-22,1763331.56,18.27,60,56235.58,1334870.77,Active,No,10
L00456,C00004,B017,Personal,2022-02-27,109716.15,21.27,84,3250.86,74916.94,Active,No,14
L00457,C00592,B014,Home,2024-10-11,1740185.4,10.8,84,36378.16,320741.1,Active,No,7
L00458,C00632,B001,Education,2022-01-26,144816.32,12.31,36,5508.25,114624.03,Active,No,2
L00459,C00451,B016,Education,2022-12-30,1154096.99,14.83,36,46320.97,0,Closed,No,5
L00460,C00769,B007,Business,2022-09-15,2169304.44,21.4,24,129073.61,1518106.86,Active,No,16
L00461,C00727,B003,Education,2022-04-17,876127.84,16.95,84,22805.4,496637.37,Active,No,16
L00462,C00827,B018,Auto,2025-11-19,140851.57,15.15,12,13515.88,97451.6,Active,No,2
L00463,C00675,B020,Business,2022-03-30,965833.2,18.41,36,41646.19,866717.17,Defaulted,Yes,60
L00464,C00185,B002,Auto,2025-03-10,900353.67,18.02,36,38530.14,0,Closed,No,13
L00465,C00475,B018,Auto,2025-04-17,171817.12,16.67,24,9545.87,51526.66,Active,No,8
L00466,C00214,B018,Business,2024-03-19,879331.89,15.33,36,35659.35,0,Closed,No,4
L00467,C00168,B024,Education,2025-03-08,176927.72,14.8,48,5868.1,105525.78,Active,No,12
L00468,C00027,B017,Business,2026-03-24,1532067.6,15.03,60,44723.61,1136212.94,Active,No,2
L00469,C00625,B017,Personal,2024-10-10,1171885.69,12.28,24,60820.87,540174.77,Active,No,5
L00470,C00150,B025,Education,2022-06-10,220953.42,15.44,84,5473.33,33907.4,Active,No,3
L00471,C00366,B006,Personal,2026-04-19,198614.15,16.27,84,5057.33,91831.73,Defaulted,Yes,43
L00472,C00575,B014,Education,2023-05-15,154240.08,12.03,48,4759.59,0,Closed,No,0
L00473,C00096,B020,Education,2022-01-10,1890256.61,14.99,48,62992.8,574862.08,Active,No,13
L00474,C00335,B005,Auto,2026-02-18,281795.76,15.61,84,7020.4,130548.74,Active,No,9
L00475,C00960,B004,Auto,2022-01-04,221308.09,15.69,12,21335.94,0,Closed,No,1
L00476,C00707,B001,Home,2022-02-07,342617.4,12.4,24,17816.1,261619.75,Active,No,5
L00477,C00300,B006,Auto,2023-02-28,1382763.58,13.53,48,44398.23,1009005.36,Defaulted,Yes,73
L00478,C00132,B005,Home,2026-03-22,832345.44,15.97,84,20986.0,286549.78,Defaulted,Yes,99
L00479,C00911,B019,Business,2025-12-11,107469.29,16.81,84,2784.86,0,Closed,No,13
L00480,C00877,B011,Personal,2025-08-23,212905.31,17.04,24,11894.31,143644.87,Active,No,5
L00481,C00144,B005,Home,2022-03-03,2209686.85,15.9,60,66106.46,1011926.59,Active,No,7
L00482,C00040,B012,Home,2024-09-10,1060372.66,18.52,36,45819.88,0,Closed,No,7
L00483,C00394,B010,Auto,2024-11-21,193131.66,15.57,60,5724.74,60033.28,Active,No,15
L00484,C00130,B022,Personal,2023-07-24,108685.02,18.03,60,3444.41,47710.72,Active,No,11
L00485,C00793,B005,Auto,2022-11-15,319955.36,13.05,24,16810.99,264391.68,Active,No,14
L00486,C00810,B014,Auto,2025-07-17,724365.27,16.54,60,22056.92,575863.52,Defaulted,Yes,61
L00487,C00562,B003,Education,2022-05-07,94766.14,13.93,60,2679.51,67360.44,Active,No,12
L00488,C00897,B002,Business,2023-08-22,645528.82,15.87,60,19295.93,0,Closed,No,11
L00489,C00244,B001,Business,2023-05-03,223945.79,13.57,60,6264.88,196503.1,Active,No,2
L00490,C00843,B004,Education,2024-10-14,636241.18,18.01,48,22803.94,140865.65,Defaulted,Yes,81
L00491,C00496,B020,Home,2023-12-11,144492.58,13.61,48,4649.05,132506.26,Active,No,12
L00492,C00029,B017,Business,2023-07-05,170380.87,14.02,84,4018.96,146782.48,Active,No,4
L00493,C00770,B003,Auto,2023-01-24,512379.79,14.92,36,20603.36,264600.46,Active,No,13
L00494,C00492,B025,Education,2025-01-02,830729.69,13.24,60,23011.21,135545.69,Active,No,1
L00495,C00178,B024,Education,2024-03-30,161846.37,17.38,84,4270.82,146773.9,Active,No,18
L00496,C00153,B008,Personal,2024-02-25,887782.16,13.47,24,46956.28,0,Closed,No,9
L00497,C00772,B003,Personal,2024-02-24,129254.06,12.9,48,4082.27,88808.37,Active,No,13
L00498,C00148,B016,Home,2024-06-16,108218.93,13.15,12,10204.14,28340.78,Defaulted,Yes,58
L00499,C00875,B011,Personal,2022-11-20,306069.67,15.67,12,29502.57,0,Closed,No,19
L00500,C00230,B010,Home,2024-06-26,958407.21,14.56,24,51562.31,639731.49,Active,No,7
L00501,C00112,B020,Education,2024-01-11,554868.96,13.53,48,17815.92,367589.17,Active,No,18
L00502,C00469,B017,Auto,2024-10-01,93900.27,18.43,36,4050.49,58327.34,Active,No,15
L00503,C00959,B023,Business,2023-02-17,1220380.37,19.28,48,45032.04,566227.28,Defaulted,Yes,106
L00504,C00733,B020,Education,2023-07-09,103613.74,15.88,36,4249.31,0,Closed,No,17
L00505,C00228,B025,Auto,2022-04-13,1647758.28,14.42,84,39416.73,0,Closed,No,13
L00506,C00932,B018,Personal,2023-03-11,1699609.56,16.85,36,71076.73,1056881.04,Defaulted,Yes,52
L00507,C00423,B013,Education,2023-07-12,1135648.09,14.88,36,45627.82,793973.09,Active,No,18
L00508,C00249,B023,Auto,2026-05-16,754704.18,15.22,12,72464.18,480533.09,Active,No,14
L00509,C00308,B016,Personal,2025-10-07,81635.41,14.96,60,2378.31,41682.69,Active,No,16
L00510,C00229,B022,Home,2026-04-02,2350547.69,15.45,48,79233.05,0,Closed,No,15
L00511,C00855,B003,Business,2023-04-21,448802.32,13.88,60,12671.19,266399.09,Active,No,8
L00512,C00713,B016,Education,2025-03-24,132640.07,14.17,36,5250.7,0,Closed,No,7
L00513,C00925,B020,Home,2023-08-25,168736.84,17.23,36,7109.91,0,Closed,No,20
L00514,C00416,B006,Personal,2025-07-14,530949.21,13.93,36,20912.02,490161.71,Defaulted,Yes,104
L00515,C00947,B006,Personal,2026-03-12,87852.76,14.06,36,3469.7,59692.89,Active,No,9
L00516,C00676,B010,Business,2025-06-26,169541.49,15.62,48,5738.98,0,Closed,No,1
L00517,C00823,B004,Education,2025-01-15,331239.92,15.57,60,9818.5,152817.91,Active,No,13
L00518,C00077,B010,Business,2026-01-30,119749.78,13.96,24,6382.66,103825.24,Active,No,2
L00519,C00139,B011,Home,2025-08-19,333731.96,15.22,12,32043.83,196932.11,Active,No,17
L00520,C00426,B015,Personal,2023-02-03,1372062.07,16.58,84,35291.4,0,Closed,No,6
L00521,C00950,B020,Home,2025-09-22,895527.31,15.12,60,26209.1,0,Closed,No,14
L00522,C00169,B008,Home,2024-11-10,87214.42,14.38,24,4679.05,21622.78,Active,No,9
L00523,C00327,B003,Personal,2023-04-03,1663875.88,16.18,24,91762.75,875070.89,Defaulted,Yes,83
L00524,C00955,B023,Education,2024-07-15,93644.81,17.19,48,3292.4,24279.87,Defaulted,Yes,120
L00525,C00725,B004,Personal,2023-04-12,2042137.4,11.33,12,189459.3,0,Closed,No,14
L00526,C00988,B013,Business,2024-10-28,841148.13,15.16,36,33991.73,286479.64,Active,No,0
L00527,C00895,B015,Education,2024-12-21,290117.48,12.91,48,9165.29,245883.53,Defaulted,Yes,51
L00528,C00425,B024,Auto,2024-02-14,551924.56,15.07,24,29928.11,111110.96,Active,No,12
L00529,C00054,B015,Auto,2025-11-30,515237.52,16.87,36,21555.53,384408.67,Defaulted,Yes,70
L00530,C00812,B022,Auto,2024-06-27,294312.91,15.62,36,12006.33,203764.09,Active,No,16
L00531,C00440,B010,Education,2026-01-15,1716973.26,16.44,24,95063.09,0,Closed,No,18
L00532,C00801,B014,Personal,2022-08-02,108287.85,16.02,36,4453.64,79986.89,Active,No,15
L00533,C00275,B019,Auto,2022-06-02,334481.58,14.98,36,13466.6,247122.64,Active,No,15
L00534,C00953,B006,Business,2026-03-18,105960.38,11.33,48,3207.95,67477.26,Defaulted,Yes,55
L00535,C00916,B003,Auto,2023-04-03,2188186.16,16.73,60,66976.73,0,Closed,No,1
L00536,C00075,B022,Home,2022-04-16,220752.17,16.66,48,7663.78,164955.58,Active,No,11
L00537,C00441,B007,Business,2026-05-12,881100.21,13.27,24,46456.01,344089.59,Active,No,11
L00538,C00348,B018,Personal,2023-11-26,182311.72,18.84,12,18054.94,155786.29,Defaulted,Yes,73
L00539,C00097,B010,Education,2022-10-01,1711937.96,18.34,84,46544.33,1001711.0,Defaulted,Yes,111
L00540,C00912,B007,Home,2026-02-22,336491.8,16.66,84,8677.48,80112.42,Active,No,16
L00541,C00783,B006,Education,2024-11-13,1109159.41,17.92,84,29767.73,1016951.33,Active,No,8
L00542,C00446,B017,Education,2025-07-19,1450779.99,15.32,24,78970.79,1012098.75,Defaulted,Yes,74
L00543,C00071,B008,Education,2023-01-15,493916.76,18.17,84,13358.68,0,Closed,No,6
L00544,C00927,B008,Auto,2025-03-17,167791.53,12.94,84,3806.87,131774.82,Defaulted,Yes,52
L00545,C00141,B010,Education,2026-04-15,256739.75,15.06,12,24617.06,179246.06,Active,No,8
L00546,C00437,B023,Auto,2024-01-24,174686.16,15.93,36,7171.35,101549.44,Defaulted,Yes,51
L00547,C00637,B012,Auto,2022-06-25,761631.67,14.39,24,40867.89,656855.69,Active,No,11
L00548,C00715,B025,Home,2024-10-31,889863.2,11.48,24,45590.66,365828.8,Active,No,9
L00549,C00182,B003,Auto,2024-02-18,92334.07,15.34,60,2719.24,75035.72,Active,No,16
L00550,C00445,B010,Auto,2026-05-16,1061697.78,14.3,24,56889.31,514138.85,Defaulted,Yes,99
L00551,C00051,B006,Home,2025-07-04,1162889.22,17.37,36,49135.3,221450.26,Active,No,16
