account_id,customer_id,account_type,branch_id,open_date,current_balance,currency,account_status,last_activity_date,account_tier,monthly_service_cost
A000285,C00198,Salary,B014,2025-10-29,43321.47,INR,Active,2026-08-17,Platinum,62.35
A000286,C00198,Salary,B014,2025-10-04,169002.57,INR,Active,2026-01-29,Classic,104.92
A000287,C00199,Salary,B020,2025-04-04,4663.75,INR,Active,2025-12-04,Gold,105.64
A000288,C00200,Salary,B023,2024-07-05,470933.53,INR,Active,2025-11-30,Classic,99.46
A000289,C00200,Current,B023,2024-12-27,35924.64,EUR,Active,2026-07-15,Gold,48.36
A000290,C00201,Savings,B010,2023-10-26,36729.08,INR,Dormant,2024-03-22,Gold,47.04
A000291,C00201,Savings,B010,2021-11-19,53344.52,INR,Dormant,2025-03-01,Gold,69.52
A000292,C00202,Savings,B015,2019-10-08,869686.47,INR,Dormant,2024-03-19,Silver,38.14
A000293,C00203,Savings,B024,2024-12-29,78194.87,INR,Active,2026-04-19,Gold,146.24
A000294,C00204,Savings,B021,2021-02-14,35235.32,INR,Dormant,2025-07-12,Silver,96.59
A000295,C00205,Current,B023,2026-06-09,46568.69,INR,Active,2026-07-22,Platinum,53.98
A000296,C00205,Savings,B023,2026-06-09,545844.28,INR,Active,2026-08-09,Silver,153.52
A000297,C00205,Salary,B023,2026-06-09,181445.63,INR,Active,2026-08-19,Silver,164.0
A000298,C00206,Savings,B017,2025-05-27,131520.86,INR,Dormant,2025-05-29,Gold,157.92
A000299,C00207,Salary,B023,2025-09-01,95764.99,INR,Active,2026-05-25,Platinum,108.57
A000300,C00208,Salary,B014,2022-05-11,329971.66,INR,Active,2025-10-01,Platinum,66.95
A000301,C00209,Savings,B011,2022-05-14,36703.75,INR,Active,2025-11-11,Silver,64.91
A000302,C00209,Salary,B011,2020-02-06,84049.69,INR,Dormant,2025-06-27,Classic,177.0
A000303,C00210,Current,B016,2025-09-05,279226.85,INR,Active,2026-05-31,Classic,175.94
A000304,C00211,Savings,B010,2024-01-12,99066.29,INR,Dormant,2024-07-17,Gold,154.63
A000305,C00211,Savings,B010,2025-01-26,103677.91,INR,Dormant,2025-04-17,Gold,165.01
A000306,C00212,Savings,B025,2023-07-12,6039.43,INR,Active,2026-02-09,Gold,63.05
A000307,C00212,Savings,B025,2019-10-09,100711.36,INR,Dormant,2024-04-06,Platinum,149.52
A000308,C00213,Savings,B019,2026-04-10,209203.5,INR,Active,2026-08-31,Silver,123.76
A000309,C00214,Salary,B018,2026-01-27,130656.78,USD,Active,2026-08-22,Silver,178.34
A000310,C00215,Savings,B014,2026-05-31,814023.85,INR,Active,2026-08-12,Silver,29.5
A000311,C00216,Current,B005,2023-06-28,54271.52,INR,Active,2026-04-24,Gold,63.1
A000312,C00217,Salary,B012,2025-10-16,141069.46,USD,Active,2026-02-23,Platinum,114.52
A000313,C00218,Current,B018,2025-06-19,307249.36,USD,Active,2025-09-21,Silver,41.19
A000314,C00218,Savings,B018,2021-10-20,122345.61,INR,Dormant,2022-03-16,Classic,111.93
A000315,C00219,Current,B011,2023-06-11,47174.05,INR,Dormant,2025-02-27,Classic,159.01
A000316,C00219,Savings,B011,2023-08-11,148178.92,INR,Dormant,2025-01-22,Silver,53.09
A000317,C00220,Salary,B010,2025-04-16,56532.12,INR,Active,2025-12-22,Platinum,45.38
A000318,C00221,Salary,B024,2024-02-23,24313.86,INR,Dormant,2025-08-12,Gold,48.33
A000319,C00221,Salary,B024,2024-04-22,21665.85,INR,Active,2026-07-05,Silver,91.89
A000320,C00222,Savings,B001,2024-05-07,80050.36,INR,Dormant,2025-06-10,Silver,123.24
A000321,C00222,Savings,B001,2025-03-09,36977.68,INR,Active,2026-08-12,Gold,130.39
A000322,C00223,Current,B004,2022-06-24,48418.92,USD,Active,2026-02-03,Silver,120.4
A000323,C00224,Savings,B024,2025-01-16,188661.69,INR,Active,2025-12-17,Platinum,50.95
A000324,C00224,Savings,B024,2025-01-16,300487.83,INR,Active,2026-03-27,Gold,35.37
A000325,C00224,Savings,B024,2025-01-16,220760.21,INR,Active,2025-09-23,Gold,98.9
A000326,C00225,Savings,B011,2022-10-25,29542.68,INR,Dormant,2024-04-15,Platinum,85.98
A000327,C00226,Savings,B017,2025-02-24,46187.33,INR,Active,2026-05-21,Classic,61.03
A000328,C00226,Salary,B017,2024-10-21,787702.72,INR,Dormant,2025-02-21,Classic,74.53
A000329,C00226,Savings,B017,2024-10-21,249882.88,INR,Dormant,2025-01-24,Silver,27.07
A000330,C00227,Savings,B012,2026-05-16,37165.39,INR,Active,2026-08-20,Classic,100.59
A000331,C00227,Savings,B012,2025-06-15,95411.23,INR,Active,2025-11-04,Classic,126.77
A000332,C00228,Salary,B025,2023-08-15,43946.02,INR,Dormant,2024-02-14,Platinum,29.8
A000333,C00229,Current,B022,2025-04-15,155952.39,INR,Dormant,2025-06-14,Gold,153.56
A000334,C00230,Current,B010,2020-10-13,73211.8,INR,Dormant,2025-04-30,Classic,44.6
A000335,C00231,Savings,B009,2026-01-31,305893.53,INR,Active,2026-04-09,Gold,161.82
A000336,C00232,Salary,B019,2025-12-27,1024173.68,INR,Active,2026-06-14,Platinum,64.67
A000337,C00233,Savings,B019,2019-03-24,53677.09,INR,Dormant,2024-07-19,Classic,147.46
A000338,C00234,Savings,B002,2024-12-25,50732.93,INR,Dormant,2025-04-19,Silver,28.45
A000339,C00235,Salary,B002,2025-07-20,353008.55,INR,Active,2025-11-20,Classic,58.64
A000340,C00236,Savings,B012,2025-01-10,60895.4,INR,Dormant,2025-04-15,Platinum,98.48
A000341,C00237,Savings,B005,2021-06-22,92273.41,INR,Active,2025-12-16,Classic,138.04
A000342,C00237,Savings,B005,2020-11-05,674026.01,INR,Active,2025-11-28,Classic,158.06
A000343,C00238,Savings,B024,2026-04-12,35101.13,USD,Active,2026-05-02,Classic,90.24
A000344,C00238,Salary,B024,2026-04-12,33566.98,INR,Active,2026-07-16,Classic,147.15
A000345,C00239,Savings,B017,2022-04-11,93206.27,INR,Dormant,2024-09-24,Platinum,65.95
A000346,C00240,Salary,B022,2022-11-17,32648.92,INR,Dormant,2024-06-28,Platinum,95.02
A000347,C00241,Savings,B003,2020-08-14,49392.46,INR,Dormant,2024-04-30,Gold,34.19
A000348,C00242,Savings,B025,2022-01-07,28239.99,INR,Dormant,2025-02-18,Silver,178.51
A000349,C00242,Savings,B025,2022-01-07,22327.17,INR,Dormant,2025-01-09,Classic,120.0
A000350,C00243,Savings,B007,2023-08-08,110428.12,INR,Active,2025-09-08,Classic,143.58
A000351,C00244,Salary,B001,2024-11-23,34575.23,INR,Dormant,2025-05-31,Classic,61.86
A000352,C00244,Current,B001,2026-03-21,99225.24,INR,Active,2026-05-05,Silver,102.51
A000353,C00245,Salary,B013,2024-12-04,21983.86,INR,Dormant,2025-02-07,Platinum,119.05
A000354,C00246,Savings,B003,2025-05-29,165728.56,INR,Active,2026-04-24,Silver,160.71
A000355,C00247,Savings,B013,2024-12-04,19477.17,INR,Active,2026-02-18,Classic,151.53
A000356,C00247,Savings,B013,2026-01-31,62623.0,INR,Active,2026-05-10,Silver,84.52
A000357,C00248,Current,B018,2022-10-24,27066.68,INR,Dormant,2025-07-10,Gold,158.09
A000358,C00249,Salary,B023,2024-12-12,35103.44,INR,Active,2026-05-13,Silver,152.87
A000359,C00250,Current,B002,2021-02-24,239682.1,INR,Dormant,2025-04-21,Gold,129.89
A000360,C00251,Salary,B002,2026-04-07,209737.73,INR,Active,2026-05-29,Gold,51.09
A000361,C00252,Current,B019,2022-01-09,73489.24,INR,Dormant,2025-02-08,Classic,107.1
A000362,C00253,Savings,B003,2025-08-27,112459.66,INR,Active,2025-10-12,Platinum,123.04
A000363,C00254,Savings,B011,2023-07-24,125247.22,INR,Dormant,2023-10-10,Gold,178.63
A000364,C00254,Savings,B011,2024-08-12,188173.57,INR,Active,2025-10-02,Silver,53.39
A000365,C00254,Savings,B011,2019-12-28,145612.86,INR,Dormant,2025-08-23,Classic,59.1
A000366,C00255,Savings,B011,2024-07-30,335171.68,USD,Dormant,2025-04-26,Platinum,166.67
A000367,C00256,Current,B006,2024-08-09,8368.06,INR,Dormant,2025-08-20,Classic,149.36
A000368,C00256,Salary,B006,2026-03-03,38436.44,INR,Active,2026-07-28,Platinum,104.78
A000369,C00257,Savings,B005,2023-07-26,40204.84,INR,Active,2026-02-13,Silver,31.76
A000370,C00258,Savings,B001,2023-09-10,202501.07,INR,Dormant,2024-03-19,Platinum,170.51
A000371,C00259,Savings,B014,2019-11-13,2254.25,INR,Active,2026-03-07,Classic,38.64
A000372,C00260,Salary,B015,2019-10-29,239036.53,INR,Dormant,2020-11-27,Classic,150.91
A000373,C00261,Savings,B018,2024-02-10,135630.64,INR,Dormant,2024-04-24,Silver,60.64
A000374,C00261,Savings,B018,2019-08-02,99056.32,INR,Active,2026-04-17,Platinum,87.92
A000375,C00262,Salary,B011,2025-12-19,32974.09,INR,Active,2026-04-05,Platinum,144.84
A000376,C00263,Savings,B005,2025-03-03,30768.19,INR,Active,2026-08-26,Classic,28.54
A000377,C00264,Savings,B010,2019-04-19,548294.22,INR,Active,2025-09-12,Classic,148.53
A000378,C00264,Savings,B010,2021-01-14,8080.33,INR,Dormant,2023-07-30,Platinum,142.66
A000379,C00265,Savings,B002,2026-05-14,413330.88,INR,Active,2026-06-20,Platinum,34.34
A000380,C00266,Savings,B018,2023-02-08,238392.96,INR,Dormant,2025-08-16,Classic,67.11
A000381,C00267,Salary,B003,2025-05-21,9753.89,INR,Active,2026-04-02,Platinum,84.67
A000382,C00267,Savings,B003,2021-05-09,16403.81,INR,Dormant,2025-02-21,Platinum,175.57
A000383,C00268,Savings,B007,2021-06-03,111522.21,INR,Dormant,2024-11-12,Gold,124.03
A000384,C00269,Savings,B024,2026-05-16,1249708.13,EUR,Active,2026-07-26,Classic,163.56
A000385,C00269,Salary,B024,2021-08-02,103913.58,INR,Dormant,2024-05-25,Silver,85.0
A000386,C00270,Savings,B023,2020-08-23,18008.26,INR,Dormant,2025-03-20,Gold,85.11
A000387,C00270,Savings,B023,2021-06-06,152935.66,INR,Dormant,2024-01-16,Silver,142.64
A000388,C00271,Savings,B010,2022-10-11,50195.68,INR,Active,2026-08-03,Silver,58.5
A000389,C00271,Salary,B010,2022-06-26,106486.69,INR,Active,2026-05-20,Silver,96.55
A000390,C00272,Savings,B020,2024-10-05,266903.87,EUR,Active,2025-12-23,Classic,153.39
A000391,C00273,Savings,B023,2023-07-07,191197.22,USD,Dormant,2024-03-24,Classic,27.67
A000392,C00273,Savings,B023,2024-12-01,49748.01,INR,Dormant,2025-01-27,Gold,28.69
A000393,C00274,Savings,B007,2026-01-22,24366.28,INR,Active,2026-06-04,Platinum,120.32
A000394,C00275,Savings,B019,2026-02-24,65946.69,INR,Active,2026-05-06,Classic,134.29
A000395,C00276,Savings,B017,2023-07-10,176092.82,INR,Active,2026-02-20,Classic,139.34
A000396,C00277,Current,B012,2024-04-26,32962.86,INR,Dormant,2025-05-24,Silver,172.67
A000397,C00278,Current,B021,2020-12-02,92378.98,INR,Dormant,2024-07-26,Silver,128.49
A000398,C00279,Savings,B008,2023-04-05,39499.91,USD,Dormant,2024-04-25,Gold,41.18
A000399,C00280,Savings,B017,2025-08-05,37022.38,INR,Active,2026-02-13,Gold,69.14
A000400,C00281,Current,B016,2020-11-21,58756.55,INR,Active,2026-06-04,Platinum,64.06
A000401,C00282,Savings,B005,2025-08-20,52746.6,INR,Active,2026-08-04,Classic,168.43
A000402,C00282,Salary,B005,2025-08-20,111436.68,INR,Active,2026-07-27,Silver,122.25
A000403,C00282,Salary,B005,2025-08-20,158888.06,INR,Active,2026-05-21,Platinum,47.46
A000404,C00283,Current,B011,2024-07-05,54754.94,INR,Active,2026-07-23,Silver,159.96
A000405,C00284,Salary,B024,2024-10-11,358085.59,INR,Dormant,2025-04-10,Platinum,173.56
A000406,C00285,Salary,B009,2025-08-07,164155.16,INR,Active,2026-05-12,Classic,92.57
A000407,C00286,Savings,B017,2024-07-26,100045.55,INR,Dormant,2025-03-24,Classic,78.41
A000408,C00286,Savings,B017,2025-01-23,173431.4,INR,Dormant,2025-06-19,Gold,127.82
A000409,C00287,Savings,B009,2026-05-25,24311.46,EUR,Active,2026-07-10,Classic,129.88
A000410,C00288,Savings,B013,2023-05-10,101775.32,INR,Dormant,2025-06-19,Platinum,140.79
A000411,C00289,Savings,B024,2025-01-10,134944.66,INR,Active,2025-10-11,Classic,172.49
A000412,C00289,Savings,B024,2025-01-10,56500.94,INR,Active,2025-12-14,Gold,101.18
A000413,C00289,Savings,B024,2025-01-10,29678.44,INR,Active,2025-11-11,Classic,123.56
A000414,C00290,Savings,B020,2025-02-13,154839.13,INR,Active,2026-07-17,Silver,57.64
A000415,C00291,Savings,B021,2025-12-22,951594.16,INR,Active,2026-02-10,Platinum,63.98
A000416,C00292,Salary,B002,2019-09-18,424266.79,INR,Active,2026-01-06,Platinum,106.72
A000417,C00292,Salary,B002,2025-06-11,88061.58,INR,Active,2026-01-20,Silver,71.22
A000418,C00293,Savings,B010,2019-06-06,44128.08,INR,Active,2026-03-20,Silver,129.17
A000419,C00294,Savings,B020,2026-01-23,709855.28,INR,Active,2026-01-30,Platinum,80.95
A000420,C00294,Current,B020,2026-01-23,9484.24,INR,Active,2026-06-17,Gold,60.19
A000421,C00295,Savings,B002,2025-08-28,37972.09,INR,Active,2026-03-17,Gold,49.71
A000422,C00295,Savings,B002,2020-06-29,101615.53,INR,Active,2025-11-30,Silver,158.61
A000423,C00295,Savings,B002,2025-06-03,61223.86,INR,Dormant,2025-07-25,Gold,49.86
A000424,C00296,Current,B025,2024-06-02,61545.42,INR,Dormant,2024-12-01,Platinum,171.37
A000425,C00296,Savings,B025,2021-06-29,183048.84,INR,Dormant,2024-12-17,Classic,109.59
A000426,C00297,Savings,B011,2026-03-30,178624.11,INR,Active,2026-08-02,Gold,22.5
A000427,C00298,Savings,B009,2024-12-21,20733.33,INR,Active,2025-09-14,Classic,168.21
A000428,C00299,Savings,B014,2024-06-06,200333.38,INR,Dormant,2025-02-28,Classic,33.76
A000429,C00300,Savings,B006,2022-11-30,44288.74,INR,Dormant,2024-11-29,Silver,150.81
A000430,C00301,Salary,B011,2025-05-06,36245.82,INR,Dormant,2025-06-24,Gold,172.44
A000431,C00302,Salary,B999,2025-06-11,24743.65,INR,Active,2025-11-03,Classic,131.37
A000432,C00303,Savings,B006,2025-10-14,62234.34,INR,Active,2025-12-20,Gold,84.35
A000433,C00304,Salary,B003,2025-04-02,108627.98,INR,Active,2026-06-14,Platinum,64.73
A000434,C00304,Salary,B003,2020-08-20,240380.94,INR,Dormant,2025-05-19,Gold,106.62
A000435,C00305,Current,B002,2023-01-29,40952.5,INR,Active,2026-03-26,Classic,174.82
A000436,C00306,Savings,B012,2022-09-23,63991.6,INR,Dormant,2024-01-27,Silver,31.64
A000437,C00306,Savings,B012,2026-03-17,63971.85,INR,Active,2026-04-15,Platinum,108.89
A000438,C00307,Savings,B004,2022-05-27,91066.59,INR,Dormant,2024-10-18,Platinum,43.05
A000439,C00308,Current,B016,2021-06-28,129558.1,INR,Dormant,2025-03-09,Platinum,43.95
A000440,C00308,Savings,B016,2023-02-09,139040.09,INR,Active,2026-05-16,Silver,171.95
A000441,C00308,Savings,B016,2021-06-13,541664.88,INR,Active,2026-04-04,Silver,50.47
A000442,C00309,Savings,B014,2026-06-29,151684.24,INR,Active,2026-06-29,Classic,161.68
A000443,C00310,Savings,B019,2024-06-28,97592.55,INR,Dormant,2024-12-08,Platinum,84.64
A000444,C00311,Current,B013,2023-08-27,52594.21,INR,Active,2026-03-16,Gold,109.93
A000445,C00311,Savings,B013,2023-08-27,96443.62,INR,Dormant,2025-01-23,Classic,101.75
A000446,C00312,Current,B017,2026-05-24,395128.36,INR,Active,2026-07-11,Platinum,28.5
A000447,C00312,Salary,B017,2026-05-24,115035.83,INR,Active,2026-06-08,Silver,51.73
A000448,C00313,Current,B017,2025-05-01,207856.74,INR,Active,2026-04-01,Silver,172.85
A000449,C00313,Current,B017,2022-09-01,29880.11,INR,Active,2025-11-04,Silver,57.83
A000450,C00314,Current,B010,2023-12-27,198750.56,INR,Active,2026-03-19,Gold,62.68
A000451,C00315,Current,B006,2026-05-31,6872.58,INR,Active,2026-08-02,Classic,111.37
A000452,C00316,Savings,B017,2024-08-02,273573.68,INR,Active,2026-04-19,Classic,49.89
A000453,C00317,Savings,B024,2019-08-16,310202.11,INR,Dormant,2024-12-05,Platinum,135.0
A000454,C00318,Current,B010,2022-08-31,275691.5,INR,Dormant,2024-05-21,Silver,24.49
A000455,C00319,Salary,B009,2024-07-20,93898.26,INR,Dormant,2025-07-28,Gold,141.76
A000456,C00319,Savings,B009,2024-07-20,258102.41,INR,Active,2026-01-02,Gold,126.78
A000457,C00320,Savings,B019,2024-12-31,68928.44,INR,Active,2026-02-07,Gold,37.52
A000458,C00321,Salary,B003,2022-07-11,461950.0,INR,Dormant,2024-08-03,Silver,122.87
A000459,C00322,Salary,B020,2025-07-31,65098.78,INR,Active,2026-08-18,Platinum,64.35
A000460,C00323,Savings,B017,2023-10-08,450513.62,EUR,Active,2025-09-18,Classic,53.67
A000461,C00323,Current,B017,2023-10-08,41957.34,INR,Active,2025-09-15,Classic,158.68
A000462,C00324,Salary,B022,2023-08-07,42265.49,INR,Dormant,2025-04-22,Classic,38.55
A000463,C00324,Savings,B022,2020-05-13,29842.94,INR,Dormant,2024-05-12,Platinum,169.18
A000464,C00324,Savings,B022,2025-12-26,105588.67,INR,Active,2026-07-05,Classic,125.65
A000465,C00325,Salary,B024,2022-05-19,46156.56,INR,Active,2026-03-06,Platinum,120.06
A000466,C00326,Savings,B009,2020-07-21,55849.05,INR,Dormant,2025-08-13,Silver,132.1
A000467,C00327,Salary,B003,2024-12-07,101808.8,INR,Dormant,2025-02-12,Platinum,151.76
A000468,C00328,Savings,B013,2024-02-02,102292.76,INR,Dormant,2024-06-02,Silver,53.92
A000469,C00328,Savings,B013,2022-11-28,42781.47,INR,Active,2026-06-28,Classic,87.59
A000470,C00329,Savings,B022,2021-08-03,12952.45,INR,Dormant,2025-07-24,Classic,89.0
A000471,C00330,Savings,B010,2021-07-23,29104.33,INR,Dormant,2024-05-13,Gold,71.11
A000472,C00330,Salary,B010,2020-10-11,1126960.33,INR,Active,2026-04-27,Classic,39.95
A000473,C00331,Salary,B022,2023-07-20,196786.02,INR,Dormant,2025-05-23,Gold,119.67
A000474,C00332,Current,B012,2022-11-26,5750.58,INR,Dormant,2025-01-15,Gold,93.88
A000475,C00333,Savings,B019,2025-10-11,242824.53,INR,Active,2025-12-10,Classic,148.98
A000476,C00334,Savings,B012,2021-07-30,82257.41,INR,Dormant,2024-04-12,Classic,102.7
A000477,C00334,Salary,B012,2023-02-09,284860.23,INR,Dormant,2025-04-03,Gold,132.69
A000478,C00335,Savings,B005,2021-02-23,37879.23,INR,Dormant,2025-02-22,Classic,175.0
A000479,C00336,Savings,B018,2024-12-13,35965.4,INR,Active,2025-09-21,Silver,23.97
A000480,C00336,Savings,B018,2021-01-14,91605.18,INR,Dormant,2024-12-23,Platinum,115.39
A000481,C00337,Savings,B017,2025-04-17,284781.12,INR,Dormant,2025-04-19,Platinum,167.52
A000482,C00338,Salary,B015,2023-11-25,64950.95,INR,Active,2026-04-22,Silver,131.92
A000483,C00338,Savings,B015,2019-07-29,63619.4,INR,Dormant,2024-02-28,Gold,120.29
A000484,C00339,Savings,B022,2020-04-22,81161.8,INR,Dormant,2024-02-21,Classic,23.14
A000485,C00340,Current,B021,2025-02-05,121799.94,INR,Dormant,2025-05-07,Gold,111.87
A000486,C00340,Savings,B021,2023-11-06,86404.69,INR,Dormant,2024-11-20,Platinum,168.68
A000487,C00341,Current,B017,2024-07-11,21172.77,INR,Active,2026-04-26,Classic,150.19
A000488,C00342,Savings,B003,2022-04-13,67886.68,INR,Dormant,2024-04-14,Gold,172.41
A000489,C00343,Savings,B024,2021-10-13,188941.99,INR,Dormant,2024-08-26,Gold,113.26
A000490,C00344,Salary,B021,2024-01-02,30983.0,EUR,Dormant,2024-09-28,Silver,24.21
A000491,C00344,Savings,B021,2024-10-12,92445.51,INR,Active,2026-01-26,Classic,154.56
A000492,C00345,Current,B016,2026-01-27,123265.57,INR,Active,2026-08-20,Classic,57.63
A000493,C00345,Current,B016,2025-11-24,352936.98,INR,Active,2026-08-13,Platinum,164.13
A000494,C00346,Savings,B015,2023-12-26,100952.79,USD,Dormant,2024-01-23,Classic,150.45
A000495,C00346,Salary,B015,2025-02-16,57552.4,INR,Active,2026-03-31,Platinum,171.49
A000496,C00347,Savings,B005,2022-09-16,310180.97,INR,Dormant,2025-08-07,Silver,29.87
A000497,C00347,Savings,B005,2025-01-21,33700.59,INR,Dormant,2025-03-09,Silver,154.74
A000498,C00348,Savings,B018,2025-09-05,11612.14,INR,Active,2026-03-30,Silver,101.74
A000499,C00349,Salary,B012,2022-04-11,165109.2,INR,Active,2026-03-21,Platinum,136.19
A000500,C00350,Salary,B024,2025-12-14,32170.09,INR,Active,2026-01-08,Classic,61.38
A000501,C00351,Salary,B021,2023-10-01,114358.62,INR,Dormant,2024-04-25,Silver,73.33
A000502,C00351,Savings,B021,2022-10-12,227814.37,INR,Active,2026-03-08,Platinum,49.08
A000503,C00352,Salary,B018,2024-03-11,213652.43,INR,Active,2026-02-27,Gold,169.69
A000504,C00352,Savings,B018,2024-03-11,29021.85,INR,Dormant,2025-06-17,Gold,36.35
A000505,C00353,Salary,B004,2025-05-24,217844.76,INR,Active,2026-03-16,Silver,20.05
A000506,C00354,Salary,B023,2025-09-04,96520.46,INR,Active,2026-01-18,Classic,160.85
A000507,C00354,Savings,B023,2025-09-04,2029.03,INR,Active,2026-03-25,Platinum,116.31
A000508,C00354,Savings,B023,2025-09-04,113282.0,INR,Active,2026-07-20,Silver,134.36
A000509,C00355,Savings,B012,2023-07-28,32901.18,INR,Dormant,2024-02-04,Gold,144.76
A000510,C00356,Salary,B007,2023-01-15,199245.87,INR,Active,2026-07-17,Classic,88.63
A000511,C00356,Current,B007,2021-03-02,71044.75,INR,Active,2025-12-14,Platinum,163.45
A000512,C00357,Savings,B013,2024-10-13,124302.19,INR,Dormant,2025-02-19,Classic,107.47
A000513,C00357,Salary,B013,2022-06-07,165972.54,INR,Active,2026-06-06,Platinum,63.34
A000514,C00357,Savings,B013,2022-06-07,58995.74,INR,Active,2026-03-17,Platinum,171.55
A000515,C00358,Current,B008,2025-01-14,134938.72,INR,Active,2025-09-25,Gold,168.85
A000516,C00359,Savings,B019,2022-03-25,46800.85,INR,Dormant,2024-12-01,Classic,39.86
A000517,C00360,Current,B021,2022-04-17,24060.7,INR,Dormant,2024-02-29,Classic,56.33
A000518,C00361,Current,B003,2025-03-24,49512.68,INR,Active,2026-05-02,Silver,36.0
A000519,C00362,Savings,B008,2026-04-01,161769.68,INR,Active,2026-04-15,Gold,48.63
A000520,C00363,Savings,B025,2023-03-17,561500.48,INR,Active,2025-11-29,Platinum,89.01
A000521,C00364,Savings,B009,2023-11-21,8047.98,INR,Dormant,2024-09-25,Platinum,74.39
A000522,C00365,Savings,B015,2022-06-17,9510.79,INR,Active,2026-02-25,Classic,88.02
A000523,C00365,Savings,B015,2023-02-22,179072.48,INR,Dormant,2024-09-21,Gold,28.67
A000524,C00366,Savings,B006,2025-10-27,237868.99,INR,Active,2026-04-22,Silver,38.95
A000525,C00367,Savings,B012,2024-01-26,76290.97,INR,Dormant,2025-04-08,Silver,142.21
A000526,C00368,Savings,B014,2024-03-24,126629.55,INR,Dormant,2024-06-12,Gold,105.35
A000527,C00369,Savings,B016,2021-07-17,77673.89,INR,Dormant,2024-01-07,Platinum,178.66
A000528,C00370,Salary,B018,2022-01-15,332266.27,INR,Dormant,2025-08-14,Classic,168.96
A000529,C00371,Savings,B018,2025-04-12,90616.15,INR,Active,2026-05-22,Platinum,74.74
A000530,C00372,Current,B006,2023-04-30,14939.15,USD,Active,2026-06-06,Silver,78.96
A000531,C00373,Savings,B023,2022-06-22,126347.61,INR,Dormant,2024-05-10,Gold,77.92
A000532,C00374,Salary,B005,2019-07-13,71368.39,INR,Dormant,2024-02-02,Platinum,74.17
A000533,C00374,Savings,B005,2021-03-17,10761.46,INR,Active,2026-05-15,Platinum,129.15
A000534,C00375,Salary,B001,2019-12-14,621719.82,INR,Dormant,2025-04-06,Gold,123.21
A000535,C00375,Current,B001,2020-11-12,105060.79,INR,Dormant,2025-05-16,Platinum,76.58
A000536,C00376,Savings,B015,2021-03-09,19467.14,INR,Active,2025-09-13,Platinum,117.42
A000537,C00377,Savings,B009,2025-02-11,58347.43,INR,Active,2026-07-11,Classic,157.25
A000538,C00377,Salary,B009,2026-02-11,266441.56,INR,Active,2026-08-19,Classic,154.81
A000539,C00378,Savings,B021,2023-11-15,244941.31,INR,Dormant,2024-09-17,Silver,151.11
A000540,C00379,Current,B001,2024-04-30,57265.7,INR,Active,2026-01-07,Gold,58.55
A000541,C00379,Current,B001,2020-08-25,86012.4,INR,Dormant,2025-07-03,Platinum,148.62
A000542,C00380,Savings,B025,2025-07-29,87538.1,INR,Active,2026-04-25,Classic,68.97
A000543,C00381,Savings,B024,2026-01-07,80948.96,INR,Active,2026-08-09,Silver,60.61
A000544,C00381,Savings,B024,2026-01-07,225879.97,INR,Active,2026-08-15,Platinum,133.68
A000545,C00381,Savings,B024,2026-01-07,27004.76,INR,Active,2026-08-26,Platinum,46.04
A000546,C00382,Savings,B021,2021-03-12,84992.61,INR,Dormant,2024-06-03,Silver,177.34
A000547,C00383,Savings,B020,2025-11-09,96241.26,INR,Active,2026-08-31,Classic,150.59
A000548,C00384,Savings,B024,2022-12-01,60156.92,INR,Dormant,2024-05-18,Classic,101.27
A000549,C00385,Current,B005,2026-06-02,80569.12,INR,Active,2026-08-27,Classic,150.85
A000550,C00385,Savings,B005,2026-06-02,30766.65,INR,Active,2026-06-13,Silver,122.58
A000551,C00386,Savings,B008,2022-12-20,49361.41,INR,Active,2026-03-16,Silver,51.2
A000552,C00387,Salary,B018,2026-05-09,223236.68,INR,Active,2026-06-18,Gold,150.78
A000553,C00388,Savings,B019,2025-08-06,75706.22,INR,Active,2026-02-16,Classic,89.75
A000554,C00389,Current,B016,2023-09-25,235376.13,INR,Dormant,2024-10-02,Classic,132.65
A000555,C00389,Salary,B016,2021-07-09,92028.64,INR,Dormant,2024-01-10,Gold,143.59
A000556,C00389,Savings,B016,2024-11-11,96938.56,INR,Dormant,2025-05-27,Silver,67.07
A000557,C00390,Savings,B021,2025-05-13,19215.19,INR,Active,2026-02-26,Silver,106.39
A000558,C00391,Savings,B023,2026-02-15,21158.06,INR,Active,2026-07-09,Platinum,145.05
A000559,C00392,Savings,B017,2025-08-19,31186.52,INR,Active,2026-03-26,Platinum,163.49
A000560,C00393,Current,B020,2020-06-02,172200.67,INR,Dormant,2024-01-23,Silver,80.82
A000561,C00394,Savings,B010,2024-11-16,76854.26,INR,Active,2026-06-24,Classic,93.69
A000562,C00395,Current,B019,2020-07-19,191322.24,INR,Dormant,2025-05-14,Silver,64.85
A000563,C00396,Current,B007,2020-07-18,19778.58,INR,Dormant,2025-03-22,Classic,91.88
A000564,C00397,Salary,B003,2021-12-18,53571.71,INR,Active,2026-01-08,Gold,128.96
A000565,C00397,Savings,B003,2021-05-29,85852.1,INR,Dormant,2024-11-22,Silver,155.13
A000566,C00398,Salary,B018,2025-06-11,113643.53,INR,Dormant,2025-06-20,Gold,85.6
A000567,C00399,Savings,B018,2021-05-15,261868.79,INR,Active,2026-04-27,Silver,167.13
A000568,C00399,Current,B018,2022-02-20,160049.43,INR,Dormant,2024-11-10,Silver,45.75
