credit_score_id,customer_id,credit_score,score_date,past_due_accounts,credit_utilization_pct,hard_inquiries_12m,credit_history_years
CS00498,C00498,644,2026-05-23,0,99,1,11
CS00499,C00499,688,2026-05-06,1,3.4,2,7
CS00500,C00500,635,2025-04-18,0,34.2,6,0
CS00501,C00501,804,2025-08-14,0,41.5,8,8
CS00502,C00502,802,2025-12-28,0,28.2,5,11
CS00503,C00503,575,2026-06-09,0,44.2,8,12
CS00504,C00504,749,2025-09-22,0,1,7,6
CS00505,C00505,689,2026-08-06,0,36.6,3,7
CS00506,C00506,680,2026-08-25,0,58.2,4,12
CS00507,C00507,674,2025-09-16,1,45.6,1,0
CS00508,C00508,649,2026-04-08,0,87.4,2,11
CS00509,C00509,638,2025-12-18,1,62.2,7,5
CS00510,C00510,727,2026-08-05,0,46.4,4,3
CS00511,C00511,634,2026-06-12,1,71.3,5,10
CS00512,C00512,774,2026-08-05,0,15.0,6,5
CS00513,C00513,630,2026-06-04,0,66.6,7,5
CS00514,C00514,549,2026-03-03,0,37.2,1,6
CS00515,C00515,646,2025-08-12,1,92.0,7,11
CS00516,C00516,683,2025-08-04,1,41.8,1,12
CS00517,C00517,662,2026-02-02,0,68.7,3,5
CS00518,C00518,778,2025-01-27,0,34.0,8,8
CS00519,C00519,712,2025-06-02,1,45.4,8,5
CS00520,C00520,783,2025-10-17,1,38.3,6,9
CS00521,C00521,637,2026-07-22,0,49.7,2,3
CS00522,C00522,880,2025-03-31,0,1,6,5
CS00523,C00523,725,2025-11-18,1,25.3,1,4
CS00524,C00524,589,2026-04-07,1,85.1,0,3
CS00525,C00525,707,2025-10-02,0,27.9,6,12
CS00526,C00526,708,2025-12-04,1,19.3,5,5
CS00527,C00527,630,2025-02-12,1,73.7,0,6
CS00528,C00528,655,2025-04-27,0,36.3,6,4
CS00529,C00529,698,2026-01-05,2,5.3,6,1
CS00530,C00530,645,2025-06-13,1,79.5,1,10
CS00531,C00531,746,2025-01-15,1,43.8,7,11
CS00532,C00532,631,2026-02-19,1,71.3,2,8
CS00533,C00533,622,2025-01-28,0,55.0,6,8
CS00534,C00534,742,2025-12-28,0,36.7,4,5
CS00535,C00535,595,2025-12-15,2,59.9,6,3
CS00536,C00536,671,2025-12-07,0,44.2,7,12
CS00537,C00537,560,2025-11-16,0,76.1,2,7
CS00538,C00538,661,2026-02-24,0,25.9,0,4
CS00539,C00539,649,2025-01-30,0,37.5,3,6
CS00540,C00540,670,2026-08-03,0,53.5,2,6
CS00541,C00541,756,2025-07-08,0,45.8,0,9
CS00542,C00542,669,2026-03-31,0,46.6,0,6
CS00543,C00543,802,2025-02-08,1,1,7,0
CS00544,C00544,758,2025-03-10,1,27.6,2,0
CS00545,C00545,779,2025-08-02,0,34.6,7,6
CS00546,C00546,786,2026-05-03,1,10.5,6,2
CS00547,C00547,692,2025-07-18,0,23.2,3,9
CS00548,C00548,581,2025-03-16,0,54.5,6,12
CS00549,C00549,669,2025-01-03,0,42.5,7,1
CS00550,C00550,641,2025-06-13,1,81.6,0,8
CS00551,C00551,721,2025-08-27,0,23.8,4,2
CS00552,C00552,623,2026-04-10,1,49.6,8,5
CS00553,C00553,599,2026-04-01,1,74.3,2,0
CS00554,C00554,543,2026-02-14,1,74.9,8,11
CS00555,C00555,687,2025-03-23,0,45.8,8,0
CS00556,C00556,683,2025-10-26,0,63.0,5,8
CS00557,C00557,657,2025-10-05,0,32.1,6,11
CS00558,C00558,692,2025-01-20,0,5.1,4,7
CS00559,C00559,750,2025-12-17,1,43.9,7,8
CS00560,C00560,764,2026-04-22,0,15.9,8,8
CS00561,C00561,687,2025-10-07,1,17.2,7,12
CS00562,C00562,743,2025-02-24,0,34.7,8,8
CS00563,C00563,556,2025-06-06,0,55.0,8,0
CS00564,C00564,718,2025-05-20,0,30.7,6,10
CS00565,C00565,671,2026-01-22,0,34.1,0,5
CS00566,C00566,761,2025-07-20,0,29.7,8,6
CS00567,C00567,748,2026-02-12,0,32.5,3,1
CS00568,C00568,673,2026-02-16,0,83.4,5,10
CS00569,C00569,761,2026-06-21,0,38.3,2,12
CS00570,C00570,734,2025-09-26,1,55.3,3,5
CS00571,C00571,667,2026-02-13,0,37.0,1,9
CS00572,C00572,652,2026-07-24,0,14.2,8,7
CS00573,C00573,846,2026-04-28,0,56.6,6,7
CS00574,C00574,691,2025-04-16,0,38.8,7,10
CS00575,C00575,819,2026-04-28,1,37.9,3,3
CS00576,C00576,661,2026-03-11,1,31.3,7,9
CS00577,C00577,626,2025-10-28,1,42.2,5,1
CS00578,C00578,743,2025-04-04,1,42.4,0,0
CS00579,C00579,683,2025-04-19,0,5.6,0,11
CS00580,C00580,700,2025-06-30,0,35.4,5,10
CS00581,C00581,681,2025-08-24,1,27.8,0,1
CS00582,C00582,596,2025-01-13,1,64.3,7,5
CS00583,C00583,784,2026-04-30,0,32.6,5,10
CS00584,C00584,768,2025-08-24,0,21.1,7,11
CS00585,C00585,634,2025-06-21,2,54.9,4,10
CS00586,C00586,743,2025-06-19,0,37.6,4,1
CS00587,C00587,643,2026-03-28,2,53.9,5,1
CS00588,C00588,844,2025-07-12,0,77.3,3,7
CS00589,C00589,713,2026-02-09,0,33.4,7,6
CS00590,C00590,559,2026-07-01,1,82.9,6,12
CS00591,C00591,825,2025-11-24,0,18.0,7,4
CS00592,C00592,812,2025-02-17,0,14.2,6,8
CS00593,C00593,631,2026-08-26,0,48.5,3,12
CS00594,C00594,643,2025-12-12,0,64.8,0,10
CS00595,C00595,655,2025-12-05,0,59.6,8,6
CS00596,C00596,696,2025-08-03,0,50.9,3,5
CS00597,C00597,730,2026-08-29,0,65.0,1,11
CS00598,C00598,795,2025-02-28,1,23.5,1,8
CS00599,C00599,700,2026-06-08,1,14.4,5,9
CS00600,C00600,622,2025-08-16,1,58.5,5,9
CS00601,C00601,614,2025-08-03,1,90.0,3,10
CS00602,C00602,726,2025-10-09,0,2.1,0,12
CS00603,C00603,753,2026-03-05,0,33.5,7,10
CS00604,C00604,751,2025-05-18,1,36.9,4,8
CS00605,C00605,752,2026-06-14,0,63.2,8,1
CS00606,C00606,573,2025-05-25,2,58.0,4,7
CS00607,C00607,735,2026-07-07,0,32.1,0,4
CS00608,C00608,742,2025-06-28,0,13.8,1,7
CS00609,C00609,659,2026-05-01,0,71.9,1,4
CS00610,C00610,697,2026-03-17,0,40.4,5,8
CS00611,C00611,744,2025-05-28,0,7.3,6,7
CS00612,C00612,629,2026-03-15,0,50.5,7,9
CS00613,C00613,767,2026-04-27,0,27.9,8,4
CS00614,C00614,757,2026-04-08,0,1,3,4
CS00615,C00615,844,2025-05-20,0,30.8,3,6
CS00616,C00616,630,2025-01-04,0,22.0,6,2
CS00617,C00617,678,2025-03-07,0,58.7,4,6
CS00618,C00618,682,2025-09-13,0,34.6,2,4
CS00619,C00619,758,2025-10-29,0,21.7,5,6
CS00620,C00620,704,2025-05-02,0,31.7,5,6
CS00621,C99998,617,2025-05-16,0,61.0,0,12
CS00622,C00622,640,2026-04-22,1,68.3,4,8
CS00623,C00623,770,2025-08-26,0,38.9,2,7
CS00624,C00624,734,2025-11-03,0,40.9,7,10
CS00625,C00625,756,2026-05-19,1,52.0,2,4
CS00626,C00626,715,2025-11-02,0,44.9,6,3
CS00627,C00627,762,2025-04-18,0,39.9,8,11
CS00628,C00628,713,2025-01-15,0,36.9,8,7
CS00629,C00629,560,2026-02-09,0,51.4,4,5
CS00630,C00630,720,2026-06-07,0,50.9,3,5
CS00631,C00631,606,2025-10-31,1,99,2,10
CS00632,C00632,774,2026-07-19,0,24.8,2,1
CS00633,C00633,829,2026-06-20,0,30.1,0,5
CS00634,C00634,616,2025-10-07,0,90.9,8,12
CS00635,C00635,674,2025-06-10,1,69.5,4,7
CS00636,C00636,688,2025-02-06,0,39.8,1,10
CS00637,C00637,728,2026-07-08,1,1,1,12
CS00638,C00638,629,2025-06-21,1,75.3,0,3
CS00639,C00639,798,2026-06-20,0,21.2,7,11
CS00640,C00640,716,2026-05-08,0,32.3,8,11
CS00641,C00641,663,2026-04-28,0,47.4,6,0
CS00642,C00642,742,2025-09-07,0,52.3,7,7
CS00643,C00643,556,2026-03-25,0,99,0,6
CS00644,C00644,659,2025-07-06,0,23.8,3,4
CS00645,C00645,664,2026-01-13,0,18.7,6,2
CS00646,C00646,714,2025-07-17,0,32.3,7,7
CS00647,C00647,612,2025-02-27,0,64.6,8,5
CS00648,C00648,726,2026-08-22,0,36.2,2,12
CS00649,C00649,590,2025-05-10,1,72.9,7,0
CS00650,C00650,735,2025-11-16,0,4.3,0,12
CS00651,C00651,685,2025-12-17,0,14.4,8,9
CS00652,C00652,812,2025-08-17,1,31.2,7,10
CS00653,C00653,743,2026-03-02,0,12.2,1,5
CS00654,C00654,713,2026-08-21,0,50.0,4,6
CS00655,C00655,739,2026-06-25,0,10.5,5,6
CS00656,C00656,763,2025-01-11,0,79.7,8,10
CS00657,C00657,735,2026-03-18,0,22.0,2,11
CS00658,C00658,692,2025-07-02,0,30.2,2,4
CS00659,C00659,626,2026-07-02,0,38.1,0,0
CS00660,C00660,702,2026-03-10,0,26.6,4,5
CS00661,C00661,607,2025-10-13,0,83.2,0,7
CS00662,C00662,669,2026-02-27,1,38.4,5,3
CS00663,C00663,713,2025-02-18,0,41.9,8,0
CS00664,C00664,861,2025-05-01,0,78.3,7,1
CS00665,C00665,729,2026-07-12,0,37.8,8,9
CS00666,C00666,762,2025-02-24,0,69.0,1,0
CS00667,C00667,687,2025-04-30,0,26.6,7,4
CS00668,C00668,714,2025-07-22,0,52.7,2,10
CS00669,C00669,655,2026-06-08,0,35.7,5,6
CS00670,C00670,679,2026-01-10,0,18.4,5,7
CS00671,C00671,649,2025-10-30,0,52.3,5,9
CS00672,C00672,754,2026-08-07,0,47.5,5,5
CS00673,C00673,729,2026-02-01,0,53.9,1,7
CS00674,C00674,760,2025-04-28,0,51.3,4,1
CS00675,C00675,622,2025-06-14,0,61.5,5,2
CS00676,C00676,653,2025-03-05,1,21.5,8,10
CS00677,C00677,726,2025-03-18,0,22.7,1,9
CS00678,C00678,745,2025-07-09,1,53.7,5,7
CS00679,C00679,666,2025-06-02,0,46.3,2,7
CS00680,C00680,697,2026-01-30,0,1,7,3
CS00681,C00681,794,2026-07-15,0,62.9,3,11
CS00682,C00682,824,2026-01-07,0,22.8,1,12
CS00683,C00683,793,2025-10-20,2,63.0,3,12
CS00684,C00684,690,2026-03-23,0,60.7,0,9
CS00685,C00685,683,2025-04-01,0,52.1,5,11
CS00686,C00686,559,2025-06-18,0,83.6,0,11
CS00687,C00687,840,2026-05-05,0,24.3,2,12
CS00688,C00688,661,2025-08-31,0,26.0,6,0
CS00689,C00689,809,2025-03-31,1,65.1,3,12
CS00690,C00690,659,2025-11-06,0,5.9,3,4
CS00691,C00691,750,2026-04-30,0,46.4,6,11
CS00692,C00692,715,2025-06-30,0,23.1,6,1
CS00693,C00693,701,2025-05-12,0,41.7,0,12
CS00694,C00694,716,2025-06-19,0,9.6,3,8
CS00695,C00695,731,2025-04-05,0,26.1,8,0
CS00696,C00696,826,2025-06-16,0,5.2,0,8
CS00697,C00697,599,2025-03-13,0,41.1,4,12
CS00698,C00698,659,2026-01-05,0,42.5,1,10
CS00699,C00699,614,2026-06-10,0,80.2,3,5
CS00700,C00700,791,2026-02-06,1,28.5,3,1
CS00701,C00701,656,2026-03-18,0,53.5,7,0
CS00702,C00702,623,2025-11-04,2,60.3,1,7
CS00703,C00703,800,2025-08-11,1,20.9,1,9
CS00704,C00704,541,2025-04-28,2,44.3,7,4
CS00705,C00705,809,2025-01-31,0,57.0,2,0
CS00706,C00706,770,2025-09-12,0,66.9,5,6
CS00707,C00707,763,2025-09-20,0,51.1,6,5
CS00708,C00708,637,2025-03-01,1,46.3,5,12
CS00709,C00709,668,2026-04-16,0,39.1,6,12
CS00710,C00710,703,2025-08-02,0,37.8,3,10
CS00711,C00711,607,2025-03-20,1,99,0,5
CS00712,C00712,801,2026-03-27,2,28.0,3,12
CS00713,C00713,742,2025-07-30,0,51.9,7,0
CS00714,C00714,711,2025-01-14,0,55.3,6,9
CS00715,C00715,805,2026-02-11,0,29.7,2,12
CS00716,C00716,663,2025-09-11,0,54.6,0,7
CS00717,C00717,802,2026-06-20,1,48.1,7,1
CS00718,C00718,574,2025-10-08,0,45.9,3,3
CS00719,C00719,730,2025-02-01,0,40.6,8,12
CS00720,C00720,630,2026-05-18,0,99,8,11
CS00721,C00721,648,2025-06-25,0,65.7,0,9
CS00722,C00722,752,2026-05-20,0,55.2,5,8
CS00723,C00723,725,2026-01-18,0,19.5,4,5
CS00724,C00724,659,2025-11-20,0,34.9,1,9
CS00725,C00725,803,2025-08-08,0,54.1,2,12
CS00726,C00726,641,2025-08-29,0,74.8,3,8
CS00727,C00727,677,2026-07-31,0,41.4,3,8
CS00728,C00728,640,2025-01-18,2,70.6,6,4
CS00729,C00729,615,2026-02-28,1,36.6,8,6
CS00730,C00730,755,2026-05-07,0,30.1,6,3
CS00731,C00731,663,2025-02-09,0,28.1,5,5
CS00732,C00732,775,2025-06-22,0,25.6,0,1
CS00733,C00733,694,2025-01-05,1,26.3,4,4
CS00734,C00734,674,2025-03-23,0,43.2,1,11
CS00735,C00735,663,2026-01-24,0,40.4,8,6
CS00736,C00736,667,2025-05-02,0,45.6,0,3
CS00737,C00737,720,2026-06-13,0,20.8,0,12
CS00738,C00738,655,2025-12-07,0,58.7,4,6
CS00739,C00739,863,2025-06-29,0,33.9,3,6
CS00740,C00740,601,2026-06-03,1,24.0,3,7
CS00741,C00741,503,2025-01-28,1,76.7,4,10
CS00742,C00742,827,2025-11-19,0,51.0,5,10
CS00743,C00743,625,2025-01-10,1,65.3,1,1
CS00744,C00744,703,2026-02-28,0,27.3,7,12
CS00745,C00745,713,2026-06-20,0,17.9,4,10
CS00746,C00746,744,2025-05-09,0,10.7,7,11
CS00747,C00747,714,2026-06-28,0,37.0,0,9
CS00748,C00748,743,2025-11-29,0,13.3,0,12
CS00749,C00749,631,2026-08-11,0,88.5,5,0
CS00750,C00750,734,2026-07-11,0,42.6,4,12
CS00751,C00751,698,2025-10-09,0,45.2,8,4
CS00752,C00752,596,2025-07-13,2,31.9,7,0
CS00753,C00753,768,2026-05-14,0,49.5,5,11
CS00754,C00754,665,2025-05-08,0,45.7,5,4
CS00755,C00755,660,2026-03-15,1,21.7,1,11
CS00756,C00756,659,2026-05-03,0,11.7,5,6
CS00757,C00757,729,2026-05-28,0,37.8,6,11
CS00758,C00758,702,2025-03-10,0,19.3,4,4
CS00759,C00759,579,2025-10-19,1,59.9,2,3
CS00760,C00760,636,2025-11-17,0,35.6,3,8
CS00761,C00761,687,2025-10-13,0,53.2,7,11
CS00762,C00762,644,2025-04-04,0,39.8,0,0
CS00763,C00763,693,2026-07-24,0,43.2,4,10
CS00764,C00764,684,2025-12-12,0,49.1,3,0
CS00765,C00765,781,2026-08-03,0,30.3,4,2
CS00766,C00766,739,2025-09-09,0,50.4,2,12
CS00767,C00767,896,2026-07-09,0,38.7,2,10
CS00768,C00768,732,2026-07-02,0,8.5,6,10
CS00769,C00769,464,2025-05-08,1,62.0,2,6
CS00770,C00770,675,2025-11-30,0,52.7,7,1
CS00771,C00771,723,2026-07-28,0,54.9,1,8
CS00772,C00772,779,2026-04-25,1,28.3,8,12
CS00773,C00773,678,2025-01-03,0,11.5,1,6
CS00774,C00774,687,2025-05-03,1,54.3,4,4
CS00775,C00775,609,2025-04-16,1,99,3,0
CS00776,C00776,681,2026-08-14,0,43.5,2,11
CS00777,C00777,737,2026-05-17,0,41.7,8,8
CS00778,C00778,807,2025-12-11,0,32.8,7,11
CS00779,C00779,595,2026-07-27,0,43.1,7,7
CS00780,C00780,523,2025-01-05,1,73.0,1,10
CS00781,C00781,717,2025-12-09,0,44.6,8,0
CS00782,C00782,659,2026-07-18,1,29.1,6,7
CS00783,C00783,609,2026-02-23,0,55.6,0,2
CS00784,C00784,621,2026-07-09,0,81.8,3,8
CS00785,C00785,823,2026-01-05,0,17.1,6,12
CS00786,C00786,704,2026-06-27,0,41.4,0,0
CS00787,C00787,774,2026-04-29,2,65.2,0,7
CS00788,C00788,693,2025-02-17,0,15.7,0,8
CS00789,C00789,619,2026-03-03,0,89.6,6,12
CS00790,C00790,628,2026-08-17,1,69.9,0,9
CS00791,C00791,837,2025-08-29,0,32.9,2,10
CS00792,C00792,741,2026-03-22,0,35.8,7,6
CS00793,C00793,731,2026-02-24,0,14.7,4,10
CS00794,C00794,810,2025-10-03,0,18.3,7,2
CS00795,C00795,620,2025-10-10,1,85.5,2,8
CS00796,C00796,754,2025-04-16,0,42.8,7,7
CS00797,C00797,678,2025-02-11,0,40.6,2,12
CS00798,C00798,744,2025-06-02,1,42.2,2,6
CS00799,C00799,536,2025-03-01,0,72.2,6,10
CS00800,C00800,810,2025-09-19,0,71.8,5,7
CS00801,C00801,697,2025-02-03,0,55.0,4,12
CS00802,C00802,684,2025-02-10,0,22.2,1,6
CS00803,C00803,642,2025-06-02,0,62.5,7,5
CS00804,C00804,753,2025-05-06,1,55.0,3,7
CS00805,C00805,721,2025-01-26,0,64.8,3,6
CS00806,C00806,745,2026-02-22,0,27.7,2,7
CS00807,C00807,642,2025-09-22,1,80.3,5,11
CS00808,C00808,765,2026-02-14,1,71.7,8,3
CS00809,C00809,543,2025-08-13,1,53.8,5,12
CS00810,C00810,678,2026-08-17,0,39.7,3,11
CS00811,C00811,559,2025-02-24,1,92.6,4,2
CS00812,C00812,707,2025-08-01,0,73.3,3,11
CS00813,C00813,630,2025-07-15,1,68.2,1,10
CS00814,C00814,811,2026-07-05,0,20.9,8,4
CS00815,C00815,612,2025-03-26,1,83.0,8,10
CS00816,C00816,769,2025-01-13,0,47.6,1,9
CS00817,C00817,584,2026-01-16,0,65.5,1,7
CS00818,C00818,577,2026-03-08,0,57.3,0,10
CS00819,C00819,646,2026-01-01,0,54.8,2,1
CS00820,C00820,800,2026-01-12,0,36.8,3,7
CS00821,C00821,653,2025-10-24,0,47.0,2,10
CS00822,C00822,693,2026-04-07,0,80.1,6,8
CS00823,C00823,634,2025-09-27,0,63.5,8,3
CS00824,C00824,648,2026-08-09,2,70.8,7,10
CS00825,C00825,638,2025-08-05,0,80.2,3,2
CS00826,C00826,720,2025-04-07,0,25.3,6,5
CS00827,C00827,723,2025-01-31,0,36.9,6,6
CS00828,C00828,723,2026-06-21,0,50.1,0,6
CS00829,C00829,673,2025-11-01,0,14.7,4,9
CS00830,C00830,684,2026-08-14,0,17.8,2,8
CS00831,C00831,589,2025-04-02,0,65.6,8,5
CS00832,C00832,691,2025-07-09,0,67.9,6,2
CS00833,C00833,770,2026-08-03,0,35.8,7,4
CS00834,C00834,629,2025-07-30,0,41.8,3,9
CS00835,C00835,633,2025-10-23,0,87.9,5,5
CS00836,C00836,688,2025-10-20,0,44.8,5,3
CS00837,C00837,718,2026-05-18,0,36.2,1,0
CS00838,C00838,726,2025-05-30,0,1,3,6
CS00839,C00839,660,2025-06-21,0,24.4,7,3
CS00840,C00840,752,2025-07-10,0,60.5,4,8
CS00841,C00841,599,2025-03-08,1,49.0,1,9
CS00842,C00842,713,2025-05-07,0,35.5,8,8
CS00843,C00843,590,2025-01-24,1,64.8,2,6
CS00844,C00844,651,2025-11-13,0,63.5,8,9
CS00845,C00845,692,2026-04-26,0,10.3,4,1
CS00846,C00846,678,2026-05-11,1,33.3,0,9
CS00847,C00847,699,2026-03-01,0,23.8,5,10
CS00848,C00848,844,2026-07-27,0,44.2,7,3
CS00849,C00849,676,2026-08-12,0,42.1,7,12
CS00850,C00850,632,2025-08-07,0,21.1,8,7
CS00851,C00851,702,2025-11-30,0,64.4,0,10
CS00852,C00852,819,2025-12-06,0,45.6,1,8
CS00853,C00853,729,2025-11-07,1,33.8,8,12
CS00854,C00854,606,2026-07-07,0,64.2,4,3
CS00855,C00855,733,2026-02-17,0,10.0,8,0
CS00856,C00856,684,2026-02-09,0,48.3,2,3
CS00857,C00857,828,2026-08-29,0,43.5,6,12
CS00858,C00858,627,2025-06-19,0,77.7,3,5
CS00859,C00859,679,2025-12-04,1,38.9,1,10
CS00860,C00860,737,2025-12-31,0,56.5,8,7
CS00861,C00861,767,2025-02-16,0,44.1,6,9
CS00862,C00862,823,2025-10-25,0,35.5,4,9
CS00863,C00863,708,2026-02-17,0,34.1,6,11
CS00864,C00864,746,2026-08-20,1,55.6,1,6
CS00865,C00865,733,2025-12-13,0,64.0,6,11
CS00866,C00866,714,2025-11-17,1,32.0,6,11
CS00867,C00867,524,2025-03-13,0,39.9,0,0
CS00868,C00868,575,2025-11-06,1,80.2,3,3
CS00869,C00869,686,2026-07-11,0,10.4,6,0
CS00870,C00870,748,2025-04-13,0,15.1,5,11
CS00871,C00871,860,2025-06-21,0,7.9,7,3
CS00872,C00872,625,2026-06-16,3,69.0,0,1
CS00873,C00873,711,2025-12-29,0,40.0,8,1
CS00874,C00874,659,2026-01-19,0,28.6,1,9
CS00875,C00875,679,2026-08-16,1,64.7,5,0
CS00876,C00876,798,2025-12-31,0,55.2,3,9
CS00877,C00877,626,2026-05-29,1,40.9,1,7
CS00878,C00878,743,2025-01-08,0,29.2,2,9
CS00879,C00879,751,2026-07-26,0,72.3,5,0
CS00880,C00880,599,2026-05-18,2,51.3,6,1
CS00881,C00881,738,2025-08-01,1,37.7,3,4
CS00882,C00882,653,2026-08-14,0,71.7,0,9
CS00883,C00883,805,2025-09-29,0,40.7,3,7
CS00884,C00884,740,2025-03-16,1,27.0,5,8
CS00885,C00885,620,2026-04-05,0,64.9,6,1
CS00886,C00886,690,2025-03-11,0,1,2,6
CS00887,C00887,712,2025-02-03,0,11.3,6,9
CS00888,C00888,581,2026-01-15,1,58.3,7,10
CS00889,C00889,728,2026-07-22,0,4.1,1,8
CS00890,C00890,743,2025-03-25,1,19.2,2,10
CS00891,C00891,649,2025-08-15,0,68.8,5,9
CS00892,C00892,776,2026-06-05,0,11.4,2,0
CS00893,C00893,646,2025-04-28,1,73.4,5,9
CS00894,C00894,561,2026-03-17,0,55.7,1,0
CS00895,C00895,769,2025-04-21,0,18.5,8,0
CS00896,C00896,651,2025-10-23,0,47.8,1,1
CS00897,C00897,707,2025-08-11,0,35.5,1,6
CS00898,C00898,701,2025-10-08,0,1,8,12
CS00899,C00899,739,2026-02-21,0,54.7,1,11
CS00900,C00900,566,2026-05-27,1,57.4,8,3
CS00901,C00901,673,2025-09-27,1,28.0,0,6
CS00902,C00902,840,2025-01-12,0,17.3,5,8
CS00903,C00903,828,2026-04-13,0,33.6,8,3
CS00904,C00904,757,2026-07-14,0,26.5,0,7
CS00905,C00905,698,2025-10-08,1,43.8,0,4
CS00906,C00906,712,2026-01-03,0,45.1,7,6
CS00907,C00907,754,2026-07-01,1,30.7,6,9
CS00908,C00908,755,2025-03-29,1,12.4,3,0
CS00909,C00909,822,2025-10-20,1,13.1,6,1
CS00910,C00910,695,2026-04-26,1,33.2,6,8
CS00911,C00911,619,2025-05-18,2,99,6,2
CS00912,C00912,689,2026-04-02,0,33.0,6,6
CS00913,C00913,756,2026-02-13,1,6.7,4,9
CS00914,C00914,739,2026-06-19,1,58.5,6,8
CS00915,C00915,605,2026-02-27,0,59.5,6,5
CS00916,C00916,690,2026-01-23,0,52.6,7,10
CS00917,C00917,685,2026-01-08,0,44.2,2,3
CS00918,C00918,603,2025-03-30,0,55.1,2,4
CS00919,C00919,709,2025-06-05,0,18.9,0,0
CS00920,C00920,786,2026-06-18,0,65.9,4,9
CS00921,C00921,677,2025-07-04,0,70.0,0,5
CS00922,C00922,792,2025-06-03,1,35.9,3,5
CS00923,C00923,705,2025-05-02,0,17.7,6,0
CS00924,C00924,677,2025-12-04,0,13.0,3,4
CS00925,C00925,666,2025-05-10,0,30.7,0,9
CS00926,C00926,589,2025-03-29,2,37.8,4,4
CS00927,C00927,741,2025-04-22,0,38.9,1,4
CS00928,C00928,632,2025-02-01,1,44.1,7,8
CS00929,C00929,711,2025-07-21,1,24.2,7,9
CS00930,C00930,602,2026-07-12,1,94.8,0,12
CS00931,C00931,777,2026-03-14,1,44.2,1,3
CS00932,C00932,668,2026-05-19,0,18.8,8,1
CS00933,C00933,585,2025-02-13,0,72.8,2,4
CS00934,C00934,606,2025-06-16,1,62.3,7,8
CS00935,C00935,725,2026-03-22,0,45.1,5,8
CS00936,C00936,591,2026-04-30,0,69.4,5,2
CS00937,C00937,579,2025-11-04,1,20.9,2,3
CS00938,C00938,682,2026-05-21,0,25.9,4,4
CS00939,C00939,680,2025-11-26,0,37.6,7,8
CS00940,C00940,731,2026-07-25,0,12.2,5,0
CS00941,C00941,739,2026-01-10,0,38.6,2,8
CS00942,C00942,840,2026-04-29,1,79.6,7,6
CS00943,C00943,650,2026-01-23,0,29.3,8,8
CS00944,C00944,624,2026-05-23,0,91.9,8,7
CS00945,C00945,788,2025-02-26,0,24.0,1,10
CS00946,C00946,641,2025-08-09,0,47.5,5,9
CS00947,C00947,720,2025-05-20,0,28.6,0,7
CS00948,C00948,717,2025-10-30,0,1,4,12
CS00949,C00949,730,2025-05-05,0,52.7,4,4
CS00950,C00950,718,2025-12-31,1,59.7,6,4
CS00951,C00951,642,2025-10-05,1,76.3,7,1
CS00952,C00952,678,2025-05-06,0,19.4,3,3
CS00953,C00953,794,2026-04-07,0,44.8,7,0
CS00954,C00954,747,2025-04-05,0,35.9,3,12
CS00955,C00955,652,2025-11-05,0,17.9,8,11
CS00956,C00956,644,2025-12-31,1,38.7,1,11
CS00957,C00957,613,2026-05-03,0,59.0,2,1
CS00958,C00958,682,2026-01-11,0,30.4,4,3
CS00959,C00959,500,2025-08-13,1,44.2,4,9
CS00960,C00960,675,2025-02-16,0,31.4,1,2
CS00961,C00961,779,2025-11-26,0,34.5,7,0
CS00962,C00962,703,2025-10-24,0,43.4,4,11
CS00963,C00963,788,2026-06-22,0,38.6,7,4
CS00964,C00964,750,2026-04-16,0,41.3,4,0
CS00965,C00965,647,2026-01-30,1,11.1,5,6
CS00966,C00966,824,2025-01-13,2,36.1,6,11
CS00967,C00967,790,2026-07-17,1,40.5,2,12
CS00968,C00968,685,2026-07-06,0,52.0,3,8
CS00969,C00969,527,2025-06-18,2,33.4,7,2
CS00970,C00970,714,2026-03-13,0,66.7,3,3
CS00971,C00971,785,2026-01-04,0,1,6,9
CS00972,C00972,508,2025-06-20,0,60.8,6,6
CS00973,C00973,648,2025-10-07,0,13.1,1,2
CS00974,C00974,645,2025-07-27,0,99,3,5
CS00975,C00975,579,2026-08-16,0,81.7,1,8
CS00976,C00976,643,2025-11-13,2,61.3,5,1
CS00977,C00977,717,2025-05-02,0,52.6,3,7
CS00978,C00978,705,2026-07-25,0,16.4,0,4
CS00979,C00979,584,2025-08-19,0,68.4,8,1
CS00980,C00980,676,2025-03-27,0,8.1,5,5
CS00981,C00981,671,2026-01-17,0,22.5,1,9
CS00982,C00982,670,2025-09-10,0,35.1,1,3
CS00983,C00983,700,2026-02-08,0,24.1,7,6
CS00984,C00984,756,2026-04-18,0,44.2,7,5
CS00985,C00985,633,2026-07-27,0,54.0,4,1
CS00986,C00986,700,2026-05-13,0,59.2,5,3
CS00987,C00987,726,2025-01-25,0,60.3,4,2
CS00988,C00988,666,2026-03-19,0,1,3,3
CS00989,C00989,682,2026-05-17,0,40.2,0,0
CS00990,C00990,651,2025-04-07,0,40.8,1,5
CS00991,C00991,632,2025-11-12,2,58.8,6,4
CS00992,C00992,798,2026-05-27,0,14.5,4,9
CS00993,C00993,673,2026-06-22,0,42.8,6,12
CS00994,C00994,676,2025-09-14,0,10.0,0,4
CS00995,C00995,787,2026-08-08,0,50.9,7,3
CS00996,C00996,661,2026-06-28,0,31.4,7,9
