payment_id,loan_id,customer_id,due_date,payment_date,payment_amount,days_late,payment_status
LP0002578,L00138,C00735,2025-09-28,2025-10-08,47464.91,10,Late
LP0002579,L00138,C00735,2025-10-28,2025-11-01,47961.8,4,Paid
LP0002580,L00138,C00735,2025-11-28,2025-12-07,48933.44,9,Late
LP0002581,L00138,C00735,2025-12-28,2025-12-30,48278.45,2,Paid
LP0002582,L00138,C00735,2026-01-28,2026-01-28,49810.84,0,Paid
LP0002583,L00138,C00735,2026-02-28,2026-03-09,49821.11,9,Late
LP0002584,L00138,C00735,2026-03-28,2026-04-05,48499.77,8,Late
LP0002585,L00138,C00735,2026-04-28,2026-04-28,47659.21,0,Paid
LP0002586,L00138,C00735,2026-05-28,2026-06-02,49074.55,5,Paid
LP0002587,L00138,C00735,2026-06-28,2026-06-29,47970.77,1,Paid
LP0002588,L00138,C00735,2026-07-28,2026-08-05,49213.47,8,Late
LP0002589,L00138,C00735,2026-08-28,2026-08-30,48179.54,2,Paid
LP0002590,L00139,C00654,2022-06-28,2022-07-03,25570.74,5,Paid
LP0002591,L00139,C00654,2022-07-28,2022-07-31,25640.83,3,Paid
LP0002592,L00139,C00654,2022-08-28,2022-09-07,26712.37,10,Late
LP0002593,L00139,C00654,2022-09-28,2022-10-06,26543.35,8,Late
LP0002594,L00139,C00654,2022-10-28,2022-11-02,26655.7,5,Paid
LP0002595,L00139,C00654,2022-11-28,2022-11-29,26191.31,1,Paid
LP0002596,L00139,C00654,2022-12-28,2022-12-29,26699.94,1,Paid
LP0002597,L00139,C00654,2023-01-28,2023-02-06,26591.05,9,Late
LP0002598,L00139,C00654,2023-02-28,2023-03-08,25405.11,8,Late
LP0002599,L00139,C00654,2023-03-28,2023-04-02,25640.86,5,Paid
LP0002600,L00139,C00654,2023-04-28,2023-05-01,26618.75,3,Paid
LP0002601,L00139,C00654,2023-05-28,2023-05-28,26682.85,0,Paid
LP0002602,L00139,C00654,2023-06-28,2023-07-03,25655.11,5,Paid
LP0002603,L00139,C00654,2023-07-28,2023-08-03,26116.46,6,Late
LP0002604,L00139,C00654,2023-08-28,2023-08-28,26500.57,0,Paid
LP0002605,L00139,C00654,2023-09-28,2023-10-06,25702.49,8,Late
LP0002606,L00139,C00654,2023-10-28,2023-10-28,25705.65,0,Paid
LP0002607,L00139,C00654,2023-11-28,2023-12-06,25803.68,8,Late
LP0002608,L00139,C00654,2023-12-28,2023-12-29,26506.33,1,Paid
LP0002609,L00139,C00654,2024-01-28,2024-02-07,26094.15,10,Late
LP0002610,L00139,C00654,2024-02-28,2024-03-05,26278.73,6,Late
LP0002611,L00139,C00654,2024-03-28,2024-03-29,26261.8,1,Paid
LP0002612,L00139,C00654,2024-04-28,2024-05-08,25542.61,10,Late
LP0002613,L00139,C00654,2024-05-28,2024-05-28,25864.63,0,Paid
LP0002614,L00140,C00133,2022-01-28,2022-02-04,14428.5,7,Late
LP0002615,L00140,C00133,2022-02-28,2022-03-09,14070.53,9,Late
LP0002616,L00140,C00133,2022-03-28,2022-04-06,13982.34,9,Late
LP0002617,L00140,C00133,2022-04-28,2022-05-05,13930.92,7,Late
LP0002618,L00140,C00133,2022-05-28,2022-06-01,13977.56,4,Paid
LP0002619,L00140,C00133,2022-06-28,2022-07-02,13703.47,4,Paid
LP0002620,L00140,C00133,2022-07-28,2022-08-03,14183.01,6,Late
LP0002621,L00140,C00133,2022-08-28,2022-08-29,14435.67,1,Paid
LP0002622,L00140,C00133,2022-09-28,2022-10-01,14114.23,3,Paid
LP0002623,L00140,C00133,2022-10-28,2022-11-03,14081.22,6,Late
LP0002624,L00140,C00133,2022-11-28,2022-12-06,14227.38,8,Late
LP0002625,L00140,C00133,2022-12-28,2022-12-31,13781.29,3,Paid
LP0002626,L00140,C00133,2023-01-28,2023-02-07,13951.39,10,Late
LP0002627,L00140,C00133,2023-02-28,2023-03-05,14032.41,5,Paid
LP0002628,L00140,C00133,2023-03-28,2023-04-03,14197.56,6,Late
LP0002629,L00140,C00133,2023-04-28,2023-05-07,14456.89,9,Late
LP0002630,L00140,C00133,2023-05-28,2023-06-06,13821.11,9,Late
LP0002631,L00140,C00133,2023-06-28,2023-07-04,13835.12,6,Late
LP0002632,L00140,C00133,2023-07-28,2023-08-03,13874.5,6,Late
LP0002633,L00140,C00133,2023-08-28,2023-09-04,13867.61,7,Late
LP0002634,L00140,C00133,2023-09-28,2023-10-02,14484.88,4,Paid
LP0002635,L00140,C00133,2023-10-28,2023-11-04,14322.62,7,Late
LP0002636,L00140,C00133,2023-11-28,2023-12-01,14255.2,3,Paid
LP0002637,L00140,C00133,2023-12-28,2024-01-07,14203.92,10,Late
LP0002638,L00141,C00260,2025-06-28,2025-07-07,16804.94,9,Late
LP0002639,L00141,C00260,2025-07-28,2025-07-28,16465.21,0,Paid
LP0002640,L00141,C00260,2025-08-28,2025-09-03,16902.79,6,Late
LP0002641,L00141,C00260,2025-09-28,2025-10-08,16943.69,10,Late
LP0002642,L00141,C00260,2025-10-28,2025-10-29,17061.65,1,Paid
LP0002643,L00141,C00260,2025-11-28,2025-12-02,16202.08,4,Paid
LP0002644,L00141,C00260,2025-12-28,2025-12-31,16446.97,3,Paid
LP0002645,L00141,C00260,2026-01-28,2026-01-28,17030.57,0,Paid
LP0002646,L00141,C00260,2026-02-28,2026-03-24,15439.86,24,Partial
LP0002647,L00141,C00260,2026-03-28,2026-05-26,12012.61,59,Partial
LP0002648,L00141,C00260,2026-04-28,,0,111,Missed
LP0002649,L00141,C00260,2026-05-28,,0,75,Missed
LP0002650,L00141,C00260,2026-06-28,,0,43,Missed
LP0002651,L00141,C00260,2026-07-28,2026-08-29,9651.49,32,Partial
LP0002652,L00141,C00260,2026-08-28,2026-09-27,11877.86,30,Partial
LP0002653,L00142,C00025,2026-04-28,2026-05-05,107177.42,7,Late
LP0002654,L00142,C00025,2026-05-28,2026-06-07,106946.76,10,Late
LP0002655,L00142,C00025,2026-06-28,2026-07-01,109029.93,3,Paid
LP0002656,L00142,C00025,2026-07-28,,0,39,Missed
LP0002657,L00142,C00025,2026-08-28,2026-09-16,64891.45,19,Partial
LP0002658,L00143,C00794,2025-02-28,2025-03-03,23833.89,3,Paid
LP0002659,L00143,C00794,2025-03-28,2025-04-07,24031.78,10,Late
LP0002660,L00143,C00794,2025-04-28,2025-04-29,24498.39,1,Paid
LP0002661,L00143,C00794,2025-05-28,2025-06-05,23542.93,8,Late
LP0002662,L00143,C00794,2025-06-28,2025-06-29,23431.04,1,Paid
LP0002663,L00143,C00794,2025-07-28,2025-08-01,24002.51,4,Paid
LP0002664,L00143,C00794,2025-08-28,2025-08-30,23373.0,2,Paid
LP0002665,L00143,C00794,2025-09-28,2025-10-01,23705.25,3,Paid
LP0002666,L00143,C00794,2025-10-28,2025-11-05,24031.68,8,Late
LP0002667,L00143,C00794,2025-11-28,2025-12-01,24394.74,3,Paid
LP0002668,L00143,C00794,2025-12-28,2026-01-01,23511.39,4,Paid
LP0002669,L00143,C00794,2026-01-28,2026-02-02,24681.64,5,Paid
LP0002670,L00143,C00794,2026-02-28,2026-03-06,24593.7,6,Late
LP0002671,L00143,C00794,2026-03-28,2026-04-04,24639.74,7,Late
LP0002672,L00143,C00794,2026-04-28,2026-05-01,23429.36,3,Paid
LP0002673,L00143,C00794,2026-05-28,2026-05-29,24460.35,1,Paid
LP0002674,L00143,C00794,2026-06-28,2026-07-06,24107.2,8,Late
LP0002675,L00143,C00794,2026-07-28,2026-08-06,23590.9,9,Late
LP0002676,L00143,C00794,2026-08-28,2026-09-03,23670.69,6,Late
LP0002677,L00144,C00374,2023-01-28,2023-02-07,40843.35,10,Late
LP0002678,L00144,C00374,2023-02-28,2023-02-28,40406.42,0,Paid
LP0002679,L00144,C00374,2023-03-28,2023-04-07,40351.4,10,Late
LP0002680,L00144,C00374,2023-04-28,2023-05-07,39736.92,9,Late
LP0002681,L00144,C00374,2023-05-28,2023-06-05,39557.55,8,Late
LP0002682,L00144,C00374,2023-06-28,2023-06-29,39808.68,1,Paid
LP0002683,L00144,C00374,2023-07-28,2023-08-07,39972.35,10,Late
LP0002684,L00144,C00374,2023-08-28,2023-09-05,40866.68,8,Late
LP0002685,L00144,C00374,2023-09-28,2023-09-29,40065.9,1,Paid
LP0002686,L00144,C00374,2023-10-28,2023-11-03,39111.29,6,Late
LP0002687,L00144,C00374,2023-11-28,2023-12-06,41428.04,8,Late
LP0002688,L00144,C00374,2023-12-28,2024-01-07,41003.05,10,Late
LP0002689,L00144,C00374,2024-01-28,2024-02-01,41256.58,4,Paid
LP0002690,L00144,C00374,2024-02-28,2024-03-07,40740.92,8,Late
LP0002691,L00144,C00374,2024-03-28,2024-03-28,40903.56,0,Paid
LP0002692,L00144,C00374,2024-04-28,2024-05-08,39401.64,10,Late
LP0002693,L00144,C00374,2024-05-28,2024-06-01,41379.74,4,Paid
LP0002694,L00144,C00374,2024-06-28,2024-06-30,40431.34,2,Paid
LP0002695,L00144,C00374,2024-07-28,2024-07-30,40132.71,2,Paid
LP0002696,L00144,C00374,2024-08-28,2024-09-04,39583.86,7,Late
LP0002697,L00144,C00374,2024-09-28,2024-10-04,39169.83,6,Late
LP0002698,L00144,C00374,2024-10-28,2024-11-05,40193.83,8,Late
LP0002699,L00144,C00374,2024-11-28,2024-12-04,41105.31,6,Late
LP0002700,L00144,C00374,2024-12-28,2024-12-29,39720.9,1,Paid
LP0002701,L00145,C00248,2025-09-28,2025-10-01,36497.32,3,Paid
LP0002702,L00145,C00248,2025-10-28,2025-11-05,35189.18,8,Late
LP0002703,L00145,C00248,2025-11-28,2025-12-05,36976.59,7,Late
LP0002704,L00145,C00248,2025-12-28,2025-12-30,36280.64,2,Paid
LP0002705,L00145,C00248,2026-01-28,2026-01-31,36130.43,3,Paid
LP0002706,L00145,C00248,2026-02-28,2026-02-28,35665.84,0,Paid
LP0002707,L00145,C00248,2026-03-28,2026-03-28,36411.55,0,Paid
LP0002708,L00145,C00248,2026-04-28,2026-05-27,29630.75,29,Partial
LP0002709,L00145,C00248,2026-05-28,2026-07-07,29853.47,40,Partial
LP0002710,L00145,C00248,2026-06-28,2026-07-24,22645.83,26,Partial
LP0002711,L00145,C00248,2026-07-28,,0,118,Missed
LP0002712,L00145,C00248,2026-08-28,2026-09-26,19771.29,29,Partial
LP0002713,L00146,C00868,2022-08-28,2022-09-04,4493.35,7,Late
LP0002714,L00146,C00868,2022-09-28,2022-09-30,4489.79,2,Paid
LP0002715,L00146,C00868,2022-10-28,2022-11-05,4347.53,8,Late
LP0002716,L00146,C00868,2022-11-28,2022-11-29,4417.14,1,Paid
LP0002717,L00146,C00868,2022-12-28,2022-12-31,4496.07,3,Paid
LP0002718,L00146,C00868,2023-01-28,2023-01-30,4417.48,2,Paid
LP0002719,L00146,C00868,2023-02-28,2023-03-08,4462.87,8,Late
LP0002720,L00146,C00868,2023-03-28,2023-03-28,4569.12,0,Paid
LP0002721,L00146,C00868,2023-04-28,2023-04-29,4373.4,1,Paid
LP0002722,L00146,C00868,2023-05-28,2023-06-04,4336.89,7,Late
LP0002723,L00146,C00868,2023-06-28,2023-06-28,4494.07,0,Paid
LP0002724,L00146,C00868,2023-07-28,2023-07-31,4454.52,3,Paid
LP0002725,L00146,C00868,2023-08-28,2023-08-29,4564.13,1,Paid
LP0002726,L00146,C00868,2023-09-28,2023-10-05,4522.81,7,Late
LP0002727,L00146,C00868,2023-10-28,2023-11-04,4427.8,7,Late
LP0002728,L00146,C00868,2023-11-28,2023-11-30,4456.45,2,Paid
LP0002729,L00146,C00868,2023-12-28,2024-01-01,4479.69,4,Paid
LP0002730,L00146,C00868,2024-01-28,2024-01-28,4446.08,0,Paid
LP0002731,L00146,C00868,2024-02-28,2024-03-05,4563.99,6,Late
LP0002732,L00146,C00868,2024-03-28,2024-04-07,4386.97,10,Late
LP0002733,L00146,C00868,2024-04-28,2024-05-06,4338.89,8,Late
LP0002734,L00146,C00868,2024-05-28,2024-06-02,4505.6,5,Paid
LP0002735,L00146,C00868,2024-06-28,2024-07-01,4476.96,3,Paid
LP0002736,L00146,C00868,2024-07-28,2024-08-03,4448.4,6,Late
LP0002737,L00147,C00508,2023-05-28,2023-05-29,11134.77,1,Paid
LP0002738,L00147,C00508,2023-06-28,2023-07-06,11472.47,8,Late
LP0002739,L00147,C00508,2023-07-28,2023-08-04,11431.84,7,Late
LP0002740,L00147,C00508,2023-08-28,2023-08-31,11426.5,3,Paid
LP0002741,L00147,C00508,2023-09-28,2023-10-06,11240.6,8,Late
LP0002742,L00147,C00508,2023-10-28,2023-11-07,11403.05,10,Late
LP0002743,L00147,C00508,2023-11-28,2023-11-28,11545.99,0,Paid
LP0002744,L00147,C00508,2023-12-28,2023-12-30,11674.4,2,Paid
LP0002745,L00147,C00508,2024-01-28,2024-01-30,11552.84,2,Paid
LP0002746,L00147,C00508,2024-02-28,2024-03-09,11667.22,10,Late
LP0002747,L00147,C00508,2024-03-28,2024-03-29,11203.1,1,Paid
LP0002748,L00147,C00508,2024-04-28,2024-05-07,11253.85,9,Late
LP0002749,L00148,C00174,2024-09-28,2024-10-07,3965.92,9,Late
LP0002750,L00148,C00174,2024-10-28,2024-11-03,4031.69,6,Late
LP0002751,L00148,C00174,2024-11-28,2024-11-30,3948.18,2,Paid
LP0002752,L00148,C00174,2024-12-28,2024-12-30,3900.0,2,Paid
LP0002753,L00148,C00174,2025-01-28,2025-01-30,4041.86,2,Paid
LP0002754,L00148,C00174,2025-02-28,2025-03-08,3989.41,8,Late
LP0002755,L00148,C00174,2025-03-28,2025-04-07,3910.29,10,Late
LP0002756,L00148,C00174,2025-04-28,2025-05-04,4082.15,6,Late
LP0002757,L00148,C00174,2025-05-28,2025-06-07,4089.77,10,Late
LP0002758,L00148,C00174,2025-06-28,2025-06-30,3945.35,2,Paid
LP0002759,L00148,C00174,2025-07-28,2025-07-28,4086.43,0,Paid
LP0002760,L00148,C00174,2025-08-28,2025-09-03,4009.61,6,Late
LP0002761,L00148,C00174,2025-09-28,2025-09-28,3905.24,0,Paid
LP0002762,L00148,C00174,2025-10-28,2025-11-06,3956.95,9,Late
LP0002763,L00148,C00174,2025-11-28,2025-12-05,3898.72,7,Late
LP0002764,L00148,C00174,2025-12-28,2025-12-29,3956.35,1,Paid
LP0002765,L00148,C00174,2026-01-28,2026-01-29,4093.93,1,Paid
LP0002766,L00148,C00174,2026-02-28,2026-03-08,4103.22,8,Late
LP0002767,L00148,C00174,2026-03-28,2026-03-28,3951.15,0,Paid
LP0002768,L00148,C00174,2026-04-28,2026-05-05,3915.03,7,Late
LP0002769,L00148,C00174,2026-05-28,2026-05-30,3898.66,2,Paid
LP0002770,L00148,C00174,2026-06-28,2026-07-06,3938.21,8,Late
LP0002771,L00148,C00174,2026-07-28,2026-08-03,3920.55,6,Late
LP0002772,L00148,C00174,2026-08-28,2026-09-05,3997.13,8,Late
LP0002773,L00149,C00615,2023-03-28,2023-04-05,17803.63,8,Late
LP0002774,L00149,C00615,2023-04-28,2023-04-30,17678.81,2,Paid
LP0002775,L00149,C00615,2023-05-28,2023-06-04,18035.47,7,Late
LP0002776,L00149,C00615,2023-06-28,2023-07-06,17907.24,8,Late
LP0002777,L00149,C00615,2023-07-28,2023-07-29,17965.43,1,Paid
LP0002778,L00149,C00615,2023-08-28,2023-08-31,18314.39,3,Paid
LP0002779,L00149,C00615,2023-09-28,2023-09-30,18308.76,2,Paid
LP0002780,L00149,C00615,2023-10-28,2023-11-04,18493.42,7,Late
LP0002781,L00149,C00615,2023-11-28,2023-11-28,18207.02,0,Paid
LP0002782,L00149,C00615,2023-12-28,2023-12-31,18107.43,3,Paid
LP0002783,L00149,C00615,2024-01-28,2024-02-07,18188.77,10,Late
LP0002784,L00149,C00615,2024-02-28,2024-03-09,17519.3,10,Late
LP0002785,L00149,C00615,2024-03-28,2024-03-31,17887.72,3,Paid
LP0002786,L00149,C00615,2024-04-28,2024-05-07,18375.73,9,Late
LP0002787,L00149,C00615,2024-05-28,2024-05-28,17908.23,0,Paid
LP0002788,L00149,C00615,2024-06-28,2024-07-05,17762.68,7,Late
LP0002789,L00149,C00615,2024-07-28,2024-08-03,18088.49,6,Late
LP0002790,L00149,C00615,2024-08-28,2024-09-01,18143.26,4,Paid
LP0002791,L00149,C00615,2024-09-28,2024-10-04,17884.51,6,Late
LP0002792,L00149,C00615,2024-10-28,2024-10-31,18176.76,3,Paid
LP0002793,L00149,C00615,2024-11-28,2024-12-05,18247.86,7,Late
LP0002794,L00149,C00615,2024-12-28,2025-01-02,17897.27,5,Paid
LP0002795,L00149,C00615,2025-01-28,2025-01-29,18425.78,1,Paid
LP0002796,L00149,C00615,2025-02-28,2025-03-08,17741.72,8,Late
LP0002797,L00150,C00663,2025-06-28,2025-07-01,36325.89,3,Paid
LP0002798,L00150,C00663,2025-07-28,2025-08-04,36631.75,7,Late
LP0002799,L00150,C00663,2025-08-28,2025-09-04,37528.46,7,Late
LP0002800,L00150,C00663,2025-09-28,2025-10-03,36810.41,5,Paid
LP0002801,L00150,C00663,2025-10-28,2025-11-06,36180.49,9,Late
LP0002802,L00150,C00663,2025-11-28,2025-12-03,36683.32,5,Paid
LP0002803,L00150,C00663,2025-12-28,2026-01-03,35734.12,6,Late
LP0002804,L00150,C00663,2026-01-28,2026-02-07,37615.65,10,Late
LP0002805,L00150,C00663,2026-02-28,2026-03-08,37578.61,8,Late
LP0002806,L00150,C00663,2026-03-28,2026-03-31,36539.67,3,Paid
LP0002807,L00150,C00663,2026-04-28,2026-05-02,36763.03,4,Paid
LP0002808,L00150,C00663,2026-05-28,2026-06-06,37560.97,9,Late
LP0002809,L00150,C00663,2026-06-28,2026-07-01,37241.07,3,Paid
LP0002810,L00150,C00663,2026-07-28,2026-08-03,35654.52,6,Late
LP0002811,L00150,C00663,2026-08-28,2026-08-30,36163.11,2,Paid
LP0002812,L00151,C00006,2022-10-28,2022-11-02,66815.03,5,Paid
LP0002813,L00151,C00006,2022-11-28,2022-12-03,70237.21,5,Paid
LP0002814,L00151,C00006,2022-12-28,2023-01-03,68848.63,6,Late
LP0002815,L00151,C00006,2023-01-28,2023-01-28,67439.17,0,Paid
LP0002816,L00151,C00006,2023-02-28,2023-03-07,70152.12,7,Late
LP0002817,L00151,C00006,2023-03-28,2023-03-30,69349.89,2,Paid
LP0002818,L00151,C00006,2023-04-28,2023-05-07,69091.82,9,Late
LP0002819,L00151,C00006,2023-05-28,2023-05-29,70569.96,1,Paid
LP0002820,L00151,C00006,2023-06-28,2023-06-29,69785.52,1,Paid
LP0002821,L00151,C00006,2023-07-28,2023-07-31,68607.44,3,Paid
LP0002822,L00151,C00006,2023-08-28,2023-09-03,67657.82,6,Late
LP0002823,L00151,C00006,2023-09-28,2023-09-30,69231.1,2,Paid
LP0002824,L00151,C00006,2023-10-28,2023-10-28,67717.6,0,Paid
LP0002825,L00151,C00006,2023-11-28,2023-12-14,59436.86,16,Partial
LP0002826,L00151,C00006,2023-12-28,,0,62,Missed
LP0002827,L00151,C00006,2024-01-28,2024-03-18,49479.53,50,Partial
LP0002828,L00151,C00006,2024-02-28,2024-04-03,47354.4,35,Partial
LP0002829,L00151,C00006,2024-03-28,,0,82,Missed
LP0002830,L00151,C00006,2024-04-28,2024-05-13,54869.56,15,Partial
LP0002831,L00151,C00006,2024-05-28,2024-06-25,60127.42,28,Partial
LP0002832,L00151,C00006,2024-06-28,2024-07-28,57790.39,30,Partial
LP0002833,L00151,C00006,2024-07-28,2024-09-24,35542.88,58,Partial
LP0002834,L00151,C00006,2024-08-28,2024-09-23,54679.01,26,Partial
LP0002835,L00151,C00006,2024-09-28,2024-11-07,36702.55,40,Partial
LP0002836,L00152,C00573,2022-05-28,2022-06-02,46548.84,5,Paid
LP0002837,L00152,C00573,2022-06-28,2022-07-03,46187.53,5,Paid
LP0002838,L00152,C00573,2022-07-28,2022-08-01,46753.69,4,Paid
LP0002839,L00152,C00573,2022-08-28,2022-08-31,47070.76,3,Paid
LP0002840,L00152,C00573,2022-09-28,2022-10-06,45492.44,8,Late
LP0002841,L00152,C00573,2022-10-28,2022-10-28,47213.32,0,Paid
LP0002842,L00152,C00573,2022-11-28,2022-12-08,46680.8,10,Late
LP0002843,L00152,C00573,2022-12-28,2022-12-28,47489.93,0,Paid
LP0002844,L00152,C00573,2023-01-28,2023-02-03,45459.04,6,Late
LP0002845,L00152,C00573,2023-02-28,2023-03-05,48068.51,5,Paid
LP0002846,L00152,C00573,2023-03-28,2023-04-04,45881.7,7,Late
LP0002847,L00152,C00573,2023-04-28,2023-05-08,47430.81,10,Late
LP0002848,L00152,C00573,2023-05-28,2023-06-01,45617.27,4,Paid
LP0002849,L00152,C00573,2023-06-28,2023-07-07,46426.74,9,Late
LP0002850,L00152,C00573,2023-07-28,2023-07-28,47383.89,0,Paid
LP0002851,L00152,C00573,2023-08-28,2023-09-03,47612.73,6,Late
LP0002852,L00152,C00573,2023-09-28,2023-10-04,47754.36,6,Late
LP0002853,L00152,C00573,2023-10-28,2023-11-07,47706.42,10,Late
LP0002854,L00152,C00573,2023-11-28,2023-12-08,46253.45,10,Late
LP0002855,L00152,C00573,2023-12-28,2023-12-29,46526.98,1,Paid
LP0002856,L00152,C00573,2024-01-28,2024-02-03,45351.26,6,Late
LP0002857,L00152,C00573,2024-02-28,2024-03-01,46114.52,2,Paid
LP0002858,L00152,C00573,2024-03-28,2024-04-02,46347.95,5,Paid
LP0002859,L00152,C00573,2024-04-28,2024-05-05,47260.65,7,Late
LP0002860,L00153,C00743,2023-05-28,2023-05-29,6684.89,1,Paid
LP0002861,L00153,C00743,2023-06-28,2023-07-02,6565.71,4,Paid
LP0002862,L00153,C00743,2023-07-28,2023-08-03,6827.81,6,Late
LP0002863,L00153,C00743,2023-08-28,2023-09-04,6611.89,7,Late
LP0002864,L00153,C00743,2023-09-28,2023-10-03,6819.86,5,Paid
LP0002865,L00153,C00743,2023-10-28,2023-11-02,6585.72,5,Paid
LP0002866,L00153,C00743,2023-11-28,2023-11-28,6634.48,0,Paid
LP0002867,L00153,C00743,2023-12-28,2023-12-31,6587.91,3,Paid
LP0002868,L00153,C00743,2024-01-28,2024-01-30,6647.88,2,Paid
LP0002869,L00153,C00743,2024-02-28,2024-03-04,6558.26,5,Paid
LP0002870,L00153,C00743,2024-03-28,2024-04-05,6699.44,8,Late
LP0002871,L00153,C00743,2024-04-28,2024-05-08,6604.74,10,Late
LP0002872,L00153,C00743,2024-05-28,2024-06-06,6862.2,9,Late
LP0002873,L00153,C00743,2024-06-28,2024-07-07,6640.8,9,Late
LP0002874,L00153,C00743,2024-07-28,2024-07-28,6699.51,0,Paid
LP0002875,L00153,C00743,2024-08-28,2024-09-07,6526.58,10,Late
LP0002876,L00153,C00743,2024-09-28,2024-10-05,6784.12,7,Late
LP0002877,L00153,C00743,2024-10-28,2024-11-05,6703.22,8,Late
LP0002878,L00153,C00743,2024-11-28,2024-12-02,6523.64,4,Paid
LP0002879,L00153,C00743,2024-12-28,2025-01-07,6488.23,10,Late
LP0002880,L00153,C00743,2025-01-28,2025-02-03,6873.64,6,Late
LP0002881,L00153,C00743,2025-02-28,2025-03-04,6691.38,4,Paid
LP0002882,L00153,C00743,2025-03-28,2025-04-01,6614.1,4,Paid
LP0002883,L00153,C00743,2025-04-28,2025-04-30,6801.83,2,Paid
LP0002884,L00154,C00280,2024-12-28,2025-01-03,27148.55,6,Late
LP0002885,L00154,C00280,2025-01-28,2025-02-06,28413.5,9,Late
LP0002886,L00154,C00280,2025-02-28,2025-03-07,27967.84,7,Late
LP0002887,L00154,C00280,2025-03-28,2025-03-30,27210.6,2,Paid
LP0002888,L00154,C00280,2025-04-28,2025-05-07,27294.15,9,Late
LP0002889,L00154,C00280,2025-05-28,2025-05-28,27948.16,0,Paid
LP0002890,L00154,C00280,2025-06-28,2025-07-02,27437.52,4,Paid
LP0002891,L00154,C00280,2025-07-28,2025-07-29,28091.25,1,Paid
LP0002892,L00154,C00280,2025-08-28,2025-08-29,28265.56,1,Paid
LP0002893,L00154,C00280,2025-09-28,2025-10-02,28603.18,4,Paid
LP0002894,L00154,C00280,2025-10-28,2025-11-02,27497.62,5,Paid
LP0002895,L00154,C00280,2025-11-28,2025-12-05,27958.16,7,Late
LP0002896,L00154,C00280,2025-12-28,2026-01-06,26997.9,9,Late
LP0002897,L00154,C00280,2026-01-28,2026-01-28,27739.48,0,Paid
LP0002898,L00154,C00280,2026-02-28,2026-03-05,27615.49,5,Paid
LP0002899,L00154,C00280,2026-03-28,2026-04-05,27755.57,8,Late
LP0002900,L00154,C00280,2026-04-28,2026-05-01,27042.65,3,Paid
LP0002901,L00154,C00280,2026-05-28,2026-06-07,27296.57,10,Late
LP0002902,L00154,C00280,2026-06-28,2026-07-04,27527.79,6,Late
LP0002903,L00154,C00280,2026-07-28,2026-08-05,28572.46,8,Late
LP0002904,L00154,C00280,2026-08-28,2026-09-04,28110.06,7,Late
LP0002905,L00155,C00696,2025-10-28,2025-11-07,47835.59,10,Late
LP0002906,L00155,C00696,2025-11-28,2025-11-29,48641.68,1,Paid
LP0002907,L00155,C00696,2025-12-28,2025-12-28,46710.68,0,Paid
LP0002908,L00155,C00696,2026-01-28,2026-01-31,47034.7,3,Paid
LP0002909,L00155,C00696,2026-02-28,2026-03-07,47274.16,7,Late
LP0002910,L00155,C00696,2026-03-28,2026-04-03,48732.13,6,Late
LP0002911,L00155,C00696,2026-04-28,2026-05-07,46927.76,9,Late
LP0002912,L00155,C00696,2026-05-28,2026-06-06,47765.8,9,Late
LP0002913,L00155,C00696,2026-06-28,2026-07-08,46474.76,10,Late
LP0002914,L00155,C00696,2026-07-28,2026-07-30,47944.91,2,Paid
LP0002915,L00155,C00696,2026-08-28,2026-08-30,46672.33,2,Paid
LP0002916,L00156,C00766,2022-06-28,2022-07-07,11432.98,9,Late
LP0002917,L00156,C00766,2022-07-28,2022-07-31,11491.62,3,Paid
LP0002918,L00156,C00766,2022-08-28,2022-09-06,11459.68,9,Late
LP0002919,L00156,C00766,2022-09-28,2022-10-03,11395.27,5,Paid
LP0002920,L00156,C00766,2022-10-28,2022-11-04,11570.87,7,Late
LP0002921,L00156,C00766,2022-11-28,2022-11-29,11727.3,1,Paid
LP0002922,L00156,C00766,2022-12-28,2022-12-28,11746.93,0,Paid
LP0002923,L00156,C00766,2023-01-28,2023-02-01,11399.45,4,Paid
LP0002924,L00156,C00766,2023-02-28,2023-03-10,11184.9,10,Late
LP0002925,L00156,C00766,2023-03-28,2023-03-30,11540.11,2,Paid
LP0002926,L00156,C00766,2023-04-28,2023-05-07,11778.65,9,Late
LP0002927,L00156,C00766,2023-05-28,2023-06-01,11791.61,4,Paid
LP0002928,L00156,C00766,2023-06-28,2023-07-01,11555.11,3,Paid
LP0002929,L00156,C00766,2023-07-28,,0,105,Missed
LP0002930,L00156,C00766,2023-08-28,,0,65,Missed
LP0002931,L00156,C00766,2023-09-28,,0,79,Missed
LP0002932,L00156,C00766,2023-10-28,2023-12-15,10169.74,48,Partial
LP0002933,L00156,C00766,2023-11-28,2024-01-19,9235.99,52,Partial
LP0002934,L00156,C00766,2023-12-28,2024-02-11,5803.85,45,Partial
LP0002935,L00156,C00766,2024-01-28,,0,102,Missed
LP0002936,L00156,C00766,2024-02-28,2024-04-17,7466.8,49,Partial
LP0002937,L00156,C00766,2024-03-28,,0,34,Missed
LP0002938,L00156,C00766,2024-04-28,,0,36,Missed
LP0002939,L00156,C00766,2024-05-28,,0,67,Missed
LP0002940,L00157,C00940,2024-07-28,2024-08-01,4159.52,4,Paid
LP0002941,L00157,C00940,2024-08-28,2024-08-30,4157.42,2,Paid
LP0002942,L00157,C00940,2024-09-28,2024-10-05,4077.31,7,Late
