transaction_id,account_id,customer_id,branch_id,transaction_datetime,transaction_type,transaction_amount,currency,channel,merchant_category,transaction_city,device_id,transaction_status,fee_amount,operational_cost,fraud_confirmed
T00007607,A000389,C00271,B010,2026-08-25 04:05:44,Debit,144048.09,INR,Mobile Banking,Electronics,Kochi,D00271-1,Success,20.68,4.99,No
T00007609,A000393,C00274,B007,2026-03-05 00:56:35,Credit,29340.59,INR,Card,Utilities,Pune,D00274-1,Success,8.34,19.56,No
T00007629,A001059,C00744,B016,2026-07-01 09:03:48,Debit,36823.92,EUR,Card,Transfer,Coimbatore,D00744-1,Success,11.13,15.13,No
T00007655,A000587,C00412,B007,2025-03-11 07:43:04,Debit,46002.29,INR,UPI,Travel,Pune,D00412-1,Success,15.13,15.3,No
T00007659,A001260,C00877,B011,2026-06-21 11:34:37,Debit,33203.6,INR,Mobile Banking,Electronics,Coimbatore,D00877-1,Success,29.97,8.65,No
T00007663,A000837,C00582,B014,2026-01-11 02:50:08,Debit,40701.11,INR,Card,ATM,Madurai,D00582-1,Failed,22.41,8.15,No
T00007668,A000257,C00176,B015,2025-01-02 20:47:11,Debit,49374.03,INR,Net Banking,Dining,Coimbatore,D00176-1,Success,7.55,14.63,No
T00007675,A001266,C00880,B018,2026-03-11 08:18:07,Debit,24626.13,INR,UPI,E-Commerce,Madurai,D00880-1,Success,28.42,20.84,No
T00007707,A001135,C00791,B024,2025-01-05 23:31:58,Debit,25563.0,INR,UPI,Utilities,Kolkata,D00791-1,Success,31.01,3.83,No
T00007724,A001321,C00917,B011,2025-09-15 06:41:02,Credit,25690.72,INR,Net Banking,Transfer,Bengaluru,D00917-1,Success,7.3,2.58,No
T00007737,A000807,C00560,B004,2026-04-16 13:57:12,Debit,21506.93,INR,Net Banking,Dining,Hyderabad,D00560-1,Success,7.69,8.17,No
T00007746,A000706,C00492,B025,2025-01-27 04:43:30,Debit,97696.83,INR,Card,Travel,Bengaluru,D00492-1,Success,26.02,16.01,No
T00007752,A000631,C00440,B010,2025-02-21 16:58:22,Credit,29213.97,INR,Branch,Healthcare,Coimbatore,D00440-1,Success,20.37,17.23,No
T00007769,A001026,C00721,B016,2025-12-20 22:47:17,Credit,24256.08,INR,UPI,Grocery,Delhi,D00721-1,Success,20.12,4.34,No
T00007776,A000312,C00217,B012,2026-08-05 03:46:20,Credit,29414.95,USD,Card,Electronics,Bengaluru,D00217-1,Success,22.05,11.16,No
T00007778,A001045,C00734,B015,2024-04-23 16:21:22,Debit,21756.07,INR,Mobile Banking,E-Commerce,Bengaluru,D00734-1,Success,23.34,8.87,No
T00007782,A000070,C00045,B025,2025-11-23 11:47:17,Debit,39461.47,INR,Net Banking,Healthcare,Mumbai,D00045-1,Success,26.62,4.31,No
T00007788,A001314,C00913,B006,2026-04-03 01:38:50,Debit,25257.28,INR,Net Banking,Healthcare,Pune,D00913-1,Success,2.39,10.79,No
T00007798,A000404,C00283,B011,2026-03-13 04:17:01,Debit,24716.11,INR,UPI,Healthcare,Kolkata,D00283-1,Success,7.66,8.44,No
T00007799,A000325,C00224,B024,2026-02-28 18:09:47,Credit,25060.3,INR,Card,Fuel,Mumbai,D00224-1,Success,5.25,20.07,No
T00007819,A000248,C00169,B008,2024-06-09 08:19:28,Debit,28469.88,INR,Card,Transfer,Chennai,D00169-1,Success,8.84,11.87,No
T00007822,A000720,C00499,B004,2024-02-20 07:59:46,Credit,26757.93,INR,UPI,Travel,Delhi,D00499-1,Success,4.03,21.73,No
T00007823,A001150,C00802,B013,2026-02-12 01:51:48,Debit,27251.38,INR,UPI,Utilities,Kolkata,D00802-1,Success,0.48,27.92,No
T00007876,A001435,C01000,B016,2026-01-19 08:23:22,Debit,44297.74,INR,UPI,Utilities,Hyderabad,D01000-1,Success,31.19,7.24,No
T00007892,A000503,C00352,B018,2024-12-10 01:48:31,Debit,25012.55,INR,UPI,Utilities,Kochi,D00352-1,Failed,16.95,15.17,No
T00007896,A000537,C00377,B009,2025-11-12 19:15:38,Debit,46770.05,INR,Net Banking,Utilities,Pune,D00377-1,Success,25.04,18.18,No
T00007904,A001417,C00987,B011,2026-08-06 05:54:39,Credit,89847.01,INR,UPI,ATM,Madurai,D00987-1,Success,26.7,3.06,No
T00007905,A001199,C00834,B013,2026-05-08 20:49:29,Credit,22911.07,INR,ATM,ATM,Chennai,D00834-1,Success,21.89,13.77,No
T00007926,A001153,C00804,B001,2024-08-13 09:58:03,Credit,26232.88,INR,Card,Grocery,Mumbai,D00804-1,Success,16.24,13.05,No
T00007944,A000461,C00323,B017,2024-07-25 11:15:30,Debit,20497.72,INR,Card,Grocery,Bengaluru,D00323-1,Success,25.71,20.16,No
T00007949,A000348,C00242,B025,2025-02-12 07:18:55,Debit,32393.42,INR,UPI,Electronics,Bengaluru,D00242-1,Success,16.0,27.17,No
T00007951,A000241,C00165,B003,2025-05-07 05:19:20,Credit,27203.2,INR,Net Banking,Fuel,Bengaluru,D00165-1,Success,27.44,14.61,No
T00007962,A000117,C00071,B008,2024-10-14 01:51:24,Credit,33474.45,INR,Branch,Travel,Mumbai,D00071-1,Success,27.75,5.21,No
T00007964,A000151,C00098,B001,2025-07-27 11:19:36,Debit,33362.84,INR,Mobile Banking,Healthcare,Hyderabad,D00098-1,Success,12.57,12.37,No
T00007966,A000432,C00303,B006,2026-06-22 10:10:44,Debit,25177.1,INR,UPI,Electronics,Chennai,D00303-1,Success,17.73,5.43,No
T00007987,A001315,C00913,B006,2025-01-07 06:46:26,Credit,23788.35,EUR,Net Banking,Fuel,Pune,D00913-1,Success,0.75,27.54,No
T00007991,A000044,C00031,B013,2025-08-31 07:28:30,Debit,23869.66,INR,Card,Utilities,Kolkata,D00031-1,Success,30.06,7.14,No
T00008028,A001040,C00730,B002,2025-12-16 10:29:18,Debit,71181.88,INR,Mobile Banking,Fuel,Kochi,D00730-1,Success,27.61,22.05,No
T00008035,A001084,C00762,B003,2025-11-30 21:33:54,Debit,31749.5,INR,Net Banking,Dining,Mumbai,D00762-1,Success,23.23,16.88,No
T00008036,A001163,C00810,B014,2025-09-16 02:29:42,Debit,34663.59,INR,ATM,Electronics,Hyderabad,D00810-1,Failed,1.52,3.9,No
T00008072,A000469,C00328,B013,2024-06-06 12:01:56,Debit,19867.52,INR,UPI,Fuel,Bengaluru,D00328-1,Success,26.05,3.37,No
T00008079,A000411,C00289,B024,2025-09-30 21:46:38,Debit,29613.54,INR,Card,Travel,Pune,D00289-1,Success,14.85,9.69,No
T00008089,A000033,C00025,B014,2025-09-04 14:07:50,Credit,87330.07,INR,UPI,Travel,Hyderabad,D00025-1,Success,31.9,19.79,No
T00008093,A000312,C00217,B012,2026-03-26 22:08:57,Debit,27341.67,USD,UPI,Grocery,Bengaluru,D00217-1,Failed,31.58,16.73,No
T00008101,A000202,C00134,B023,2025-03-16 19:42:09,Debit,34308.27,INR,Branch,Transfer,Chennai,D00134-1,Success,33.32,19.25,No
T00008106,A000127,C00080,B023,2025-06-15 10:42:15,Debit,82857.13,INR,ATM,Electronics,Coimbatore,D00080-1,Success,13.62,10.56,No
T00008114,A000019,C00014,B006,2025-03-11 05:06:03,Debit,24229.52,INR,UPI,Electronics,Pune,D00014-1,Success,10.17,17.02,No
T00008120,A001128,C00785,B001,2026-05-31 20:02:59,Debit,77412.42,INR,UPI,Electronics,Chennai,D00785-1,Success,12.39,8.23,No
T00008144,A001119,C00780,B013,2024-05-24 01:26:42,Debit,65070.69,INR,Mobile Banking,Grocery,Coimbatore,D00780-1,Success,31.85,6.31,No
T00008151,A000271,C00188,B014,2025-03-22 16:47:50,Credit,27328.69,INR,UPI,Transfer,Hyderabad,D00188-1,Success,16.22,5.32,No
T00008154,A000239,C00164,B024,2024-07-23 07:08:58,Debit,28045.35,INR,UPI,Travel,Coimbatore,D00164-1,Success,22.17,24.91,No
T00008160,A000441,C00308,B016,2025-12-31 18:14:36,Debit,58577.32,INR,Card,Grocery,Hyderabad,D00308-1,Failed,14.71,29.28,No
T00008166,A001013,C00711,B020,2025-05-26 13:48:24,Debit,24201.74,INR,Mobile Banking,Utilities,Pune,D00711-1,Success,30.75,14.99,No
T00008167,A000782,C00542,B004,2026-02-05 16:40:01,Debit,38540.42,INR,UPI,Healthcare,Mumbai,D00542-1,Success,5.03,12.96,No
T00008175,A000762,C00528,B012,2024-06-20 03:51:26,Debit,41706.29,INR,Mobile Banking,Fuel,Kochi,D00528-1,Failed,0.51,6.7,No
T00008187,A000345,C00239,B017,2025-08-24 23:43:25,Debit,67150.54,INR,Mobile Banking,Dining,Chennai,D00239-1,Success,0.05,13.17,No
T00008218,A000470,C00329,B022,2026-06-14 15:49:58,Debit,24749.29,INR,UPI,Electronics,Mumbai,D00329-1,Success,25.7,5.31,No
T00008238,A000810,C00561,B009,2024-09-20 14:15:16,Debit,31444.21,INR,UPI,Transfer,Coimbatore,D00561-1,Success,23.38,24.68,No
T00008239,A000704,C00491,B008,2025-12-19 23:12:01,Credit,57811.2,INR,Net Banking,Dining,Kochi,D00491-1,Success,24.76,22.42,No
T00008252,A001368,C00952,B004,2024-02-07 10:37:22,Debit,44141.44,USD,UPI,Transfer,Mumbai,D00952-1,Success,27.87,29.63,No
T00008277,A000573,C00402,B009,2026-05-09 03:59:29,Debit,27350.96,INR,Mobile Banking,Dining,Chennai,D00402-1,Success,12.53,21.59,No
T00008286,A000841,C00586,B015,2026-04-16 06:36:33,Debit,24288.14,INR,UPI,Dining,Hyderabad,D00586-1,Success,6.19,5.26,No
T00008303,A000226,C00153,B008,2025-02-11 02:59:33,Debit,70349.26,INR,UPI,Fuel,Kochi,D00153-1,Success,5.1,21.23,No
T00008305,A000745,C00514,B014,2026-01-19 04:18:49,Credit,40378.61,INR,Net Banking,Grocery,Chennai,D00514-1,Success,7.79,3.56,No
T00008310,A000040,C00028,B013,2025-08-04 04:54:41,Debit,24430.62,INR,UPI,Dining,Mumbai,D00028-1,Success,1.6,14.99,No
T00008311,A001323,C00918,B021,2025-06-18 07:31:40,Credit,37396.14,INR,UPI,E-Commerce,Bengaluru,D00918-1,Success,1.71,28.28,No
T00008316,A001279,C00889,B013,2025-09-17 07:10:34,Debit,65440.17,INR,UPI,E-Commerce,Madurai,D00889-1,Success,27.9,10.17,No
T00008323,A000667,C00461,B010,2026-05-09 14:57:24,Debit,31321.63,INR,UPI,ATM,Delhi,D00461-1,Success,18.34,17.38,No
T00008326,A000318,C00221,B024,2026-03-01 20:41:33,Debit,31762.23,INR,UPI,Dining,Pune,D00221-1,Success,28.22,13.11,No
T00008328,A001242,C00864,B016,2024-12-21 12:34:10,Debit,28019.87,INR,Card,Travel,Delhi,D00864-1,Success,29.97,8.14,No
T00008347,A001374,C00956,B001,2024-11-24 17:37:52,Debit,60681.5,INR,UPI,Travel,Bengaluru,D00956-1,Success,8.04,25.57,No
T00008356,A000372,C00260,B015,2025-10-20 08:50:42,Credit,27754.02,INR,UPI,Transfer,Madurai,D00260-1,Success,11.96,22.21,No
T00008380,A000028,C00021,B012,2026-06-19 08:30:39,Credit,29926.54,INR,Mobile Banking,Dining,Mumbai,D00021-1,Success,13.56,24.18,No
T00008387,A000888,C00619,B006,2025-07-26 23:50:32,Debit,21036.02,INR,ATM,ATM,Kolkata,D00619-1,Success,18.24,16.71,No
T00008398,A000342,C00237,B005,2025-02-08 18:15:49,Debit,23566.98,INR,UPI,ATM,Pune,D00237-1,Success,14.68,17.94,No
T00008426,A000103,C00063,B001,2026-08-30 05:41:23,Debit,241865.22,INR,Card,E-Commerce,Hyderabad,D00063-1,Success,9.29,29.71,No
T00008448,A000546,C00382,B021,2025-08-08 11:38:47,Debit,31239.33,INR,ATM,Dining,Delhi,D00382-1,Success,5.1,26.43,No
T00008457,A000987,C00692,B017,2024-07-20 06:12:54,Credit,20377.5,INR,Net Banking,Electronics,Delhi,D00692-1,Success,3.76,7.85,No
T00008477,A000150,C00097,B010,2025-11-27 19:48:24,Credit,20386.61,INR,Mobile Banking,Dining,Kolkata,D00097-1,Success,9.11,2.08,No
T00008508,A001235,C00860,B005,2024-06-17 07:14:12,Debit,20630.19,INR,Net Banking,Healthcare,Mumbai,D00860-1,Success,22.5,3.91,No
T00008531,A000796,C00551,B010,2026-06-02 17:09:27,Debit,22259.42,INR,Net Banking,Electronics,Pune,D00551-1,Success,1.68,18.53,No
T00008600,A000217,C00148,B016,2025-04-19 19:02:07,Credit,20666.23,INR,UPI,Fuel,Kolkata,D00148-1,Success,10.56,29.42,No
T00008620,A000810,C00561,B009,2026-03-31 07:04:08,Debit,34412.18,INR,Net Banking,Travel,Coimbatore,D00561-1,Success,33.1,25.08,No
T00008630,A000049,C00034,B008,2026-08-06 15:10:34,Credit,20328.4,INR,UPI,Healthcare,Delhi,D00034-1,Success,34.81,27.8,No
T00008631,A001254,C00872,B008,2026-05-14 15:50:42,Debit,19725.9,INR,Card,Grocery,Kochi,D00872-1,Success,22.78,17.43,No
T00008639,A001337,C00930,B019,2026-08-05 05:51:15,Debit,73873.99,INR,UPI,Grocery,Chennai,D00930-1,Success,25.11,2.37,No
T00008651,A000392,C00273,B023,2025-01-14 21:29:57,Debit,26980.55,INR,UPI,Transfer,Delhi,D00273-1,Success,15.32,27.36,No
T00008659,A001309,C00910,B015,2025-09-12 13:08:37,Debit,66201.11,INR,Mobile Banking,Fuel,Mumbai,D00910-1,Success,25.46,21.76,No
T00008667,A001260,C00877,B011,2025-02-27 21:12:28,Debit,23841.17,INR,UPI,ATM,Coimbatore,D00877-1,Success,7.91,16.41,No
T00008701,A000964,C00676,B010,2025-12-30 08:18:53,Debit,27572.74,INR,Card,Grocery,Kochi,D00676-1,Success,24.37,22.61,No
T00008728,A000735,C00507,B025,2026-03-28 12:08:04,Credit,40690.26,INR,Net Banking,Transfer,Bengaluru,D00507-1,Failed,28.49,28.17,No
T00008751,A000226,C00153,B008,2024-09-26 06:54:30,Debit,26570.9,INR,ATM,Transfer,Kochi,D00153-1,Success,23.32,8.49,No
T00008755,A000506,C00354,B023,2026-08-30 19:56:15,Credit,38002.64,INR,UPI,ATM,Coimbatore,D00354-1,Success,8.14,6.74,No
T00008761,A000267,C00185,B002,2026-04-14 12:47:43,Debit,46959.55,INR,UPI,E-Commerce,Kochi,D00185-1,Success,13.19,10.19,No
T00008764,A000778,C00539,B011,2025-11-03 00:07:32,Debit,22986.42,INR,Branch,Grocery,Madurai,D00539-1,Success,5.74,26.69,No
T00008803,A001174,C00819,B006,2025-03-08 06:05:35,Debit,32569.63,INR,Mobile Banking,Travel,Madurai,D00819-1,Success,19.66,10.64,No
T00008815,A000676,C00468,B022,2026-08-21 14:08:48,Debit,36379.67,INR,Net Banking,Grocery,Coimbatore,D00468-1,Success,9.71,20.22,No
T00008817,A000215,C00146,B016,2026-06-26 13:41:15,Credit,42666.27,INR,Net Banking,Travel,Kochi,D00146-1,Success,10.46,19.61,No
T00008826,A001129,C00786,B009,2024-07-19 20:12:12,Debit,32550.09,INR,Branch,Utilities,Hyderabad,D00786-1,Success,0.87,2.75,No
T00008827,A000799,C00552,B017,2025-11-26 04:15:59,Debit,26232.93,INR,Net Banking,Healthcare,Chennai,D00552-1,Success,22.9,10.53,No
T00008832,A001369,C00953,B006,2026-05-02 04:26:28,Debit,22467.68,INR,UPI,Utilities,Delhi,D00953-1,Success,3.02,3.34,No
T00008849,A000039,C00027,B017,2024-10-08 07:06:12,Credit,58635.32,INR,Net Banking,Grocery,Pune,D00027-1,Success,1.65,23.71,No
T00008856,A000054,C00038,B020,2025-05-14 19:25:00,Debit,40931.07,INR,UPI,Grocery,Pune,D00038-1,Success,10.54,19.81,No
T00008861,A000500,C00350,B024,2026-07-06 02:40:05,Debit,20821.17,INR,Net Banking,Grocery,Delhi,D00350-1,Success,21.53,18.25,No
T00008891,A000273,C00190,B014,2026-02-08 12:11:51,Debit,57135.49,INR,Net Banking,E-Commerce,Hyderabad,D00190-1,Success,19.86,9.07,No
T00008905,A000102,C00063,B001,2026-06-24 08:11:13,Debit,20777.35,INR,UPI,Healthcare,Hyderabad,D00063-1,Success,15.71,9.01,No
T00008907,A000295,C00205,B023,2026-06-22 20:08:47,Debit,57865.46,INR,Card,Transfer,Kochi,D00205-1,Success,3.16,6.19,No
T00008915,A000077,C00049,B018,2026-07-31 22:08:42,Debit,26409.02,INR,Card,Electronics,Delhi,D00049-1,Success,25.4,2.04,No
T00008917,A000164,C00107,B014,2024-07-01 17:11:58,Debit,58332.77,INR,Mobile Banking,Utilities,Coimbatore,D00107-1,Success,14.35,26.81,No
T00008918,A001071,C00751,B017,2024-02-10 16:03:27,Debit,24595.99,INR,Net Banking,Utilities,Kolkata,D00751-1,Success,18.41,12.34,No
T00008938,A000799,C00552,B017,2025-07-30 20:37:26,Debit,20613.75,INR,UPI,ATM,Chennai,D00552-1,Success,4.89,14.77,No
T00008942,A001273,C00886,B023,2026-08-27 17:07:16,Debit,161399.34,INR,UPI,Grocery,Bengaluru,D00886-1,Success,16.74,7.61,No
T00008967,A000524,C00366,B006,2025-11-30 23:30:25,Debit,51582.06,INR,Card,E-Commerce,Delhi,D00366-1,Success,16.07,22.26,No
T00008969,A000080,C00050,B004,2025-12-03 22:15:22,Debit,36842.64,INR,UPI,Utilities,Madurai,D00050-1,Success,30.9,2.54,No
T00008983,A000951,C00664,B012,2024-10-02 16:32:51,Debit,34521.72,INR,UPI,Travel,Hyderabad,D00664-1,Success,13.47,28.0,No
T00009015,A001374,C00956,B001,2025-01-24 18:08:46,Debit,20470.06,INR,Card,E-Commerce,Bengaluru,D00956-1,Success,18.18,23.51,No
T00009019,A001211,C00841,B004,2026-01-31 14:20:15,Credit,57905.13,INR,Card,Grocery,Kolkata,D00841-1,Success,2.21,10.23,No
T00009028,A001321,C00917,B011,2024-04-13 00:16:26,Debit,21126.68,INR,UPI,ATM,Bengaluru,D00917-1,Success,31.93,26.34,No
T00009029,A001152,C00803,B007,2025-07-30 00:46:36,Debit,36075.55,INR,ATM,Fuel,Hyderabad,D00803-1,Success,28.63,2.46,No
T00009034,A000349,C00242,B025,2026-05-24 20:04:27,Credit,24041.83,INR,Mobile Banking,Healthcare,Bengaluru,D00242-1,Success,32.72,10.37,No
T00009042,A000776,C00537,B023,2026-01-22 13:56:47,Debit,46311.55,INR,Net Banking,E-Commerce,Coimbatore,D00537-1,Success,32.04,16.63,No
T00009061,A000536,C00376,B015,2024-08-26 03:32:30,Credit,175827.39,INR,UPI,E-Commerce,Bengaluru,D00376-1,Success,32.34,18.79,No
T00009066,A001004,C00705,B006,2025-03-30 16:02:54,Credit,30926.36,INR,ATM,ATM,Kolkata,D00705-1,Success,20.18,13.44,No
T00009109,A000951,C00664,B012,2025-05-14 19:46:02,Debit,27071.21,INR,UPI,ATM,Hyderabad,D00664-1,Success,33.6,22.45,No
T00009121,A000623,C00434,B011,2024-11-02 16:10:14,Debit,30813.38,INR,UPI,Travel,Pune,D00434-1,Failed,33.4,28.17,No
T00009133,A001116,C00779,B020,2024-07-31 15:52:01,Debit,21268.01,INR,Card,Electronics,Kolkata,D00779-1,Success,32.01,2.25,No
T00009134,A000502,C00351,B021,2024-12-04 10:02:52,Credit,21229.42,INR,UPI,Electronics,Delhi,D00351-1,Failed,21.45,25.73,No
T00009142,A000603,C00422,B008,2025-09-26 07:21:13,Debit,88475.79,INR,Card,Healthcare,Mumbai,D00422-1,Success,17.24,15.02,No
T00009150,A001317,C00914,B001,2025-08-27 06:15:56,Credit,21338.82,INR,UPI,Electronics,Hyderabad,D00914-1,Success,16.45,11.22,No
T00009176,A001394,C00970,B021,2026-03-18 03:57:25,Debit,107444.12,INR,Card,ATM,Pune,D00970-1,Success,13.45,5.14,No
T00009181,A000124,C00077,B010,2025-06-02 00:14:18,Debit,34093.5,INR,UPI,Healthcare,Pune,D00077-1,Failed,6.06,10.51,No
T00009194,A000377,C00264,B010,2024-08-13 11:27:06,Debit,105069.33,INR,UPI,E-Commerce,Kochi,D00264-1,Success,26.42,4.61,No
T00009198,A000947,C00661,B019,2025-03-21 23:22:44,Debit,43989.99,INR,UPI,E-Commerce,Madurai,D00661-1,Success,28.7,27.55,No
T00009221,A000598,C00420,B011,2025-02-05 16:04:50,Debit,39343.5,INR,Mobile Banking,Utilities,Mumbai,D00420-1,Success,16.21,23.87,No
T00009224,A000870,C00603,B007,2025-06-10 02:11:20,Debit,21467.75,INR,Mobile Banking,Transfer,Madurai,D00603-1,Success,0.62,24.08,No
T00009236,A000070,C00045,B025,2024-07-21 19:07:34,Debit,21952.47,INR,Card,Travel,Mumbai,D00045-1,Success,34.64,5.53,No
T00009255,A000978,C00685,B001,2025-05-16 06:02:26,Credit,24813.09,INR,ATM,Dining,Delhi,D00685-1,Success,31.49,23.28,No
T00009263,A000710,C00493,B008,2024-02-14 21:53:38,Debit,35914.21,INR,Net Banking,Electronics,Mumbai,D00493-1,Success,2.01,2.83,No
T00009276,A001245,C00865,B015,2026-03-24 13:04:58,Debit,29697.21,INR,Mobile Banking,ATM,Kolkata,D00865-1,Success,25.23,23.6,No
T00009296,A001037,C00727,B003,2025-07-20 19:08:25,Debit,23670.12,INR,Mobile Banking,Electronics,Kolkata,D00727-1,Success,25.0,26.03,No
T00009319,A000060,C00041,B004,2026-05-28 10:25:58,Debit,26189.94,INR,UPI,Grocery,Delhi,D00041-1,Success,22.38,24.44,No
T00009333,A001335,C00928,B010,2026-08-28 11:51:09,Credit,26461.34,INR,Branch,Grocery,Coimbatore,D00928-1,Success,34.81,25.87,No
T00009336,A001126,C00784,B005,2026-08-30 23:00:40,Debit,54258.45,USD,Mobile Banking,Utilities,Chennai,D00784-1,Success,1.37,3.44,No
T00009339,A000355,C00247,B013,2025-09-11 05:26:48,Debit,31773.16,INR,UPI,Transfer,Mumbai,D00247-1,Success,28.79,24.39,No
T00009340,A000588,C00412,B007,2024-02-10 22:34:47,Debit,34940.08,INR,Mobile Banking,Travel,Pune,D00412-1,Success,22.52,11.4,No
T00009345,A000302,C00209,B011,2026-04-15 16:48:38,Credit,23091.21,INR,Branch,E-Commerce,Coimbatore,D00209-1,Success,5.5,13.64,No
T00009364,A000372,C00260,B015,2025-02-02 09:09:54,Debit,24609.79,INR,UPI,E-Commerce,Madurai,D00260-1,Success,22.79,22.14,No
T00009365,A001418,C00987,B011,2026-08-28 23:13:39,Credit,31687.66,INR,UPI,Transfer,Madurai,D00987-1,Success,6.91,21.15,No
T00009368,A001047,C00736,B004,2025-11-25 22:05:12,Credit,56719.7,INR,Net Banking,Dining,Kolkata,D00736-1,Success,11.86,17.45,No
T00009378,A001139,C00794,B016,2025-09-26 11:09:12,Credit,20316.53,INR,UPI,ATM,Kolkata,D00794-1,Success,19.66,6.01,No
T00009379,A001281,C00891,B025,2025-03-26 19:09:56,Credit,37071.59,INR,Mobile Banking,Grocery,Coimbatore,D00891-1,Success,2.13,29.33,No
T00009380,A000051,C00036,B001,2026-04-22 10:22:17,Credit,59853.69,INR,Card,Fuel,Delhi,D00036-1,Success,8.2,10.42,No
T00009386,A000011,C00007,B025,2026-06-03 00:37:39,Debit,23333.99,INR,ATM,Fuel,Hyderabad,D00007-1,Success,6.08,5.2,No
T00009398,A000885,C00616,B012,2025-05-11 05:18:02,Debit,31971.15,INR,Mobile Banking,Electronics,Kochi,D00616-1,Success,0.29,16.71,No
T00009402,A000781,C00541,B004,2026-05-21 22:14:38,Debit,46871.81,INR,Net Banking,Utilities,Madurai,D00541-1,Success,14.05,28.96,No
T00009426,A001251,C00870,B009,2025-05-22 00:34:17,Debit,22146.84,INR,Mobile Banking,Dining,Mumbai,D00870-1,Success,21.8,16.95,No
T00009456,A000080,C00050,B004,2024-11-11 03:54:30,Debit,28892.88,INR,Card,Healthcare,Madurai,D00050-1,Success,0.06,12.7,No
T00009471,A000093,C00056,B015,2026-03-19 13:27:25,Debit,43250.87,INR,ATM,Utilities,Kochi,D00056-1,Success,12.88,11.16,No
T00009473,A000686,C00477,B013,2024-11-12 04:39:28,Debit,21871.46,INR,Mobile Banking,Electronics,Hyderabad,D00477-1,Success,24.91,28.84,No
T00009484,A000610,C00426,B015,2026-01-13 01:03:21,Credit,30418.34,INR,Mobile Banking,Grocery,Coimbatore,D00426-1,Success,20.97,23.89,No
T00009485,A001271,C00884,B019,2024-09-24 05:50:16,Debit,20117.91,INR,ATM,Healthcare,Chennai,D00884-1,Success,10.29,7.89,No
T00009493,A001412,C00983,B007,2026-01-20 16:49:17,Debit,20063.16,INR,Branch,Fuel,Chennai,D00983-1,Success,6.35,19.94,No
T00009501,A001228,C00855,B003,2025-08-29 08:58:13,Debit,23014.76,INR,Card,Dining,Hyderabad,D00855-1,Success,1.47,8.53,No
T00009520,A001267,C00881,B001,2025-11-09 01:50:39,Debit,36451.87,INR,ATM,E-Commerce,Madurai,D00881-1,Success,16.25,29.43,No
T00009532,A000689,C00480,B021,2025-09-27 06:34:46,Credit,19765.32,INR,Mobile Banking,Fuel,Kochi,D00480-1,Success,3.72,17.39,No
T00009554,A000346,C00240,B022,2025-05-09 14:53:08,Debit,22261.68,INR,UPI,Grocery,Coimbatore,D00240-1,Success,23.53,26.69,No
T00009589,A001161,C00808,B014,2026-05-05 00:48:28,Debit,22282.28,INR,Mobile Banking,ATM,Hyderabad,D00808-1,Success,6.18,29.36,No
T00009593,A000027,C00020,B005,2026-04-29 17:22:25,Debit,28816.2,INR,Card,ATM,Madurai,D00020-1,Success,32.94,13.58,No
T00009595,A000963,C00675,B020,2025-01-18 07:28:56,Debit,24407.18,INR,Card,Travel,Madurai,D00675-1,Success,23.01,19.57,No
T00009597,A000569,C00399,B018,2024-06-23 13:06:53,Credit,30415.93,INR,Card,Grocery,Madurai,D00399-1,Success,21.35,20.71,No
T00009607,A000943,C00659,B005,2026-01-01 00:14:33,Credit,22199.18,INR,UPI,Grocery,Coimbatore,D00659-1,Success,7.97,11.4,No
T00009628,A001021,C00716,B008,2025-11-20 04:12:42,Debit,20068.09,INR,Card,ATM,Kolkata,D00716-1,Success,9.62,3.18,No
T00009643,A001205,C00837,B007,2026-01-15 13:19:12,Debit,21419.51,INR,Net Banking,Electronics,Madurai,D00837-1,Success,12.28,4.92,No
T00009670,A000281,C00195,B019,2025-07-23 01:12:19,Credit,31632.71,INR,Net Banking,Electronics,Mumbai,D00195-1,Success,21.22,2.39,No
T00009674,A000950,C00663,B014,2025-12-03 22:57:52,Debit,43264.89,INR,UPI,Healthcare,Coimbatore,D00663-1,Success,20.81,11.28,No
T00009692,A000892,C00621,B005,2025-02-04 17:21:22,Credit,30950.46,INR,Net Banking,Dining,Bengaluru,D00621-1,Success,27.2,25.59,No
T00009711,A001290,C00897,B002,2026-02-27 20:24:34,Credit,31292.3,INR,Card,Dining,Madurai,D00897-1,Success,7.74,2.02,No
T00009745,A000871,C00603,B007,2026-05-27 15:04:51,Credit,54973.19,EUR,ATM,ATM,Madurai,D00603-1,Success,8.15,13.98,No
T00009751,A000904,C00628,B006,2026-08-15 02:07:15,Credit,24768.38,INR,UPI,Electronics,Mumbai,D00628-1,Success,3.74,28.94,No
T00009763,A000022,C00016,B003,2026-06-09 10:23:09,Debit,21539.58,INR,Mobile Banking,Travel,Hyderabad,D00016-1,Success,2.76,22.1,No
T00009766,A000078,C00049,B018,2026-08-07 04:43:40,Debit,32080.73,INR,UPI,E-Commerce,Delhi,D00049-1,Success,3.6,5.65,No
T00009773,A000840,C00585,B011,2024-08-30 04:11:30,Credit,37056.69,INR,Card,Grocery,Hyderabad,D00585-1,Success,11.41,17.41,No
T00009774,A000319,C00221,B024,2025-10-29 01:15:46,Debit,20930.76,INR,Card,Healthcare,Pune,D00221-1,Success,13.46,18.09,No
