transaction_id,account_id,customer_id,branch_id,transaction_datetime,transaction_type,transaction_amount,currency,channel,merchant_category,transaction_city,device_id,transaction_status,fee_amount,operational_cost,fraud_confirmed,high_value_flag,rapid_transaction_flag,location_change_flag,failed_transaction_flag,basic_fraud_flag_count,previous_transaction_time,minutes_since_previous,unusual_amount_flag,previous_city,multiple_device_flag,unusual_merchant_flag,repeated_failed_flag,failed_login_flag,previous_customer_transaction,days_since_previous,high_value_after_dormant_flag,fraud_risk_score,fraud_risk_level
T00026124,A000360,C00251,B002,2026-01-15 14:24:00,Debit,53295.96,INR,Net Banking,Transfer,Mumbai,D00251-1,Failed,0.0,10.0,Yes,1,1,0,1,3,2026-01-15 14:21:00,3.0,1,Mumbai,0,1,1,1,2026-01-15 14:21:00,0.0020833333333333333,0,70,Critical
T00026125,A000360,C00251,B002,2026-01-15 14:27:00,Debit,70764.73,INR,Net Banking,Transfer,Mumbai,D00251-1,Failed,0.0,10.0,Yes,1,1,0,1,3,2026-01-15 14:24:00,3.0,1,Mumbai,0,1,1,1,2026-01-15 14:24:00,0.0020833333333333333,0,70,Critical
T00026118,A000366,C00255,B011,2025-12-06 15:21:00,Debit,103660.6,INR,Card,Travel,Bengaluru,D00255-1,Success,30.0,18.0,Yes,1,0,0,0,1,2025-12-01 14:26:47,7254.216666666666,1,Coimbatore,0,0,0,1,2025-12-01 14:26:47,5.037650462962963,0,70,Critical
T00026119,A000366,C00255,B011,2025-12-06 17:21:00,Debit,76614.76,INR,Card,Travel,Hyderabad,D00255-1,Success,30.0,18.0,Yes,1,0,1,0,2,2025-12-06 15:21:00,120.0,1,Bengaluru,0,0,0,1,2025-12-06 15:21:00,0.08333333333333333,0,70,Critical
T00026120,A000366,C00255,B011,2025-12-06 19:21:00,Debit,112378.14,INR,Card,Travel,Kochi,D00255-1,Success,30.0,18.0,Yes,1,0,1,0,2,2025-12-06 17:21:00,120.0,1,Hyderabad,0,0,0,1,2025-12-06 17:21:00,0.08333333333333333,0,70,Critical
T00019271,A000382,C00267,B003,2024-10-23 08:46:22,Credit,26109.49,INR,Mobile Banking,Healthcare,Coimbatore,D00267-1,Failed,32.51,10.83,No,1,0,0,1,2,2024-06-27 09:01:15,169905.11666666667,1,Coimbatore,0,0,1,0,2024-06-27 09:01:15,117.98966435185186,1,40,High
T00007798,A000404,C00283,B011,2026-03-13 04:17:01,Debit,24716.11,INR,UPI,Healthcare,Kolkata,D00283-1,Success,7.66,8.44,No,1,0,0,0,1,2026-01-14 20:20:29,82556.53333333334,1,Kolkata,1,0,0,0,2026-01-14 20:20:29,57.330925925925925,1,40,High
T00004419,A000408,C00286,B017,2025-06-19 07:44:30,Debit,24964.32,INR,Mobile Banking,Travel,Kochi,D00286-1,Failed,2.51,11.53,No,1,0,0,1,2,2025-06-04 00:42:05,22022.416666666668,1,Kochi,1,0,1,0,2025-06-04 00:42:05,15.293344907407407,0,40,High
T00013933,A000407,C00286,B017,2026-01-21 07:23:22,Debit,31290.53,INR,UPI,Healthcare,Kochi,D00286-1,Success,8.6,13.04,No,1,0,0,0,1,2025-12-24 10:08:11,40155.183333333334,1,Kochi,1,0,1,0,2025-12-24 10:08:11,27.885543981481483,0,40,High
T00026081,A000409,C00287,B009,2026-03-30 17:16:00,Debit,77664.28,INR,Net Banking,Transfer,Kolkata,D00287-1,Failed,0.0,10.0,No,1,1,0,1,3,2026-03-30 17:13:00,3.0,1,Kolkata,0,0,1,1,2026-03-30 17:13:00,0.0020833333333333333,0,50,High
T00026082,A000409,C00287,B009,2026-03-30 17:19:00,Debit,35484.94,INR,Net Banking,Transfer,Kolkata,D00287-1,Failed,0.0,10.0,No,1,1,0,1,3,2026-03-30 17:16:00,3.0,1,Kolkata,0,0,1,1,2026-03-30 17:16:00,0.0020833333333333333,0,50,High
T00026083,A000409,C00287,B009,2026-03-30 17:22:00,Debit,53966.5,INR,Net Banking,Transfer,Kolkata,D00287-1,Failed,0.0,10.0,Yes,1,1,0,1,3,2026-03-30 17:19:00,3.0,1,Kolkata,0,0,1,1,2026-03-30 17:19:00,0.0020833333333333333,0,70,Critical
T00026084,A000409,C00287,B009,2026-03-30 17:25:00,Debit,58066.44,INR,Net Banking,Transfer,Kolkata,D00287-1,Failed,0.0,10.0,Yes,1,1,0,1,3,2026-03-30 17:22:00,3.0,1,Kolkata,0,0,1,1,2026-03-30 17:22:00,0.0020833333333333333,0,70,Critical
T00026106,A000452,C00316,B017,2026-02-02 23:26:00,Debit,750473.49,INR,Branch,Transfer,Coimbatore,D00316-1,Success,50.0,25.0,Yes,1,0,0,0,1,2026-01-25 16:26:37,11939.383333333333,1,Coimbatore,0,0,0,0,2026-01-25 16:26:37,8.291238425925926,0,70,Critical
T00007251,A000465,C00325,B024,2025-06-28 14:18:53,Debit,39388.94,INR,UPI,E-Commerce,Coimbatore,D00325-1,Success,18.62,4.08,No,1,0,0,0,1,2025-05-01 23:38:13,82960.66666666667,1,Coimbatore,0,0,1,0,2025-05-01 23:38:13,57.61157407407408,1,40,High
T00016806,A000470,C00329,B022,2025-02-14 15:06:08,Debit,36093.73,INR,UPI,Transfer,Mumbai,D00329-1,Success,0.52,4.88,No,1,0,0,0,1,2024-12-29 01:56:35,68469.55,1,Mumbai,0,0,1,0,2024-12-29 01:56:35,47.548298611111115,1,40,High
T00018031,A000485,C00340,B021,2025-12-18 06:08:03,Debit,51802.04,INR,ATM,Travel,Chennai,D00340-1,Success,5.89,14.84,No,1,0,0,0,1,2025-10-01 04:19:26,112428.61666666667,1,Chennai,0,0,1,0,2025-10-01 04:19:26,78.07542824074073,1,40,High
T00026129,A000500,C00350,B024,2026-01-21 07:34:00,Debit,306315.93,INR,Branch,Transfer,Delhi,D00350-1,Success,50.0,25.0,Yes,1,0,0,0,1,2026-01-16 14:16:22,6797.633333333333,1,Delhi,1,0,0,1,2026-01-16 14:16:22,4.720578703703704,0,70,Critical
T00007604,A000503,C00352,B018,2024-09-29 21:41:07,Debit,29985.86,INR,Net Banking,Grocery,Kochi,D00352-1,Success,24.48,24.8,No,1,0,0,0,1,2024-07-25 00:29:31,96311.6,1,Kochi,1,0,1,0,2024-07-25 00:29:31,66.88305555555556,1,50,High
T00007892,A000503,C00352,B018,2024-12-10 01:48:31,Debit,25012.55,INR,UPI,Utilities,Kochi,D00352-1,Failed,16.95,15.17,No,1,0,0,1,2,2024-12-05 11:31:07,6617.4,1,Kochi,1,0,1,0,2024-12-05 11:31:07,4.595416666666667,0,40,High
T00015141,A000504,C00352,B018,2025-04-10 02:33:11,Debit,24141.79,INR,Card,E-Commerce,Kochi,D00352-1,Failed,17.93,5.3,No,1,0,0,1,2,2025-03-08 17:33:59,46619.2,1,Kochi,1,0,1,0,2025-03-08 17:33:59,32.37444444444444,1,50,High
T00026055,A000504,C00352,B018,2026-01-12 19:34:00,Debit,81128.49,INR,Mobile Banking,Transfer,Kochi,D00352-2,Success,20.0,12.0,Yes,1,0,0,0,1,2025-12-22 07:32:54,30961.1,1,Kochi,1,0,1,0,2025-12-22 07:32:54,21.50076388888889,0,70,Critical
T00026056,A000504,C00352,B018,2026-01-12 19:46:00,Debit,33705.61,INR,Mobile Banking,Transfer,Kochi,D00352-3,Success,20.0,12.0,Yes,1,0,0,0,1,2026-01-12 19:34:00,12.0,1,Kochi,1,0,1,0,2026-01-12 19:34:00,0.008333333333333333,0,70,Critical
T00026057,A000504,C00352,B018,2026-01-12 19:58:00,Debit,67465.12,INR,Mobile Banking,Transfer,Kochi,D00352-4,Success,20.0,12.0,Yes,1,0,0,0,1,2026-01-12 19:46:00,12.0,1,Kochi,1,0,1,0,2026-01-12 19:46:00,0.008333333333333333,0,70,Critical
T00026058,A000504,C00352,B018,2026-01-12 20:10:00,Debit,61339.06,INR,Mobile Banking,Transfer,Kochi,D00352-5,Success,20.0,12.0,Yes,1,0,0,0,1,2026-01-12 19:58:00,12.0,1,Kochi,1,0,1,0,2026-01-12 19:58:00,0.008333333333333333,0,70,Critical
T00002985,A000503,C00352,B018,2026-07-14 16:02:59,Debit,22523.64,INR,Net Banking,Electronics,Kochi,D00352-1,Success,22.19,5.65,No,1,0,0,0,1,2026-07-06 13:13:36,11689.383333333333,1,Kochi,1,0,1,0,2026-07-06 13:13:36,8.117627314814815,0,40,High
T00006857,A000511,C00356,B007,2024-11-11 04:59:32,Debit,22757.57,INR,Net Banking,Electronics,Coimbatore,D00356-1,Success,16.11,10.47,No,1,1,0,0,2,2024-11-11 04:55:36,3.933333333333333,1,Coimbatore,0,0,1,1,2024-11-11 04:55:36,0.0027314814814814814,0,50,High
T00012103,A000533,C00374,B005,2024-11-22 00:20:09,Debit,26249.29,INR,Card,Transfer,Kochi,D00374-1,Success,12.02,19.61,No,1,0,0,0,1,2024-10-02 16:33:28,72466.68333333333,1,Kochi,0,0,1,0,2024-10-02 16:33:28,50.32408564814815,1,40,High
T00026071,A000561,C00394,B010,2026-02-02 10:50:00,Debit,587704.6,INR,Branch,Transfer,Kolkata,D00394-1,Success,50.0,25.0,Yes,1,0,0,0,1,2026-01-17 10:54:07,23035.883333333335,1,Kolkata,0,0,0,0,2026-01-17 10:54:07,15.997141203703704,0,70,Critical
T00011885,A000585,C00410,B006,2024-08-03 05:23:51,Credit,51497.06,INR,UPI,Dining,Pune,D00410-1,Success,17.7,29.53,No,1,0,0,0,1,2024-07-03 04:31:17,44692.566666666666,1,Pune,0,0,1,1,2024-07-03 04:31:17,31.03650462962963,1,45,High
T00016213,A000584,C00410,B006,2024-12-10 18:25:54,Debit,21135.75,INR,UPI,Electronics,Pune,D00410-1,Success,33.5,12.56,No,1,0,0,0,1,2024-10-31 04:17:11,58448.71666666667,1,Pune,0,0,1,1,2024-10-31 04:17:11,40.58938657407408,1,45,High
T00005322,A000584,C00410,B006,2025-11-06 13:21:19,Debit,20642.2,INR,Card,Grocery,Pune,D00410-1,Success,25.66,19.39,No,1,0,0,0,1,2025-09-26 08:22:39,59338.666666666664,1,Pune,0,0,1,1,2025-09-26 08:22:39,41.20740740740741,1,45,High
T00016604,A000592,C00415,B016,2026-06-13 12:14:05,Credit,53851.11,INR,Mobile Banking,ATM,Hyderabad,D00415-1,Success,9.84,13.2,No,1,0,0,0,1,2026-04-29 20:36:40,64297.416666666664,1,Hyderabad,1,0,0,0,2026-04-29 20:36:40,44.650983796296295,1,40,High
T00021610,A000595,C00417,B018,2024-09-21 13:36:23,Credit,250000.0,INR,Net Banking,Electronics,Hyderabad,D00417-1,Success,24.37,22.97,No,1,0,0,0,1,2024-08-08 03:21:24,63974.98333333333,1,Hyderabad,0,0,1,0,2024-08-08 03:21:24,44.427071759259256,1,40,High
T00016570,A000595,C00417,B018,2025-01-04 18:35:51,Debit,52921.08,INR,UPI,Travel,Hyderabad,D00417-1,Success,3.71,5.58,No,1,0,0,0,1,2024-09-21 13:36:23,151499.46666666667,1,Hyderabad,0,0,1,0,2024-09-21 13:36:23,105.20796296296297,1,40,High
T00015976,A000604,C00423,B013,2025-04-29 12:18:21,Credit,29769.03,INR,UPI,Transfer,Madurai,D00423-1,Success,26.07,21.16,No,1,0,0,0,1,2025-03-07 19:40:44,75877.61666666667,1,Madurai,0,0,1,0,2025-03-07 19:40:44,52.69278935185185,1,40,High
T00007752,A000631,C00440,B010,2025-02-21 16:58:22,Credit,29213.97,INR,Branch,Healthcare,Coimbatore,D00440-1,Success,20.37,17.23,No,1,0,0,0,1,2025-01-04 09:37:07,69561.25,1,Coimbatore,0,0,1,0,2025-01-04 09:37:07,48.306423611111114,1,40,High
T00024608,A000634,C00442,B011,2026-04-26 00:32:22,Debit,26841.61,INR,Net Banking,Electronics,Chennai,D00442-1,Success,28.46,15.5,No,1,0,0,0,1,2026-03-22 07:10:38,50001.73333333333,1,Chennai,0,0,1,1,2026-03-22 07:10:38,34.72342592592592,1,45,High
T00019794,A000641,C00446,B017,2026-04-12 07:12:37,Debit,21420.0,INR,UPI,E-Commerce,Chennai,D00446-1,Success,29.49,25.26,No,1,0,0,0,1,2026-02-16 20:59:01,78373.6,1,Chennai,0,0,1,1,2026-02-16 20:59:01,54.42611111111111,1,45,High
T00025627,A000649,C00451,B016,2025-12-27 02:00:32,Debit,64886.23,INR,ATM,Dining,Hyderabad,D00451-1,Success,21.74,23.2,No,1,0,0,0,1,2025-11-18 02:12:14,56148.3,1,Hyderabad,0,0,1,0,2025-11-18 02:12:14,38.991875,1,40,High
T00026067,A000651,C00452,B023,2026-07-17 11:10:00,Debit,25098.06,INR,Net Banking,Transfer,Kolkata,D00452-1,Failed,0.0,10.0,No,1,1,0,1,3,2026-07-17 11:07:00,3.0,1,Kolkata,0,0,1,0,2026-07-17 11:07:00,0.0020833333333333333,0,45,High
T00026068,A000651,C00452,B023,2026-07-17 11:13:00,Debit,43758.05,INR,Net Banking,Transfer,Kolkata,D00452-1,Failed,0.0,10.0,No,1,1,0,1,3,2026-07-17 11:10:00,3.0,1,Kolkata,0,0,1,0,2026-07-17 11:10:00,0.0020833333333333333,0,45,High
T00026069,A000651,C00452,B023,2026-07-17 11:16:00,Debit,11519.04,INR,Net Banking,Transfer,Kolkata,D00452-1,Failed,0.0,10.0,Yes,0,1,0,1,2,2026-07-17 11:13:00,3.0,0,Kolkata,0,0,1,0,2026-07-17 11:13:00,0.0020833333333333333,0,70,Critical
T00026070,A000651,C00452,B023,2026-07-17 11:19:00,Debit,19226.21,INR,Net Banking,Transfer,Kolkata,D00452-1,Failed,0.0,10.0,Yes,0,1,0,1,2,2026-07-17 11:16:00,3.0,0,Kolkata,0,0,1,0,2026-07-17 11:16:00,0.0020833333333333333,0,70,Critical
T00026076,A000662,C00458,B020,2026-02-23 18:14:00,Debit,54178.21,INR,Net Banking,Transfer,Bengaluru,D00458-1,Failed,0.0,10.0,No,1,1,0,1,3,2026-02-23 18:11:00,3.0,1,Bengaluru,0,0,1,0,2026-02-23 18:11:00,0.0020833333333333333,0,45,High
T00026077,A000662,C00458,B020,2026-02-23 18:17:00,Debit,58286.3,INR,Net Banking,Transfer,Bengaluru,D00458-1,Failed,0.0,10.0,No,1,1,0,1,3,2026-02-23 18:14:00,3.0,1,Bengaluru,0,0,1,0,2026-02-23 18:14:00,0.0020833333333333333,0,45,High
T00026078,A000662,C00458,B020,2026-02-23 18:20:00,Debit,32055.8,INR,Net Banking,Transfer,Bengaluru,D00458-1,Failed,0.0,10.0,Yes,1,1,0,1,3,2026-02-23 18:17:00,3.0,1,Bengaluru,0,0,1,0,2026-02-23 18:17:00,0.0020833333333333333,0,70,Critical
T00026079,A000662,C00458,B020,2026-02-23 18:23:00,Debit,42813.51,INR,Net Banking,Transfer,Bengaluru,D00458-1,Failed,0.0,10.0,Yes,1,1,0,1,3,2026-02-23 18:20:00,3.0,1,Bengaluru,0,0,1,0,2026-02-23 18:20:00,0.0020833333333333333,0,70,Critical
T00026037,A000668,C00462,B002,2025-08-19 17:03:00,Debit,848531.34,INR,Branch,Transfer,Chennai,D00462-1,Success,50.0,25.0,Yes,1,0,0,0,1,2025-04-20 10:04:58,174658.03333333333,1,Chennai,0,0,0,0,2025-04-20 10:04:58,121.29030092592592,1,70,Critical
T00012569,A000670,C00463,B011,2025-09-21 03:17:38,Debit,49599.51,USD,Mobile Banking,Utilities,Hyderabad,D00463-1,Success,16.29,25.15,No,1,0,0,0,1,2025-07-18 20:13:12,92584.43333333333,1,Hyderabad,0,0,1,0,2025-07-18 20:13:12,64.29474537037036,1,40,High
T00026112,A000685,C00476,B022,2026-01-30 12:11:00,Debit,58699.83,INR,Card,Electronics,Kolkata,D00476-1,Success,25.0,15.0,Yes,1,0,0,0,1,2025-12-06 01:26:53,79844.11666666667,1,Kolkata,0,0,0,1,2025-12-06 01:26:53,55.44730324074074,1,70,Critical
T00026113,A000685,C00476,B022,2026-01-30 12:13:00,Debit,55001.02,INR,Card,Electronics,Kolkata,D00476-1,Success,25.0,15.0,Yes,1,1,0,0,2,2026-01-30 12:11:00,2.0,1,Kolkata,0,0,0,1,2026-01-30 12:11:00,0.001388888888888889,0,70,Critical
T00026114,A000685,C00476,B022,2026-01-30 12:15:00,Debit,18041.62,INR,Card,Electronics,Kolkata,D00476-1,Success,25.0,15.0,Yes,0,1,0,0,1,2026-01-30 12:13:00,2.0,0,Kolkata,0,0,0,1,2026-01-30 12:13:00,0.001388888888888889,0,70,Critical
T00026115,A000685,C00476,B022,2026-01-30 12:17:00,Debit,33706.22,INR,Card,Electronics,Kolkata,D00476-1,Success,25.0,15.0,Yes,1,1,0,0,2,2026-01-30 12:15:00,2.0,1,Kolkata,0,0,0,1,2026-01-30 12:15:00,0.001388888888888889,0,70,Critical
T00026116,A000685,C00476,B022,2026-01-30 12:19:00,Debit,33000.6,INR,Card,Electronics,Kolkata,D00476-1,Success,25.0,15.0,Yes,1,1,0,0,2,2026-01-30 12:17:00,2.0,1,Kolkata,0,0,0,1,2026-01-30 12:17:00,0.001388888888888889,0,70,Critical
T00026117,A000685,C00476,B022,2026-01-30 12:21:00,Debit,21144.82,INR,Card,Electronics,Kolkata,D00476-1,Success,25.0,15.0,Yes,1,1,0,0,2,2026-01-30 12:19:00,2.0,1,Kolkata,0,0,0,1,2026-01-30 12:19:00,0.001388888888888889,0,70,Critical
T00001496,A000698,C00487,B007,2025-08-24 05:12:12,Debit,25940.74,INR,Card,Grocery,Pune,D00487-1,Success,14.57,29.39,No,1,0,0,0,1,2025-05-05 13:58:04,159314.13333333333,1,Pune,1,0,0,0,2025-05-05 13:58:04,110.63481481481482,1,40,High
T00021776,A000717,C00497,B002,2026-02-20 19:30:09,Debit,23148.44,INR,Card,Dining,Delhi,D00497-1,Success,31.97,18.08,No,1,0,0,0,1,2025-12-29 03:44:12,77265.95,1,Delhi,0,0,1,1,2025-12-29 03:44:12,53.656909722222224,1,45,High
T00019501,A000734,C00507,B025,2024-08-29 05:22:38,Credit,19856.04,INR,Card,ATM,Bengaluru,D00507-1,Success,25.59,23.85,No,1,0,0,0,1,2024-06-23 19:57:39,95604.98333333334,1,Bengaluru,0,0,1,1,2024-06-23 19:57:39,66.39234953703703,1,45,High
T00011788,A000756,C00524,B014,2024-09-05 02:43:50,Debit,24163.03,INR,UPI,Dining,Mumbai,D00524-1,Success,6.34,8.78,No,1,0,0,0,1,2024-07-13 06:45:09,77518.68333333333,1,Mumbai,0,0,1,1,2024-07-13 06:45:09,53.83241898148148,1,45,High
T00018377,A000771,C00535,B005,2024-10-22 19:10:46,Debit,97713.16,INR,Card,Fuel,Bengaluru,D00535-1,Success,0.92,14.03,No,1,0,0,0,1,2024-09-22 15:48:25,43402.35,1,Bengaluru,0,0,1,0,2024-09-22 15:48:25,30.140520833333333,1,40,High
T00013442,A000771,C00535,B005,2025-04-03 20:04:22,Debit,23396.48,INR,UPI,Dining,Bengaluru,D00535-1,Success,10.12,27.74,No,1,0,0,0,1,2025-02-10 08:42:57,75561.41666666667,1,Bengaluru,0,0,1,0,2025-02-10 08:42:57,52.47320601851852,1,40,High
T00013830,A000775,C00537,B023,2024-12-29 19:42:07,Credit,32071.43,INR,UPI,Dining,Coimbatore,D00537-1,Success,14.1,28.16,No,1,0,0,0,1,2024-08-26 23:31:20,179770.78333333333,1,Coimbatore,0,0,1,1,2024-08-26 23:31:20,124.84082175925926,1,45,High
T00012823,A000775,C00537,B023,2025-08-29 15:45:42,Credit,20124.82,INR,Mobile Banking,Healthcare,Coimbatore,D00537-1,Success,20.35,5.28,No,1,0,0,0,1,2025-07-11 08:51:34,70974.13333333333,1,Coimbatore,0,0,1,1,2025-07-11 08:51:34,49.287592592592596,1,45,High
T00012473,A000805,C00558,B019,2024-09-23 17:33:18,Debit,21825.68,INR,UPI,Electronics,Madurai,D00558-1,Success,6.62,10.69,No,1,0,0,0,1,2024-08-20 18:57:33,48875.75,1,Madurai,0,0,1,1,2024-08-20 18:57:33,33.941493055555554,1,45,High
T00018603,A000809,C00561,B009,2025-10-08 01:53:53,Debit,28455.3,INR,Card,Healthcare,Coimbatore,D00561-1,Success,20.92,21.81,No,1,0,0,0,1,2025-09-07 08:51:58,44221.916666666664,1,Coimbatore,0,0,1,0,2025-09-07 08:51:58,30.709664351851853,1,40,High
T00008620,A000810,C00561,B009,2026-03-31 07:04:08,Debit,34412.18,INR,Net Banking,Travel,Coimbatore,D00561-1,Success,33.1,25.08,No,1,0,0,0,1,2026-02-09 20:46:42,71177.43333333333,1,Coimbatore,0,0,1,0,2026-02-09 20:46:42,49.428773148148146,1,40,High
T00026108,A000811,C00562,B003,2026-08-21 04:45:00,Debit,29274.68,INR,Net Banking,Transfer,Chennai,D00562-1,Failed,0.0,10.0,No,1,1,0,1,3,2026-08-21 04:42:00,3.0,1,Chennai,0,0,1,0,2026-08-21 04:42:00,0.0020833333333333333,0,45,High
T00026110,A000811,C00562,B003,2026-08-21 04:51:00,Debit,20599.53,INR,Net Banking,Transfer,Chennai,D00562-1,Failed,0.0,10.0,Yes,1,1,0,1,3,2026-08-21 04:48:00,3.0,1,Chennai,0,0,1,0,2026-08-21 04:48:00,0.0020833333333333333,0,70,Critical
T00026111,A000811,C00562,B003,2026-08-21 04:54:00,Debit,11214.82,INR,Net Banking,Transfer,Chennai,D00562-1,Failed,0.0,10.0,Yes,0,1,0,1,2,2026-08-21 04:51:00,3.0,0,Chennai,0,0,1,0,2026-08-21 04:51:00,0.0020833333333333333,0,70,Critical
T00018755,A000816,C00564,B008,2026-06-29 08:48:59,Credit,37775.68,INR,UPI,Electronics,Pune,D00564-1,Success,6.35,29.03,No,1,1,0,0,2,2026-06-29 08:45:53,3.1,1,Pune,0,0,1,0,2026-06-29 08:45:53,0.0021527777777777778,0,45,High
T00002058,A000829,C00576,B012,2026-06-05 00:01:21,Debit,19994.72,INR,Mobile Banking,E-Commerce,Mumbai,D00576-1,Reversed,29.33,29.46,No,1,0,0,0,1,2026-03-29 17:06:58,96894.38333333333,1,Mumbai,0,0,1,0,2026-03-29 17:06:58,67.2877662037037,1,40,High
T00018814,A000833,C00579,B002,2025-02-02 01:34:12,Debit,31430.59,INR,Card,Fuel,Kolkata,D00579-1,Success,6.03,23.24,No,1,0,0,0,1,2024-12-29 22:05:55,49168.28333333333,1,Kolkata,0,0,1,0,2024-12-29 22:05:55,34.144641203703706,1,40,High
T00018106,A000833,C00579,B002,2026-06-19 12:27:41,Credit,20516.6,INR,Net Banking,Dining,Kolkata,D00579-1,Success,11.93,25.52,No,1,0,0,0,1,2026-05-11 00:27:45,56879.933333333334,1,Kolkata,0,0,1,0,2026-05-11 00:27:45,39.4999537037037,1,40,High
T00011767,A000837,C00582,B014,2024-03-20 12:19:07,Credit,29358.68,INR,UPI,ATM,Madurai,D00582-1,Success,11.96,16.12,No,1,0,0,0,1,2024-02-03 23:02:14,65596.88333333333,1,Madurai,0,0,1,0,2024-02-03 23:02:14,45.553391203703704,1,40,High
T00007663,A000837,C00582,B014,2026-01-11 02:50:08,Debit,40701.11,INR,Card,ATM,Madurai,D00582-1,Failed,22.41,8.15,No,1,0,0,1,2,2025-07-23 06:33:08,247457.0,1,Madurai,0,0,1,0,2025-07-23 06:33:08,171.8451388888889,1,40,High
T00016898,A000842,C00587,B009,2025-08-08 09:03:46,Debit,27360.21,INR,Mobile Banking,Utilities,Chennai,D00587-1,Success,27.08,23.01,No,1,0,0,0,1,2025-06-28 08:57:54,59045.86666666667,1,Chennai,0,0,1,1,2025-06-28 08:57:54,41.004074074074076,1,45,High
T00021357,A000852,C00592,B014,2024-04-14 06:39:28,Credit,46072.64,EUR,UPI,Electronics,Kochi,D00592-1,Success,26.28,2.75,No,1,0,0,0,1,2024-02-02 20:24:31,102854.95,1,Kochi,0,0,1,0,2024-02-02 20:24:31,71.4270486111111,1,40,High
T00018268,A000859,C00596,B008,2025-05-22 14:00:28,Credit,24933.01,INR,UPI,Dining,Kolkata,D00596-1,Success,33.33,5.47,No,1,0,0,0,1,2025-05-18 01:38:01,6502.45,1,Kolkata,1,0,1,1,2025-05-18 01:38:01,4.515590277777778,0,45,High
T00019930,A000859,C00596,B008,2025-07-10 06:48:12,Debit,25702.85,INR,ATM,Dining,Kolkata,D00596-1,Success,11.05,26.27,No,1,0,0,0,1,2025-07-07 19:41:36,3546.6,1,Kolkata,1,0,1,1,2025-07-07 19:41:36,2.4629166666666666,0,45,High
T00026144,A000860,C00596,B008,2025-08-11 00:37:00,Debit,67268.13,INR,Mobile Banking,Transfer,Kolkata,D00596-2,Success,20.0,12.0,Yes,1,0,0,0,1,2025-07-18 21:25:31,33311.48333333333,1,Kolkata,1,0,1,1,2025-07-18 21:25:31,23.132974537037036,0,70,Critical
T00026145,A000860,C00596,B008,2025-08-11 00:49:00,Debit,87367.42,INR,Mobile Banking,Transfer,Kolkata,D00596-3,Success,20.0,12.0,Yes,1,0,0,0,1,2025-08-11 00:37:00,12.0,1,Kolkata,1,0,1,1,2025-08-11 00:37:00,0.008333333333333333,0,70,Critical
T00026146,A000860,C00596,B008,2025-08-11 01:01:00,Debit,96008.24,INR,Mobile Banking,Transfer,Kolkata,D00596-4,Success,20.0,12.0,Yes,1,0,0,0,1,2025-08-11 00:49:00,12.0,1,Kolkata,1,0,1,1,2025-08-11 00:49:00,0.008333333333333333,0,70,Critical
T00026147,A000860,C00596,B008,2025-08-11 01:13:00,Debit,88117.61,INR,Mobile Banking,Transfer,Kolkata,D00596-5,Success,20.0,12.0,Yes,1,0,0,0,1,2025-08-11 01:01:00,12.0,1,Kolkata,1,0,1,1,2025-08-11 01:01:00,0.008333333333333333,0,70,Critical
T00005783,A000859,C00596,B008,2025-09-08 10:26:49,Debit,24655.56,INR,UPI,Utilities,Kolkata,D00596-1,Success,28.14,3.13,No,1,0,0,0,1,2025-08-20 14:03:02,27143.783333333333,1,Kolkata,1,0,1,1,2025-08-20 14:03:02,18.849849537037038,0,45,High
T00020157,A000859,C00596,B008,2026-02-09 20:13:34,Credit,22515.14,INR,UPI,Electronics,Kolkata,D00596-1,Success,20.03,15.13,No,1,0,0,0,1,2026-02-01 07:52:21,12261.216666666667,1,Kolkata,1,0,1,1,2026-02-01 07:52:21,8.514733796296296,0,45,High
T00007017,A000860,C00596,B008,2026-03-01 13:33:34,Credit,31865.72,INR,Card,Electronics,Kolkata,D00596-1,Success,9.63,16.8,No,1,0,0,0,1,2026-02-09 20:13:34,28400.0,1,Kolkata,1,0,1,1,2026-02-09 20:13:34,19.72222222222222,0,45,High
T00018090,A000859,C00596,B008,2026-03-25 01:29:38,Credit,22976.86,INR,UPI,Electronics,Kolkata,D00596-1,Failed,13.9,25.81,No,1,0,0,1,2,2026-03-04 08:06:58,29842.666666666668,1,Kolkata,1,0,1,1,2026-03-04 08:06:58,20.724074074074075,0,45,High
T00026141,A000925,C00645,B003,2025-10-16 03:11:00,Debit,140244.05,INR,Card,Travel,Madurai,D00645-1,Success,30.0,18.0,Yes,1,0,0,0,1,2025-08-09 03:46:15,97884.75,1,Delhi,0,0,0,1,2025-08-09 03:46:15,67.97552083333333,1,70,Critical
T00026142,A000925,C00645,B003,2025-10-16 05:11:00,Debit,139884.95,INR,Card,Travel,Chennai,D00645-1,Success,30.0,18.0,Yes,1,0,1,0,2,2025-10-16 03:11:00,120.0,1,Madurai,0,0,0,1,2025-10-16 03:11:00,0.08333333333333333,0,70,Critical
T00026143,A000925,C00645,B003,2025-10-16 07:11:00,Debit,131690.43,INR,Card,Travel,Mumbai,D00645-1,Success,30.0,18.0,Yes,1,0,1,0,2,2025-10-16 05:11:00,120.0,1,Chennai,0,0,0,1,2025-10-16 05:11:00,0.08333333333333333,0,70,Critical
