transaction_id,account_id,customer_id,branch_id,transaction_datetime,transaction_type,transaction_amount,currency,channel,merchant_category,transaction_city,device_id,transaction_status,fee_amount,operational_cost,fraud_confirmed,high_value_flag,rapid_transaction_flag,location_change_flag,failed_transaction_flag,basic_fraud_flag_count,previous_transaction_time,minutes_since_previous,unusual_amount_flag,previous_city,multiple_device_flag,unusual_merchant_flag,repeated_failed_flag,failed_login_flag,previous_customer_transaction,days_since_previous,high_value_after_dormant_flag
T00012156,A000256,C00176,B015,2026-03-15 13:48:01,Credit,21050.9,EUR,Net Banking,ATM,Coimbatore,D00176-1,Success,17.44,8.95,No,1,0,0,0,1,2026-01-14 04:48:26,86939.58333333333,1,Coimbatore,0,0,0,0,2026-01-14 04:48:26,60.374710648148145,1
T00025342,A000259,C00178,B024,2026-01-11 21:02:29,Debit,56974.98,INR,ATM,Grocery,Coimbatore,D00178-1,Success,16.14,26.9,No,1,0,0,0,1,2025-11-17 20:23:35,79238.9,1,Coimbatore,0,0,1,1,2025-11-17 20:23:35,55.02701388888889,1
T00013873,A000262,C00180,B022,2026-08-22 20:43:26,Credit,28496.81,INR,UPI,Electronics,Mumbai,D00180-1,Success,8.83,18.83,No,1,0,0,0,1,2026-07-06 20:56:28,67666.96666666666,1,Mumbai,1,0,0,0,2026-07-06 20:56:28,46.990949074074074,1
T00001010,A000266,C00184,B019,2025-08-17 02:27:23,Debit,42516.16,INR,Mobile Banking,Fuel,Chennai,D00184-1,Success,32.85,12.84,No,1,0,0,0,1,2025-05-23 18:08:08,122899.25,1,Chennai,0,0,0,1,2025-05-23 18:08:08,85.34670138888889,1
T00008761,A000267,C00185,B002,2026-04-14 12:47:43,Debit,46959.55,INR,UPI,E-Commerce,Kochi,D00185-1,Success,13.19,10.19,No,1,0,0,0,1,2026-01-13 21:04:22,130543.35,1,Kochi,0,0,0,1,2026-01-13 21:04:22,90.65510416666666,1
T00005979,A000268,C00186,B022,2025-11-13 13:39:57,Debit,20740.64,INR,Mobile Banking,Electronics,Kolkata,D00186-1,Success,25.87,21.38,No,1,0,0,0,1,2025-09-20 00:42:41,78537.26666666666,1,Kolkata,0,0,1,0,2025-09-20 00:42:41,54.53976851851852,1
T00016686,A000271,C00188,B014,2025-07-22 11:36:42,Debit,20187.24,INR,UPI,ATM,Hyderabad,D00188-1,Success,20.39,2.44,No,1,0,0,0,1,2025-06-06 11:59:41,66217.01666666666,1,Hyderabad,0,0,0,0,2025-06-06 11:59:41,45.984039351851855,1
T00026160,A000272,C00189,B005,2025-09-04 04:36:00,Debit,861300.8,INR,Branch,Transfer,Delhi,D00189-1,Success,50.0,25.0,Yes,1,0,0,0,1,2025-07-27 08:56:54,55899.1,1,Delhi,0,0,0,1,2025-07-27 08:56:54,38.81881944444444,1
T00018664,A000274,C00191,B024,2025-05-14 02:07:25,Debit,21657.51,INR,UPI,Healthcare,Kochi,D00191-1,Success,13.0,22.0,No,1,0,0,0,1,2025-03-28 13:12:55,67014.5,1,Kochi,0,0,0,1,2025-03-28 13:12:55,46.537847222222226,1
T00014356,A000274,C00191,B024,2026-06-04 13:04:01,Debit,22619.06,INR,Mobile Banking,Dining,Kochi,D00191-1,Success,13.44,5.45,No,1,0,0,0,1,2026-04-08 16:50:37,81853.4,1,Kochi,0,0,0,1,2026-04-08 16:50:37,56.84263888888889,1
T00011779,A000276,C00192,B006,2026-05-05 07:09:06,Credit,26204.88,INR,UPI,Electronics,Kolkata,D00192-1,Success,4.85,19.84,No,1,0,0,0,1,2026-04-01 11:50:39,48678.45,1,Kolkata,0,0,0,1,2026-04-01 11:50:39,33.80447916666667,1
T00025516,A000278,C00193,B015,2025-07-07 12:30:20,Debit,43812.7,INR,UPI,Electronics,Hyderabad,D00193-1,Success,8.16,25.78,No,1,0,0,0,1,2025-02-14 01:46:39,206563.68333333332,1,Hyderabad,0,0,0,1,2025-02-14 01:46:39,143.44700231481482,1
T00009670,A000281,C00195,B019,2025-07-23 01:12:19,Credit,31632.71,INR,Net Banking,Electronics,Mumbai,D00195-1,Success,21.22,2.39,No,1,0,0,0,1,2025-06-22 16:12:50,43739.48333333333,1,Mumbai,0,0,0,1,2025-06-22 16:12:50,30.374641203703703,1
T00012127,A000282,C00196,B025,2025-11-10 11:55:21,Credit,30669.6,INR,Net Banking,E-Commerce,Bengaluru,D00196-1,Failed,10.41,19.79,No,1,0,0,1,2,2025-10-05 11:30:35,51864.76666666667,1,Bengaluru,0,0,0,1,2025-10-05 11:30:35,36.01719907407407,1
T00003294,A000289,C00200,B023,2025-03-18 07:41:05,Credit,22638.3,EUR,Net Banking,Healthcare,Chennai,D00200-1,Success,6.53,27.7,No,1,0,0,0,1,2025-01-27 07:39:04,72002.01666666666,1,Chennai,0,0,0,0,2025-01-27 07:39:04,50.00140046296296,1
T00024844,A000291,C00201,B010,2024-09-03 03:13:05,Debit,28063.17,INR,Net Banking,Fuel,Kochi,D00201-1,Success,9.77,12.23,No,1,0,0,0,1,2024-06-17 19:56:31,111316.56666666667,1,Kochi,0,0,0,1,2024-06-17 19:56:31,77.3031712962963,1
T00015963,A000290,C00201,B010,2025-09-15 00:36:55,Credit,36980.27,INR,Card,E-Commerce,Kochi,D00201-1,Success,1.5,21.54,No,1,0,0,0,1,2025-08-08 16:23:54,53773.01666666667,1,Kochi,0,0,0,1,2025-08-08 16:23:54,37.34237268518518,1
T00011335,A000291,C00201,B010,2026-06-10 07:52:47,Credit,21825.91,INR,Card,Travel,Kochi,D00201-1,Success,18.56,11.08,No,1,0,0,0,1,2026-02-22 00:40:38,155952.15,1,Kochi,0,0,0,1,2026-02-22 00:40:38,108.30010416666667,1
T00014247,A000292,C00202,B015,2024-07-17 02:00:25,Debit,21882.38,INR,Card,Grocery,Pune,D00202-1,Success,16.38,2.07,No,1,0,0,0,1,2024-02-26 07:17:11,204163.23333333334,1,Pune,0,0,0,1,2024-02-26 07:17:11,141.78002314814816,1
T00013780,A000293,C00203,B024,2025-07-03 08:34:31,Debit,42263.18,INR,UPI,Electronics,Bengaluru,D00203-1,Success,34.93,25.68,No,1,0,0,0,1,2025-05-15 18:25:25,69969.1,1,Bengaluru,0,0,0,0,2025-05-15 18:25:25,48.58965277777778,1
T00023773,A000298,C00206,B017,2025-12-02 18:28:05,Debit,20374.46,INR,Card,Transfer,Pune,D00206-1,Success,17.67,24.2,No,1,0,0,0,1,2025-09-22 12:46:04,102582.01666666666,1,Pune,0,0,0,0,2025-09-22 12:46:04,71.23751157407408,1
T00014440,A000301,C00209,B011,2025-02-15 22:40:23,Debit,88014.8,INR,ATM,Utilities,Coimbatore,D00209-1,Success,12.83,11.5,No,1,0,0,0,1,2024-12-14 20:56:55,90823.46666666666,1,Coimbatore,0,0,0,1,2024-12-14 20:56:55,63.071851851851854,1
T00009345,A000302,C00209,B011,2026-04-15 16:48:38,Credit,23091.21,INR,Branch,E-Commerce,Coimbatore,D00209-1,Success,5.5,13.64,No,1,0,0,0,1,2026-03-07 23:30:49,55757.816666666666,1,Coimbatore,0,0,0,1,2026-03-07 23:30:49,38.72070601851852,1
T00019575,A000307,C00212,B025,2026-04-28 08:15:14,Debit,58111.81,INR,Card,Fuel,Bengaluru,D00212-1,Success,18.13,18.24,No,1,0,0,0,1,2026-03-21 16:24:04,54231.166666666664,1,Bengaluru,0,0,0,0,2026-03-21 16:24:04,37.66053240740741,1
T00000835,A000314,C00218,B018,2025-02-16 02:31:44,Credit,27173.73,INR,Mobile Banking,Transfer,Bengaluru,D00218-1,Success,5.2,21.65,No,1,0,0,0,1,2024-12-31 00:07:21,67824.38333333333,1,Bengaluru,0,0,0,0,2024-12-31 00:07:21,47.100266203703704,1
T00023123,A000313,C00218,B018,2025-11-17 13:35:08,Debit,21392.39,USD,UPI,Transfer,Bengaluru,D00218-1,Failed,3.31,16.25,No,1,0,0,1,2,2025-10-18 11:53:57,43301.183333333334,1,Bengaluru,0,0,0,0,2025-10-18 11:53:57,30.070266203703703,1
T00016718,A000316,C00219,B011,2025-01-07 19:42:38,Debit,44197.38,INR,Card,Dining,Pune,D00219-1,Success,18.6,24.79,No,1,0,0,0,1,2024-10-31 17:41:21,98041.28333333334,1,Pune,0,0,0,0,2024-10-31 17:41:21,68.08422453703703,1
T00017373,A000316,C00219,B011,2025-04-06 13:48:02,Debit,68235.67,INR,Card,Utilities,Pune,D00219-1,Success,4.46,20.69,No,1,0,0,0,1,2025-02-07 03:25:15,84142.78333333334,1,Pune,0,0,0,0,2025-02-07 03:25:15,58.432488425925925,1
T00017168,A000316,C00219,B011,2026-06-11 00:56:44,Debit,42557.75,INR,ATM,Travel,Pune,D00219-1,Success,12.63,11.21,No,1,0,0,0,1,2026-04-28 20:55:53,62160.85,1,Pune,0,0,0,0,2026-04-28 20:55:53,43.167256944444446,1
T00014426,A000318,C00221,B024,2025-07-06 04:09:25,Debit,22365.14,INR,Card,Dining,Pune,D00221-1,Success,32.58,9.83,No,1,0,0,0,1,2025-04-04 12:54:27,133394.96666666667,1,Pune,0,0,0,1,2025-04-04 12:54:27,92.63539351851851,1
T00019177,A000320,C00222,B001,2025-03-09 01:35:54,Credit,33932.64,INR,UPI,Grocery,Delhi,D00222-1,Success,20.29,14.65,No,1,0,0,0,1,2025-02-02 06:34:56,50100.96666666667,1,Delhi,0,0,0,1,2025-02-02 06:34:56,34.79233796296296,1
T00022277,A000322,C00223,B004,2025-05-06 23:29:21,Debit,20335.11,USD,UPI,Travel,Mumbai,D00223-1,Success,32.37,15.86,No,1,0,0,0,1,2025-03-04 13:08:12,91341.15,1,Mumbai,0,0,0,0,2025-03-04 13:08:12,63.431354166666665,1
T00011982,A000324,C00224,B024,2026-01-16 00:15:36,Debit,24043.15,INR,Mobile Banking,Electronics,Mumbai,D00224-1,Success,9.02,6.74,No,1,0,0,0,1,2025-12-13 16:00:33,48015.05,1,Mumbai,0,0,1,0,2025-12-13 16:00:33,33.343784722222225,1
T00024689,A000331,C00227,B012,2026-03-24 02:22:27,Credit,37586.78,INR,ATM,Travel,Kolkata,D00227-1,Success,14.04,17.52,No,1,0,0,0,1,2026-02-18 03:35:07,48887.333333333336,1,Kolkata,0,0,0,1,2026-02-18 03:35:07,33.94953703703704,1
T00011397,A000333,C00229,B022,2026-06-06 15:01:38,Debit,71065.11,INR,UPI,Transfer,Mumbai,D00229-1,Success,30.08,12.08,No,1,0,0,0,1,2026-04-24 09:07:39,62273.98333333333,1,Mumbai,0,0,0,0,2026-04-24 09:07:39,43.24582175925926,1
T00010280,A000337,C00233,B019,2026-07-19 00:19:07,Debit,26162.03,INR,Mobile Banking,Electronics,Madurai,D00233-1,Failed,20.27,12.8,No,1,0,0,1,2,2026-02-21 16:25:20,212153.78333333333,1,Madurai,0,0,0,0,2026-02-21 16:25:20,147.3290162037037,1
T00017222,A000340,C00236,B012,2025-11-03 04:50:48,Debit,36856.51,INR,UPI,Travel,Hyderabad,D00236-1,Success,6.52,8.99,No,1,0,0,0,1,2025-09-29 00:54:05,50636.71666666667,1,Hyderabad,0,0,0,1,2025-09-29 00:54:05,35.16438657407407,1
T00014404,A000342,C00237,B005,2025-07-16 00:27:10,Debit,22400.21,INR,UPI,Healthcare,Pune,D00237-1,Success,3.81,27.53,No,1,0,0,0,1,2025-05-14 14:15:52,89891.3,1,Pune,0,0,0,0,2025-05-14 14:15:52,62.42451388888889,1
T00015139,A000341,C00237,B005,2026-05-16 08:58:03,Credit,29304.85,INR,Net Banking,Transfer,Pune,D00237-1,Success,20.91,21.61,No,1,0,0,0,1,2026-04-06 08:03:57,57654.1,1,Pune,0,0,0,0,2026-04-06 08:03:57,40.03756944444444,1
T00014049,A000345,C00239,B017,2024-11-09 21:36:34,Debit,21069.84,INR,Net Banking,Fuel,Chennai,D00239-1,Success,19.38,11.41,No,1,0,0,0,1,2024-09-29 02:59:45,60156.816666666666,1,Chennai,0,0,0,1,2024-09-29 02:59:45,41.77556712962963,1
T00008187,A000345,C00239,B017,2025-08-24 23:43:25,Debit,67150.54,INR,Mobile Banking,Dining,Chennai,D00239-1,Success,0.05,13.17,No,1,0,0,0,1,2025-03-24 13:23:07,220940.3,1,Chennai,0,0,0,1,2025-03-24 13:23:07,153.4307638888889,1
T00021403,A000346,C00240,B022,2026-06-17 19:01:53,Debit,30122.5,INR,UPI,Dining,Coimbatore,D00240-1,Success,14.63,24.03,No,1,0,0,0,1,2026-04-08 22:48:59,100572.9,1,Coimbatore,0,0,0,1,2026-04-08 22:48:59,69.84229166666667,1
T00002183,A000347,C00241,B003,2024-03-15 09:43:27,Debit,40853.28,INR,UPI,Dining,Kolkata,D00241-1,Success,7.11,18.88,No,1,0,0,0,1,2024-01-20 13:45:34,78957.88333333333,1,Kolkata,0,0,0,1,2024-01-20 13:45:34,54.831863425925924,1
T00021973,A000347,C00241,B003,2025-02-28 19:37:13,Debit,27982.61,INR,UPI,Grocery,Kolkata,D00241-1,Success,8.29,25.1,No,1,0,0,0,1,2024-12-16 17:10:12,106707.01666666666,1,Kolkata,0,0,0,1,2024-12-16 17:10:12,74.1020949074074,1
T00020309,A000347,C00241,B003,2026-01-24 08:17:04,Debit,27733.48,INR,ATM,Grocery,Kolkata,D00241-1,Success,15.83,27.97,No,1,0,0,0,1,2025-11-10 05:33:02,108164.03333333334,1,Kolkata,0,0,0,1,2025-11-10 05:33:02,75.11391203703704,1
T00020588,A000348,C00242,B025,2025-10-23 08:27:22,Debit,20442.42,INR,Mobile Banking,Fuel,Bengaluru,D00242-1,Success,31.83,18.67,No,1,0,0,0,1,2025-09-12 09:19:09,58988.21666666667,1,Bengaluru,0,0,0,1,2025-09-12 09:19:09,40.96403935185185,1
T00001263,A000350,C00243,B007,2024-08-30 18:05:26,Credit,49255.46,INR,ATM,Healthcare,Mumbai,D00243-1,Success,32.99,26.92,No,1,0,0,0,1,2024-07-31 04:31:04,44014.36666666667,1,Mumbai,0,0,0,1,2024-07-31 04:31:04,30.565532407407407,1
T00023816,A000350,C00243,B007,2026-01-01 13:03:32,Debit,50088.74,INR,Card,Fuel,Mumbai,D00243-1,Success,7.29,21.2,No,1,0,0,0,1,2025-10-28 18:41:28,93262.06666666667,1,Mumbai,0,0,0,1,2025-10-28 18:41:28,64.76532407407407,1
T00022746,A000353,C00245,B013,2025-09-06 02:05:31,Debit,44174.52,INR,UPI,E-Commerce,Madurai,D00245-1,Failed,24.75,5.75,No,1,0,0,1,2,2025-07-04 05:39:01,91946.5,1,Madurai,0,0,0,0,2025-07-04 05:39:01,63.85173611111111,1
T00006337,A000357,C00248,B018,2026-08-18 18:34:20,Debit,32252.31,INR,UPI,Transfer,Hyderabad,D00248-1,Success,21.07,28.82,No,1,0,0,0,1,2026-06-01 00:27:58,113406.36666666667,1,Hyderabad,0,0,0,1,2026-06-01 00:27:58,78.7544212962963,1
T00018166,A000358,C00249,B023,2026-01-09 18:20:25,Debit,42146.46,INR,Net Banking,Travel,Delhi,D00249-1,Success,11.47,6.92,No,1,0,0,0,1,2025-07-18 23:53:25,251667.0,1,Delhi,0,0,0,0,2025-07-18 23:53:25,174.76875,1
T00025208,A000361,C00252,B019,2024-07-21 10:42:32,Debit,24162.24,INR,Mobile Banking,Utilities,Mumbai,D00252-1,Success,9.71,10.4,No,1,0,0,0,1,2024-06-16 06:33:56,50648.6,1,Mumbai,0,0,0,0,2024-06-16 06:33:56,35.17263888888889,1
T00020960,A000366,C00255,B011,2026-06-20 06:32:25,Credit,27370.89,USD,Mobile Banking,ATM,Coimbatore,D00255-1,Success,4.39,11.26,No,1,0,0,0,1,2026-04-29 02:18:47,75133.63333333333,1,Coimbatore,0,0,0,1,2026-04-29 02:18:47,52.17613425925926,1
T00006548,A000368,C00256,B006,2026-03-04 15:31:40,Credit,21262.99,INR,Card,Fuel,Pune,D00256-1,Success,8.56,23.96,No,1,0,0,0,1,2025-09-30 23:08:18,222743.36666666667,1,Pune,0,0,0,1,2025-09-30 23:08:18,154.6828935185185,1
T00020198,A000369,C00257,B005,2026-05-06 18:27:42,Debit,30869.65,INR,Net Banking,E-Commerce,Kochi,D00257-1,Success,1.03,11.21,No,1,0,0,0,1,2026-03-19 13:52:34,69395.13333333333,1,Kochi,0,0,0,0,2026-03-19 13:52:34,48.191064814814816,1
T00004224,A000370,C00258,B001,2025-03-02 13:10:38,Credit,31492.9,INR,Net Banking,Dining,Bengaluru,D00258-1,Success,0.66,23.75,No,1,0,0,0,1,2024-11-06 11:44:36,167126.03333333333,1,Bengaluru,0,0,0,1,2024-11-06 11:44:36,116.05974537037036,1
T00024655,A000371,C00259,B014,2026-04-17 05:55:11,Debit,23116.22,INR,ATM,Electronics,Bengaluru,D00259-1,Success,17.23,16.88,No,1,0,0,0,1,2026-02-02 20:18:49,105696.36666666667,1,Bengaluru,0,0,0,0,2026-02-02 20:18:49,73.40025462962963,1
T00009364,A000372,C00260,B015,2025-02-02 09:09:54,Debit,24609.79,INR,UPI,E-Commerce,Madurai,D00260-1,Success,22.79,22.14,No,1,0,0,0,1,2024-12-30 00:06:51,49503.05,1,Madurai,0,0,0,1,2024-12-30 00:06:51,34.377118055555556,1
T00024347,A000372,C00260,B015,2026-04-19 15:09:36,Credit,22753.12,INR,Card,ATM,Madurai,D00260-1,Success,24.5,7.66,No,1,0,0,0,1,2026-03-14 02:48:03,52581.55,1,Madurai,0,0,0,1,2026-03-14 02:48:03,36.514965277777776,1
T00018058,A000373,C00261,B018,2026-02-13 07:26:05,Credit,39544.9,INR,Card,Healthcare,Bengaluru,D00261-1,Success,9.02,9.97,No,1,0,0,0,1,2025-12-24 04:27:53,73618.2,1,Bengaluru,0,0,0,0,2025-12-24 04:27:53,51.12375,1
T00009194,A000377,C00264,B010,2024-08-13 11:27:06,Debit,105069.33,INR,UPI,E-Commerce,Kochi,D00264-1,Success,26.42,4.61,No,1,0,0,0,1,2024-07-12 08:26:39,46260.45,1,Kochi,0,0,0,0,2024-07-12 08:26:39,32.1253125,1
T00022857,A000377,C00264,B010,2025-02-19 01:04:49,Debit,26228.21,INR,UPI,Utilities,Kochi,D00264-1,Success,22.93,25.6,No,1,0,0,0,1,2025-01-15 16:35:56,49468.88333333333,1,Kochi,0,0,0,0,2025-01-15 16:35:56,34.3533912037037,1
T00014921,A000378,C00264,B010,2025-03-24 10:53:25,Debit,28079.12,INR,UPI,E-Commerce,Kochi,D00264-1,Success,34.13,29.42,No,1,0,0,0,1,2025-02-19 01:04:49,48108.6,1,Kochi,0,0,0,0,2025-02-19 01:04:49,33.40875,1
T00025005,A000378,C00264,B010,2026-05-30 23:03:13,Debit,21328.18,INR,UPI,Electronics,Kochi,D00264-1,Success,32.3,5.01,No,1,0,0,0,1,2026-04-01 06:48:23,85934.83333333333,1,Kochi,0,0,0,0,2026-04-01 06:48:23,59.67696759259259,1
T00002214,A000380,C00266,B018,2024-08-26 20:19:48,Debit,35226.48,INR,Card,Transfer,Chennai,D00266-1,Success,11.5,13.7,No,1,0,0,0,1,2024-07-27 15:10:49,43508.98333333333,1,Chennai,0,0,0,0,2024-07-27 15:10:49,30.214571759259258,1
T00000829,A000380,C00266,B018,2025-08-09 18:08:25,Debit,31020.87,INR,ATM,Travel,Chennai,D00266-1,Success,28.94,18.99,No,1,0,0,0,1,2025-07-08 01:21:20,47087.083333333336,1,Chennai,0,0,0,0,2025-07-08 01:21:20,32.699363425925924,1
T00019271,A000382,C00267,B003,2024-10-23 08:46:22,Credit,26109.49,INR,Mobile Banking,Healthcare,Coimbatore,D00267-1,Failed,32.51,10.83,No,1,0,0,1,2,2024-06-27 09:01:15,169905.11666666667,1,Coimbatore,0,0,1,0,2024-06-27 09:01:15,117.98966435185186,1
T00004858,A000386,C00270,B023,2026-08-01 04:24:15,Debit,60571.77,INR,Mobile Banking,Healthcare,Coimbatore,D00270-1,Success,12.28,21.32,No,1,0,0,0,1,2026-06-11 17:55:29,72628.76666666666,1,Coimbatore,0,0,0,1,2026-06-11 17:55:29,50.436643518518515,1
T00006716,A000390,C00272,B020,2025-03-27 10:09:39,Credit,48969.66,EUR,Mobile Banking,Utilities,Madurai,D00272-1,Success,31.95,22.28,No,1,0,0,0,1,2025-02-15 11:56:32,57493.11666666667,1,Madurai,0,0,0,1,2025-02-15 11:56:32,39.92577546296296,1
T00004168,A000392,C00273,B023,2025-03-16 16:00:11,Credit,35505.07,INR,UPI,Transfer,Delhi,D00273-1,Success,5.16,14.06,No,1,0,0,0,1,2025-01-29 13:38:34,66381.61666666667,1,Delhi,0,0,0,1,2025-01-29 13:38:34,46.09834490740741,1
T00023345,A000396,C00277,B012,2026-03-25 20:43:41,Credit,24789.99,INR,Mobile Banking,Fuel,Madurai,D00277-1,Success,3.85,23.69,No,1,0,0,0,1,2025-12-28 16:15:28,125548.21666666666,1,Madurai,0,0,0,0,2025-12-28 16:15:28,87.18626157407408,1
T00010856,A000397,C00278,B021,2024-04-14 16:59:05,Credit,38231.79,INR,Card,Dining,Kolkata,D00278-1,Success,24.49,17.87,No,1,0,0,0,1,2024-03-12 21:16:56,47262.15,1,Kolkata,0,0,0,1,2024-03-12 21:16:56,32.8209375,1
T00003826,A000397,C00278,B021,2026-01-23 21:03:40,Debit,34392.64,INR,UPI,Electronics,Kolkata,D00278-1,Success,15.85,7.61,No,1,0,0,0,1,2025-11-07 07:24:26,111699.23333333334,1,Kolkata,0,0,0,1,2025-11-07 07:24:26,77.56891203703704,1
T00016207,A000398,C00279,B008,2026-01-31 22:23:40,Debit,26445.48,USD,ATM,Healthcare,Chennai,D00279-1,Success,19.26,20.2,No,1,0,0,0,1,2025-12-12 22:30:11,71993.48333333334,1,Chennai,0,0,0,1,2025-12-12 22:30:11,49.99547453703704,1
T00000132,A000398,C00279,B008,2026-04-01 23:43:16,Credit,19872.83,USD,Card,ATM,Chennai,D00279-1,Success,4.5,7.82,No,1,0,0,0,1,2026-01-31 22:23:40,86479.6,1,Chennai,0,0,0,1,2026-01-31 22:23:40,60.055277777777775,1
T00007798,A000404,C00283,B011,2026-03-13 04:17:01,Debit,24716.11,INR,UPI,Healthcare,Kolkata,D00283-1,Success,7.66,8.44,No,1,0,0,0,1,2026-01-14 20:20:29,82556.53333333334,1,Kolkata,1,0,0,0,2026-01-14 20:20:29,57.330925925925925,1
T00012271,A000405,C00284,B024,2025-09-08 00:24:12,Debit,23315.13,INR,ATM,Fuel,Pune,D00284-1,Success,11.76,9.24,No,1,0,0,0,1,2025-06-28 11:45:59,102998.21666666666,1,Pune,0,0,0,0,2025-06-28 11:45:59,71.52653935185185,1
T00025700,A000410,C00288,B013,2026-02-02 17:24:27,Debit,21951.87,INR,Mobile Banking,Transfer,Bengaluru,D00288-1,Success,15.43,22.93,No,1,0,0,0,1,2025-06-25 19:42:29,319541.9666666667,1,Bengaluru,0,0,0,0,2025-06-25 19:42:29,221.9041435185185,1
T00021047,A000414,C00290,B020,2025-08-29 01:01:50,Debit,25856.27,INR,Card,Electronics,Coimbatore,D00290-1,Success,13.16,27.0,No,1,0,0,0,1,2025-04-25 19:16:49,180345.01666666666,1,Coimbatore,0,0,0,1,2025-04-25 19:16:49,125.23959490740741,1
T00007129,A000418,C00293,B010,2025-01-22 14:41:30,Debit,27217.29,INR,Card,Utilities,Hyderabad,D00293-1,Success,8.77,26.73,No,1,0,0,0,1,2024-12-19 23:46:03,48415.45,1,Hyderabad,0,0,0,0,2024-12-19 23:46:03,33.62184027777778,1
T00011499,A000418,C00293,B010,2025-10-05 23:47:12,Credit,29861.94,INR,UPI,ATM,Hyderabad,D00293-1,Success,12.56,26.18,No,1,0,0,0,1,2025-08-02 02:30:56,93436.26666666666,1,Hyderabad,0,0,0,0,2025-08-02 02:30:56,64.8862962962963,1
T00025552,A000422,C00295,B002,2025-06-03 13:04:16,Debit,22852.12,INR,Mobile Banking,Utilities,Kochi,D00295-1,Success,21.05,25.8,No,1,0,0,0,1,2025-03-28 01:13:08,97191.13333333333,1,Kochi,0,0,0,1,2025-03-28 01:13:08,67.49384259259259,1
T00003997,A000423,C00295,B002,2025-10-02 12:14:46,Debit,44393.65,INR,UPI,Healthcare,Kochi,D00295-1,Success,15.37,10.43,No,1,0,0,0,1,2025-08-21 11:00:55,60553.85,1,Kochi,0,0,0,1,2025-08-21 11:00:55,42.05128472222222,1
T00005738,A000425,C00296,B025,2026-08-21 00:55:28,Credit,46847.58,INR,UPI,Healthcare,Chennai,D00296-1,Success,19.46,2.24,No,1,0,0,0,1,2026-07-17 22:02:25,49133.05,1,Chennai,0,0,0,1,2026-07-17 22:02:25,34.12017361111111,1
T00014188,A000429,C00300,B006,2025-02-03 17:26:52,Debit,58191.7,INR,UPI,Utilities,Mumbai,D00300-1,Success,15.92,27.17,No,1,0,0,0,1,2024-11-30 23:24:49,93242.05,1,Mumbai,0,0,0,0,2024-11-30 23:24:49,64.75142361111111,1
T00000757,A000430,C00301,B011,2026-05-29 00:44:48,Debit,26175.96,INR,UPI,Grocery,Madurai,D00301-1,Success,13.41,22.75,No,1,0,0,0,1,2026-04-06 09:41:22,75783.43333333333,1,Madurai,0,0,0,1,2026-04-06 09:41:22,52.62738425925926,1
T00003973,A000432,C00303,B006,2026-05-02 23:26:51,Credit,26137.08,INR,Card,Travel,Chennai,D00303-1,Success,29.68,8.77,No,1,0,0,0,1,2025-12-01 14:53:47,219393.06666666668,1,Chennai,0,0,0,1,2025-12-01 14:53:47,152.3562962962963,1
T00000522,A000435,C00305,B002,2024-02-12 21:34:04,Debit,42386.75,INR,ATM,Dining,Bengaluru,D00305-1,Success,12.39,12.01,No,1,0,0,0,1,2024-01-01 10:10:10,61163.9,1,Bengaluru,0,0,0,1,2024-01-01 10:10:10,42.47493055555555,1
T00002078,A000436,C00306,B012,2025-02-13 15:57:02,Debit,25898.27,INR,Card,Transfer,Hyderabad,D00306-1,Success,23.85,11.7,No,1,0,0,0,1,2025-01-07 05:52:35,53884.45,1,Hyderabad,0,0,0,0,2025-01-07 05:52:35,37.419756944444444,1
T00019532,A000441,C00308,B016,2026-06-19 22:19:42,Debit,45961.88,INR,UPI,Grocery,Hyderabad,D00308-1,Success,15.9,15.39,No,1,0,0,0,1,2026-03-17 21:34:41,135405.01666666666,1,Hyderabad,0,0,0,0,2026-03-17 21:34:41,94.03126157407408,1
T00014073,A000448,C00313,B017,2025-06-28 09:43:20,Debit,63164.6,INR,UPI,Healthcare,Delhi,D00313-1,Success,26.38,7.1,No,1,0,0,0,1,2025-05-27 23:20:09,45263.183333333334,1,Delhi,0,0,0,1,2025-05-27 23:20:09,31.432766203703704,1
T00016076,A000452,C00316,B017,2025-12-04 22:25:56,Debit,30721.53,INR,Net Banking,Transfer,Coimbatore,D00316-1,Success,14.87,2.12,No,1,0,0,0,1,2025-07-23 10:20:28,193685.46666666667,1,Coimbatore,0,0,0,0,2025-07-23 10:20:28,134.5037962962963,1
T00021602,A000452,C00316,B017,2026-03-06 01:18:58,Credit,25768.56,INR,Mobile Banking,ATM,Coimbatore,D00316-1,Success,4.09,13.91,No,1,0,0,0,1,2026-02-02 23:26:00,44752.96666666667,1,Coimbatore,0,0,0,0,2026-02-02 23:26:00,31.078449074074076,1
T00016688,A000457,C00320,B019,2026-01-23 03:28:24,Debit,64903.12,INR,ATM,Electronics,Pune,D00320-1,Success,11.53,23.4,No,1,0,0,0,1,2025-12-18 15:03:37,51144.78333333333,1,Pune,0,0,0,1,2025-12-18 15:03:37,35.51721064814815,1
T00019527,A000459,C00322,B020,2026-05-06 07:44:46,Debit,22810.31,INR,Net Banking,ATM,Hyderabad,D00322-1,Success,30.48,27.75,No,1,0,0,0,1,2026-02-23 08:45:34,103619.2,1,Hyderabad,0,0,0,0,2026-02-23 08:45:34,71.95777777777778,1
