transaction_id,account_id,customer_id,branch_id,transaction_datetime,transaction_type,transaction_amount,currency,channel,merchant_category,transaction_city,device_id,transaction_status,fee_amount,operational_cost,fraud_confirmed,high_value_flag,rapid_transaction_flag,location_change_flag,failed_transaction_flag,basic_fraud_flag_count,unusual_amount_flag,multiple_device_flag,unusual_merchant_flag,repeated_failed_flag,failed_login_flag,high_value_after_dormant_flag,fraud_risk_score,fraud_risk_level,predicted_fraud
T00020826,A000165,C00108,B020,2026-02-21 11:56:03,Debit,12669.73,INR,Mobile Banking,Travel,Bengaluru,D00108-1,Success,34.66,15.2,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00020589,A000165,C00108,B020,2026-03-09 07:18:23,Credit,2742.14,INR,UPI,Travel,Bengaluru,D00108-1,Success,29.59,7.09,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00020862,A000165,C00108,B020,2026-03-12 23:58:11,Debit,2761.03,INR,ATM,E-Commerce,Bengaluru,D00108-1,Success,0.19,19.48,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00006325,A000165,C00108,B020,2026-03-29 08:00:01,Debit,7861.51,INR,Card,Fuel,Bengaluru,D00108-1,Success,34.24,2.81,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00020851,A000165,C00108,B020,2026-06-07 16:26:15,Credit,9246.61,INR,Branch,E-Commerce,Bengaluru,D00108-1,Success,23.57,19.43,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00016799,A000165,C00108,B020,2026-06-25 02:20:50,Credit,2384.0,INR,Mobile Banking,Fuel,Bengaluru,D00108-1,Success,14.99,20.49,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00013447,A000165,C00108,B020,2026-07-11 21:06:46,Debit,10355.55,INR,UPI,Grocery,Bengaluru,D00108-1,Success,18.8,5.38,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00012095,A000165,C00108,B020,2026-07-18 23:13:09,Debit,11112.19,INR,Card,ATM,Bengaluru,D00108-1,Success,5.4,24.71,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00019379,A000165,C00108,B020,2026-07-25 15:41:36,Debit,25924.0,INR,UPI,Travel,Bengaluru,D00108-1,Success,26.81,15.21,No,1,0,0,0,1,1,0,0,0,1,0,25,Medium,No
T00011390,A000165,C00108,B020,2026-08-12 16:28:12,Debit,26903.03,INR,UPI,Electronics,Bengaluru,D00108-1,Success,3.43,6.52,No,1,0,0,0,1,1,0,0,0,1,0,25,Medium,No
T00019322,A000165,C00108,B020,2026-08-12 18:57:12,Debit,511.12,INR,Branch,Utilities,Bengaluru,D00108-1,Success,16.2,10.48,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00010018,A000166,C00109,B023,2024-09-11 09:27:12,Debit,4132.3,INR,Net Banking,ATM,Pune,D00109-1,Success,13.92,22.35,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00015040,A000167,C00109,B023,2024-09-13 09:28:10,Debit,4675.01,INR,UPI,E-Commerce,Pune,D00109-1,Success,19.47,21.45,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00001684,A000166,C00109,B023,2024-09-20 02:42:10,Credit,784.98,INR,Net Banking,Grocery,Pune,D00109-1,Failed,15.57,13.68,No,0,0,0,1,1,0,0,0,1,0,0,10,Low,No
T00020221,A000166,C00109,B023,2024-09-20 05:15:53,Credit,920.6,INR,Mobile Banking,Fuel,Pune,D00109-1,Success,26.65,15.57,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00004759,A000167,C00109,B023,2024-10-04 07:53:32,Debit,4730.39,INR,Mobile Banking,Transfer,Pune,D00109-1,Success,2.26,27.42,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00014320,A000166,C00109,B023,2024-11-03 09:23:39,Credit,10084.43,INR,Card,Healthcare,Pune,D00109-1,Success,21.68,8.83,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00015684,A000166,C00109,B023,2024-12-28 21:39:17,Debit,1444.98,INR,Card,Fuel,Pune,D00109-1,Success,16.1,21.17,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00019311,A000167,C00109,B023,2025-02-16 01:04:32,Debit,4267.26,INR,Card,ATM,Pune,D00109-1,Success,12.15,22.49,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00010793,A000166,C00109,B023,2025-02-19 13:39:09,Credit,1549.02,INR,Card,Healthcare,Pune,D00109-1,Success,25.89,14.45,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00016298,A000166,C00109,B023,2025-02-24 18:55:26,Debit,20712.69,INR,UPI,Utilities,Pune,D00109-1,Success,29.92,23.58,No,1,0,0,0,1,1,0,0,1,0,0,30,Medium,No
T00021358,A000167,C00109,B023,2025-03-03 03:44:00,Debit,5946.37,INR,Net Banking,Grocery,Pune,D00109-1,Success,32.5,14.43,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00025127,A000166,C00109,B023,2025-03-10 00:54:51,Debit,988.72,INR,UPI,Healthcare,Pune,D00109-1,Success,11.22,7.29,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00014176,A000167,C00109,B023,2025-03-14 16:49:58,Credit,2029.25,INR,Net Banking,ATM,Pune,D00109-1,Success,23.29,22.97,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00024933,A000167,C00109,B023,2025-05-24 02:49:07,Debit,7038.06,INR,Mobile Banking,Grocery,Pune,D00109-1,Success,8.03,10.7,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00006722,A000167,C00109,B023,2025-06-10 07:05:54,Credit,14107.47,INR,UPI,Transfer,Pune,D00109-1,Success,15.37,24.77,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00011766,A000166,C00109,B023,2025-07-14 00:19:48,Debit,4506.49,INR,UPI,Travel,Pune,D00109-1,Success,28.52,12.03,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00007311,A000166,C00109,B023,2025-08-01 01:58:11,Credit,2278.54,INR,Card,Fuel,Pune,D00109-1,Success,17.53,9.83,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00008604,A000167,C00109,B023,2025-08-05 05:18:46,Debit,3359.17,INR,Card,Travel,Pune,D00109-1,Success,16.65,3.36,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00015094,A000166,C00109,B023,2025-08-06 20:51:09,Debit,5223.78,INR,Mobile Banking,Electronics,Pune,D00109-1,Success,33.0,4.1,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00014674,A000166,C00109,B023,2025-09-15 21:00:45,Credit,3410.93,INR,Card,E-Commerce,Pune,D00109-1,Success,30.32,12.66,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00025094,A000167,C00109,B023,2025-10-20 01:06:36,Debit,2267.14,INR,UPI,Grocery,Pune,D00109-1,Success,34.54,5.98,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00023017,A000167,C00109,B023,2025-11-09 18:18:49,Credit,10973.69,INR,Card,Grocery,Pune,D00109-1,Failed,27.09,7.41,No,0,0,0,1,1,0,0,0,1,0,0,10,Low,No
T00001298,A000166,C00109,B023,2025-11-10 21:47:24,Debit,11460.14,INR,Net Banking,Healthcare,Pune,D00109-1,Success,5.06,10.51,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00007866,A000166,C00109,B023,2025-11-25 04:10:02,Debit,3811.05,INR,UPI,Dining,Pune,D00109-1,Success,23.31,26.63,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00025726,A000167,C00109,B023,2025-11-30 08:19:06,Debit,13439.22,INR,Mobile Banking,Utilities,Pune,D00109-1,Success,13.61,19.3,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00015440,A000166,C00109,B023,2025-12-17 00:29:44,Credit,2617.01,INR,Card,Dining,Pune,D00109-1,Reversed,24.99,25.07,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00011899,A000166,C00109,B023,2025-12-23 05:43:03,Debit,55272.88,INR,Mobile Banking,Grocery,Pune,D00109-1,Failed,19.11,11.21,No,1,0,0,1,2,1,0,0,1,0,0,30,Medium,No
T00001841,A000166,C00109,B023,2026-01-14 08:35:37,Debit,6352.87,INR,UPI,Travel,Pune,D00109-1,Success,32.24,6.51,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00003684,A000166,C00109,B023,2026-01-27 15:22:41,Debit,3373.0,INR,ATM,E-Commerce,Pune,D00109-1,Success,2.48,13.88,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00023155,A000167,C00109,B023,2026-03-09 00:59:03,Debit,7744.07,INR,UPI,E-Commerce,Pune,D00109-1,Success,16.54,25.78,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00025243,A000167,C00109,B023,2026-04-03 23:27:59,Debit,7197.69,INR,Card,Transfer,Pune,D00109-1,Success,32.36,27.45,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00002706,A000166,C00109,B023,2026-05-17 04:37:12,Debit,11526.11,INR,UPI,Transfer,Pune,D00109-1,Success,8.02,11.69,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00008916,A000166,C00109,B023,2026-05-29 03:14:04,Debit,6836.12,INR,Mobile Banking,Electronics,Pune,D00109-1,Success,17.33,15.39,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00001315,A000166,C00109,B023,2026-06-15 14:34:00,Debit,3628.07,INR,Mobile Banking,Healthcare,Pune,D00109-1,Success,24.63,22.64,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00008537,A000167,C00109,B023,2026-06-29 04:13:34,Debit,6061.11,INR,Mobile Banking,Electronics,Pune,D00109-1,Success,6.08,6.58,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00020378,A000167,C00109,B023,2026-08-10 07:59:45,Debit,1451.93,INR,Net Banking,Dining,Pune,D00109-1,Success,29.11,20.44,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00011511,A000166,C00109,B023,2026-08-24 08:30:11,Debit,2907.1,INR,UPI,Utilities,Pune,D00109-1,Success,16.53,9.69,No,0,0,0,0,0,0,0,0,1,0,0,10,Low,No
T00025490,A000169,C00110,B006,2024-01-07 05:47:01,Debit,7118.74,INR,Mobile Banking,Dining,Mumbai,D00110-1,Success,11.17,17.54,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00020457,A000169,C00110,B006,2024-04-15 03:36:02,Debit,9028.27,INR,Branch,Transfer,Mumbai,D00110-1,Success,29.05,21.15,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00013039,A000169,C00110,B006,2024-05-17 23:39:32,Debit,29718.52,INR,Card,Transfer,Mumbai,D00110-1,Success,7.25,27.32,No,1,0,0,0,1,1,0,0,0,0,1,30,Medium,No
T00013756,A000168,C00110,B006,2024-07-04 03:48:07,Credit,13441.09,INR,UPI,Fuel,Mumbai,D00110-1,Success,20.49,29.37,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00001410,A000168,C00110,B006,2024-07-17 16:51:58,Credit,7060.19,INR,UPI,Utilities,Mumbai,D00110-1,Success,10.37,13.51,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00006393,A000168,C00110,B006,2024-07-25 06:40:08,Credit,26343.24,INR,Mobile Banking,Dining,Mumbai,D00110-1,Success,28.08,5.87,No,1,0,0,0,1,1,0,0,0,0,0,20,Medium,No
T00024310,A000169,C00110,B006,2024-08-04 10:33:11,Credit,1002.3,INR,Net Banking,Fuel,Mumbai,D00110-1,Success,13.32,10.15,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00023700,A000169,C00110,B006,2024-10-08 09:29:21,Debit,6700.89,INR,ATM,Dining,Mumbai,D00110-1,Success,12.92,12.32,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00002963,A000168,C00110,B006,2024-10-19 12:52:41,Debit,7338.44,INR,Card,Transfer,Mumbai,D00110-1,Success,24.38,7.39,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00019388,A000169,C00110,B006,2024-11-06 06:58:40,Debit,11983.26,INR,Mobile Banking,Transfer,Mumbai,D00110-1,Success,8.88,23.72,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00000443,A000168,C00110,B006,2024-12-15 03:54:53,Debit,3592.95,INR,ATM,Transfer,Mumbai,D00110-1,Success,15.95,25.52,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00000147,A000169,C00110,B006,2025-01-01 08:30:39,Debit,6577.08,INR,Net Banking,Fuel,Mumbai,D00110-1,Success,20.93,13.51,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00022585,A000169,C00110,B006,2025-01-26 12:32:35,Credit,6976.93,INR,ATM,Utilities,Mumbai,D00110-1,Success,31.37,9.69,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00025803,A000168,C00110,B006,2025-02-06 10:25:25,Debit,7697.77,INR,Net Banking,ATM,Mumbai,D00110-1,Success,11.58,26.88,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00015572,A000168,C00110,B006,2025-03-14 03:09:08,Debit,11663.81,INR,Card,Fuel,Mumbai,D00110-1,Success,0.68,20.88,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00015858,A000169,C00110,B006,2025-06-05 12:04:33,Debit,9099.99,INR,Branch,Electronics,Mumbai,D00110-1,Success,5.2,9.63,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00023204,A000168,C00110,B006,2025-08-21 21:34:50,Debit,41540.58,INR,Card,E-Commerce,Mumbai,D00110-1,Success,9.82,25.33,No,1,0,0,0,1,1,0,0,0,0,1,30,Medium,No
T00024557,A000168,C00110,B006,2025-08-28 21:35:38,Debit,5117.17,INR,UPI,Fuel,Mumbai,D00110-1,Success,34.97,10.55,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00025142,A000168,C00110,B006,2025-08-29 21:32:29,Credit,2390.57,INR,UPI,Fuel,Mumbai,D00110-1,Success,12.56,8.75,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00017395,A000168,C00110,B006,2025-10-12 23:52:11,Debit,3721.98,INR,Card,Electronics,Mumbai,D00110-1,Success,27.92,26.76,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00003901,A000169,C00110,B006,2025-11-06 05:34:09,Credit,7996.25,INR,UPI,Healthcare,Mumbai,D00110-1,Success,28.93,16.81,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00012317,A000168,C00110,B006,2026-01-04 06:01:46,Debit,1678.77,INR,UPI,E-Commerce,Mumbai,D00110-1,Success,3.36,16.99,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00023827,A000169,C00110,B006,2026-01-24 14:49:57,Debit,3557.34,INR,Card,Healthcare,Mumbai,D00110-1,Success,15.74,26.76,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00013432,A000168,C00110,B006,2026-02-28 09:33:05,Debit,1827.57,INR,Mobile Banking,Grocery,Mumbai,D00110-1,Failed,2.9,2.59,No,0,0,0,1,1,0,0,0,0,0,0,0,Low,No
T00004902,A000169,C00110,B006,2026-03-05 17:20:28,Debit,6191.4,INR,Mobile Banking,E-Commerce,Mumbai,D00110-1,Success,5.29,16.92,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00008627,A000168,C00110,B006,2026-05-16 07:47:59,Credit,3385.38,INR,Mobile Banking,Grocery,Mumbai,D00110-1,Success,10.34,3.39,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00022023,A000169,C00110,B006,2026-06-15 12:02:09,Credit,1388.87,INR,Card,Fuel,Mumbai,D00110-1,Success,0.44,26.39,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00017111,A000169,C00110,B006,2026-07-07 19:47:48,Debit,5617.93,INR,ATM,E-Commerce,Mumbai,D00110-1,Failed,26.59,2.51,No,0,0,0,1,1,0,0,0,0,0,0,0,Low,No
T00020647,A000168,C00110,B006,2026-07-11 12:47:29,Debit,32990.47,INR,UPI,Utilities,Mumbai,D00110-1,Success,27.15,14.09,No,1,0,0,0,1,1,0,0,0,0,0,20,Medium,No
T00017151,A000168,C00110,B006,2026-08-12 17:50:01,Debit,1776.1,INR,UPI,Transfer,Mumbai,D00110-1,Success,33.96,20.4,No,0,0,0,0,0,0,0,0,0,0,0,0,Low,No
T00011004,A000170,C00111,B020,2024-01-31 15:47:51,Debit,8707.52,INR,Branch,Electronics,Mumbai,D00111-1,Success,8.3,20.94,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00021674,A000170,C00111,B020,2024-04-16 20:22:33,Debit,18598.02,INR,Card,Utilities,Mumbai,D00111-1,Success,23.29,3.06,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00019114,A000170,C00111,B020,2024-08-26 07:54:40,Debit,7740.9,INR,Card,Healthcare,Mumbai,D00111-1,Success,12.08,28.4,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00017024,A000170,C00111,B020,2024-08-27 17:15:18,Debit,1946.43,INR,UPI,Electronics,Mumbai,D00111-1,Success,4.84,16.46,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00005622,A000170,C00111,B020,2024-11-16 16:33:38,Debit,8256.59,INR,Net Banking,Transfer,Mumbai,D00111-1,Success,33.05,2.51,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00013716,A000170,C00111,B020,2025-03-13 10:26:40,Credit,1958.34,INR,UPI,Fuel,Mumbai,D00111-1,Failed,29.17,18.56,No,0,0,0,1,1,0,0,0,0,1,0,5,Low,No
T00016149,A000170,C00111,B020,2025-03-25 10:15:38,Credit,11555.17,INR,Card,Transfer,Mumbai,D00111-1,Success,12.79,14.07,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00007102,A000170,C00111,B020,2025-06-18 13:46:03,Debit,4668.46,INR,Card,ATM,Mumbai,D00111-1,Success,29.71,7.07,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00014838,A000170,C00111,B020,2025-07-15 14:09:48,Debit,8659.2,INR,UPI,Dining,Mumbai,D00111-1,Success,30.36,21.91,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00001253,A000170,C00111,B020,2025-07-19 13:37:33,Credit,1078.67,INR,Card,Utilities,Mumbai,D00111-1,Success,1.87,20.84,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00013962,A000170,C00111,B020,2025-09-27 05:06:00,Debit,5070.22,INR,Card,Fuel,Mumbai,D00111-1,Success,33.08,25.33,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00025280,A000170,C00111,B020,2026-04-23 02:25:28,Debit,4055.2,INR,ATM,ATM,Mumbai,D00111-1,Success,24.54,2.72,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00002496,A000170,C00111,B020,2026-04-27 16:43:09,Credit,18508.11,INR,Mobile Banking,Dining,Mumbai,D00111-1,Success,28.53,18.91,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00014725,A000170,C00111,B020,2026-05-10 15:18:01,Debit,5914.57,INR,Net Banking,Fuel,Mumbai,D00111-1,Success,7.84,11.49,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00006743,A000170,C00111,B020,2026-05-13 11:45:42,Debit,13834.56,INR,UPI,Dining,Mumbai,D00111-1,Success,31.77,28.61,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00005301,A000170,C00111,B020,2026-07-05 15:18:41,Debit,4791.83,INR,Card,Electronics,Mumbai,D00111-1,Success,33.2,9.3,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00009145,A000170,C00111,B020,2026-07-16 12:09:44,Debit,3577.61,INR,ATM,Utilities,Mumbai,D00111-1,Success,8.85,3.1,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00024781,A000171,C00112,B020,2024-02-15 21:10:05,Debit,7493.24,INR,UPI,Fuel,Madurai,D00112-1,Success,10.76,16.27,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00017498,A000171,C00112,B020,2024-02-29 21:10:31,Debit,2034.48,INR,Net Banking,ATM,Madurai,D00112-1,Success,5.06,20.23,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00024761,A000171,C00112,B020,2024-08-22 08:16:08,Debit,3485.74,INR,UPI,Healthcare,Madurai,D00112-1,Success,25.53,7.78,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00017422,A000171,C00112,B020,2024-09-28 00:18:48,Credit,2810.45,INR,Card,Fuel,Madurai,D00112-1,Success,30.76,6.87,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00015537,A000171,C00112,B020,2024-09-28 06:14:03,Debit,9920.03,INR,UPI,Grocery,Madurai,D00112-1,Success,14.75,25.36,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00005211,A000171,C00112,B020,2024-10-13 20:48:25,Debit,3540.8,INR,Card,Transfer,Madurai,D00112-1,Success,30.47,29.63,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00016559,A000171,C00112,B020,2025-02-24 01:50:28,Debit,2525.97,INR,UPI,Utilities,Madurai,D00112-1,Success,13.52,22.91,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00010419,A000171,C00112,B020,2025-03-28 13:10:40,Debit,1895.25,INR,UPI,Electronics,Madurai,D00112-1,Success,15.87,17.05,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00015221,A000171,C00112,B020,2025-06-03 22:33:27,Credit,7675.5,INR,Mobile Banking,Grocery,Madurai,D00112-1,Reversed,4.93,21.28,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00022643,A000171,C00112,B020,2025-06-04 20:59:30,Debit,32354.09,INR,Card,Dining,Madurai,D00112-1,Success,32.01,7.49,No,1,0,0,0,1,1,0,0,0,1,0,25,Medium,No
T00015257,A000171,C00112,B020,2025-09-16 09:04:46,Debit,35828.45,INR,UPI,Electronics,Madurai,D00112-1,Success,11.65,15.22,No,1,0,0,0,1,1,0,0,0,1,1,35,Medium,No
T00000830,A000171,C00112,B020,2025-11-26 05:53:09,Debit,6928.86,INR,UPI,Fuel,Madurai,D00112-1,Success,3.05,28.13,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00020850,A000171,C00112,B020,2026-01-21 20:17:01,Debit,4761.07,INR,UPI,E-Commerce,Madurai,D00112-1,Success,20.62,25.63,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00010373,A000171,C00112,B020,2026-05-31 01:26:26,Debit,11189.08,INR,UPI,Travel,Madurai,D00112-1,Success,9.06,5.96,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00004849,A000171,C00112,B020,2026-06-05 01:12:18,Debit,838.49,INR,Net Banking,Electronics,Madurai,D00112-1,Success,2.6,16.22,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00016418,A000172,C00113,B025,2024-02-19 08:03:29,Debit,8513.01,INR,Net Banking,Dining,Madurai,D00113-1,Success,9.22,5.96,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00024278,A000172,C00113,B025,2024-03-24 06:34:31,Credit,6802.94,INR,UPI,Fuel,Madurai,D00113-1,Success,4.61,23.42,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00018976,A000172,C00113,B025,2024-03-27 02:35:29,Debit,3738.62,INR,Net Banking,Grocery,Madurai,D00113-1,Success,0.46,23.16,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00009442,A000172,C00113,B025,2024-07-16 19:39:42,Debit,4384.31,INR,Card,Grocery,Madurai,D00113-1,Success,24.91,10.05,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00013912,A000172,C00113,B025,2024-08-10 17:46:54,Credit,7180.33,INR,Card,Fuel,Madurai,D00113-1,Success,15.11,16.19,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00023690,A000172,C00113,B025,2024-09-15 08:55:45,Debit,4316.72,INR,ATM,Travel,Madurai,D00113-1,Success,19.66,4.3,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00002328,A000172,C00113,B025,2024-10-28 19:21:52,Debit,2391.54,INR,Mobile Banking,E-Commerce,Madurai,D00113-1,Success,23.46,13.45,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00001089,A000172,C00113,B025,2025-01-10 08:05:33,Debit,10463.38,INR,Mobile Banking,E-Commerce,Madurai,D00113-1,Success,1.12,6.0,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00010685,A000172,C00113,B025,2025-01-26 02:23:30,Credit,1834.96,INR,UPI,Electronics,Madurai,D00113-1,Success,21.44,10.48,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00002500,A000172,C00113,B025,2025-04-20 15:09:31,Debit,1258.21,INR,UPI,Utilities,Madurai,D00113-1,Success,30.02,23.31,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00017017,A000172,C00113,B025,2025-04-25 05:21:08,Credit,4085.22,INR,Card,Travel,Madurai,D00113-1,Success,15.97,10.49,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00020697,A000172,C00113,B025,2025-05-01 06:09:51,Credit,8552.94,INR,Mobile Banking,Fuel,Madurai,D00113-1,Success,9.51,11.03,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00013096,A000172,C00113,B025,2025-05-20 15:39:55,Debit,2789.96,INR,UPI,ATM,Madurai,D00113-1,Success,33.46,12.9,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00008405,A000172,C00113,B025,2025-07-31 04:56:55,Debit,4693.38,INR,UPI,E-Commerce,Madurai,D00113-1,Success,34.64,6.44,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00003957,A000172,C00113,B025,2025-10-29 14:28:25,Debit,2713.27,INR,UPI,Healthcare,Madurai,D00113-1,Failed,6.8,4.38,No,0,0,0,1,1,0,0,0,0,1,0,5,Low,No
T00021453,A000172,C00113,B025,2026-06-15 00:48:13,Debit,5254.05,INR,Card,Dining,Madurai,D00113-1,Failed,29.64,3.28,No,0,0,0,1,1,0,0,0,0,1,0,5,Low,No
T00002148,A000172,C00113,B025,2026-06-15 19:57:27,Debit,1868.38,INR,UPI,E-Commerce,Madurai,D00113-1,Success,18.35,7.95,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00021247,A000172,C00113,B025,2026-07-02 00:02:37,Debit,3360.48,INR,UPI,Fuel,Madurai,D00113-1,Success,25.9,7.97,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00022898,A000172,C00113,B025,2026-08-01 01:31:45,Credit,7602.73,INR,UPI,ATM,Madurai,D00113-1,Success,18.1,26.54,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00007072,A000172,C00113,B025,2026-08-09 16:12:44,Debit,1673.5,INR,UPI,Travel,Madurai,D00113-1,Success,5.88,16.76,No,0,0,0,0,0,0,0,0,0,1,0,5,Low,No
T00022980,A000173,C00114,B023,2024-07-19 21:01:13,Credit,30493.11,INR,UPI,Utilities,Hyderabad,D00114-1,Failed,10.53,20.45,No,1,0,0,1,2,1,0,0,1,1,0,35,Medium,No
T00010951,A000174,C00114,B023,2024-09-13 18:16:53,Debit,7362.61,INR,Mobile Banking,Travel,Hyderabad,D00114-1,Success,9.29,23.1,No,0,0,0,0,0,0,0,0,1,1,0,15,Low,No
